Depth_m,nssS
30.558,-0.953
30.573,-0.893
30.588,-0.763
30.603,-0.689
30.618,-0.674
30.633,-0.346
30.648,0.437
30.663,0.734
30.678,0.722
30.693,0.689
30.708,0.464
30.724,0.137
30.739,0.174
30.754,-0.026
30.769,-0.705
30.784,-0.682
30.799,-0.433
30.814,-0.413
30.829,-0.796
30.844,-0.625
30.859,-0.568
30.874,-0.343
30.889,-0.203
30.904,0.068
30.919,0.213
30.934,0.042
30.949,0.039
30.964,0.078
30.979,0.08
30.995,-0.001
31.01,-0.07
31.025,-0.298
31.04,-0.43
31.055,-0.093
31.07,-0.298
31.085,-0.654
31.1,-0.657
31.115,-0.909
31.13,-0.767
31.145,-0.57
31.16,-0.575
31.175,-0.542
31.19,-0.457
31.205,-0.611
31.22,-0.577
31.235,-0.717
31.25,-0.994
31.31,-0.321
31.325,-0.15
31.34,0.035
31.355,0.336
31.37,0.702
31.385,0.519
31.475,-0.408
31.49,-0.467
31.505,-0.604
31.52,-0.774
31.535,-0.676
31.55,-0.416
31.565,-0.197
31.58,-0.116
31.595,-0.022
31.61,-0.02
31.625,-0.102
31.64,-0.212
31.655,-0.038
31.67,0.084
31.685,-0.166
31.7,-0.539
31.715,-0.601
31.73,-0.595
31.745,-0.642
31.76,-0.639
31.775,-0.538
31.79,-0.427
31.805,-0.285
31.82,-0.061
31.835,0.231
31.85,0.449
31.865,0.732
31.88,1.305
31.895,1.357
31.91,0.874
31.924,0.144
31.939,-0.036
31.954,0.039
31.969,0.004
31.984,-0.192
31.999,-0.309
32.014,0.12
32.029,0.715
32.044,0.265
32.059,0.158
32.074,0.32
32.089,0.463
32.104,0.629
32.119,0.739
32.134,0.6
32.149,0.501
32.164,0.523
32.178,0.498
32.193,0.328
32.208,0.633
32.223,0.499
32.238,-0.106
32.253,-0.269
32.268,-0.44
32.283,-0.62
32.298,-0.739
32.313,-0.709
32.328,-0.777
32.343,-0.77
32.358,-0.154
32.372,0.286
32.387,0.286
32.402,0.551
32.417,0.523
32.432,0.415
32.447,0.279
32.462,0.15
32.477,-0.119
32.492,-0.379
32.507,-0.437
32.522,-0.482
32.536,-0.453
32.551,-0.434
32.566,-0.293
32.581,-0.337
32.596,-0.288
32.611,-0.134
32.626,0.13
32.641,0.341
32.656,0.717
32.67,1.039
32.685,1.335
32.7,1.507
32.715,1.654
32.73,1.64
32.745,0.94
32.76,0.667
32.775,0.665
32.789,1.014
32.804,0.612
32.819,-0.403
32.834,-0.703
32.849,-0.561
32.864,-0.464
32.879,-0.544
32.894,-0.483
32.908,-0.332
32.923,-0.286
32.938,-0.217
32.953,-0.029
32.968,0.424
32.983,1.088
32.998,0.86
33.013,0.454
33.027,0.27
33.042,-0.059
33.057,-0.279
33.072,-0.153
33.087,-0.034
33.102,-0.099
33.116,-0.21
33.131,-0.251
33.146,-0.309
33.161,-0.19
33.176,-0.732
33.191,-0.886
33.205,-0.832
33.22,-0.792
33.235,-0.789
33.25,-0.733
33.265,-0.381
33.28,-0.158
33.294,-0.217
33.309,-0.447
33.339,-0.563
33.354,-0.497
33.369,-0.335
33.383,0.13
33.398,-0.104
33.413,-0.262
33.428,-0.253
33.443,-0.223
33.458,-0.068
33.472,-0.188
33.487,0.064
33.502,0.625
33.517,0.766
33.532,0.898
33.546,0.807
33.561,0.606
33.576,0.411
33.591,0.207
33.606,-0.022
33.62,-0.15
33.635,-0.222
33.65,-0.238
33.665,-0.04
33.68,0.24
33.694,-0.033
33.709,-0.478
33.724,-0.372
33.739,0.013
33.753,0.189
33.768,0.32
33.783,0.497
33.798,0.644
33.813,0.687
33.827,0.705
33.842,0.708
33.857,0.504
33.872,0.339
33.886,0.426
33.901,0.237
33.916,-0.163
33.931,-0.2
33.946,-0.16
33.96,-0.145
33.975,-0.139
33.99,-0.043
34.005,0.131
34.019,0.677
34.034,0.867
34.049,0.538
34.064,0.451
34.079,0.614
34.093,0.785
34.108,0.864
34.123,0.961
34.138,0.896
34.152,0.767
34.167,0.558
34.182,0.403
34.196,0.302
34.211,0.134
34.226,0.125
34.241,-0.045
34.255,0.19
34.403,0.072
34.417,0.227
34.432,0.114
34.447,0.169
34.462,0.226
34.476,0.556
34.491,0.698
34.506,0.931
34.521,1.096
34.535,1.144
34.55,1.085
34.565,0.904
34.579,0.749
34.594,0.53
34.609,0.342
34.623,0.11
34.638,0.007
34.653,-0.119
34.668,-0.046
34.682,0.05
34.697,0.26
34.712,0.338
34.726,0.477
34.741,0.542
34.756,0.4
34.77,0.432
34.785,0.511
34.8,0.189
34.814,-0.12
34.829,-0.439
34.844,-0.4
34.859,-0.398
34.873,-0.506
34.888,-0.519
34.903,-0.511
34.917,-0.459
34.932,-0.435
34.947,-0.431
34.961,-0.35
34.976,-0.219
34.991,-0.101
35.005,0.084
35.02,0.291
35.035,0.521
35.049,0.739
35.064,0.922
35.079,1.198
35.123,1.403
35.137,1.7
35.152,1.834
35.167,1.795
35.181,1.704
35.196,1.572
35.211,1.406
35.225,1.283
35.24,0.985
35.255,0.798
35.269,0.609
35.284,0.441
35.299,0.204
35.313,0.023
35.328,0.001
35.342,-0.062
35.357,0.094
35.372,0.155
35.386,0.295
35.401,0.447
35.416,0.887
35.43,1.251
35.445,1.528
35.46,1.791
35.474,1.948
35.489,1.798
35.503,1.322
35.518,0.81
35.533,0.398
35.547,-0.031
35.562,-0.356
35.577,-0.56
35.591,-0.597
35.606,-0.444
35.62,-0.359
35.635,-0.296
35.65,-0.222
35.664,-0.168
35.679,-0.05
35.693,0.045
35.708,0.188
35.723,0.34
35.737,0.889
35.752,0.808
35.767,0.233
35.781,0.167
35.796,-0.162
35.81,-0.323
35.825,-0.413
35.839,-0.514
35.854,-0.645
35.869,-0.72
35.883,-0.802
35.898,-0.849
35.912,-0.887
35.927,-0.902
35.942,-0.875
35.956,-0.805
35.971,-0.708
35.985,-0.546
36.0,-0.424
36.015,-0.266
36.029,-0.128
36.044,-0.022
36.058,0.049
36.073,0.044
36.087,0.062
36.102,0.108
36.117,0.281
36.131,0.329
36.146,0.348
36.16,0.282
36.175,0.149
36.189,-0.087
36.204,-0.229
36.219,-0.33
36.233,-0.412
36.248,-0.444
36.262,-0.472
36.277,-0.5
36.291,-0.553
36.306,-0.664
36.32,-0.827
36.335,-0.91
36.35,-0.973
36.364,-0.952
36.379,-1.002
36.393,-0.986
36.408,-0.893
36.422,-0.759
36.437,-0.483
36.451,-0.304
36.466,-0.2
36.48,-0.087
36.495,-0.08
36.51,-0.262
36.524,-0.51
36.539,-0.686
36.553,-0.855
36.568,-0.933
36.582,-0.993
36.597,-0.923
36.611,-0.603
36.626,-0.657
36.64,-0.768
36.655,-0.711
36.669,-0.515
36.684,-0.291
36.698,-0.134
36.713,0.018
36.727,0.015
36.742,0.044
36.756,-0.102
36.771,-0.322
36.785,-0.466
36.8,-0.676
36.814,-0.872
36.829,-0.997
36.843,-1.072
36.858,-1.197
36.872,-0.997
36.887,-1.159
36.901,-1.107
36.916,-1.11
36.93,-1.092
36.945,-1.112
36.959,-1.126
36.974,-1.058
36.988,-0.895
37.003,-0.743
37.017,-0.566
37.032,-0.479
37.046,-0.243
37.061,-0.08
37.075,0.085
37.09,0.107
37.104,0.183
37.119,0.127
37.133,0.046
37.148,-0.197
37.162,-0.404
37.177,-0.665
37.191,-0.871
37.206,-1.108
37.22,-1.326
37.235,-1.311
37.278,-1.152
37.292,-0.786
37.307,-0.535
37.321,-0.214
37.336,0.024
37.35,0.16
37.365,0.247
37.379,0.281
37.394,0.122
37.48,-0.911
37.495,-0.827
37.509,-0.484
37.524,-0.65
37.538,-0.645
37.552,-1.025
37.567,-0.9
37.581,-0.754
37.596,-0.577
37.61,-0.45
37.625,-0.35
37.639,-0.193
37.654,-0.078
37.668,-0.091
37.682,-0.12
37.697,-0.159
37.711,-0.352
37.726,-0.541
37.74,-0.583
37.755,-0.361
37.769,-0.368
37.783,-0.398
37.798,-0.617
37.812,-0.332
37.827,-0.425
37.841,-0.325
37.856,-0.155
37.87,0.05
37.884,0.188
37.899,0.423
37.913,0.64
37.928,0.81
37.942,0.799
37.956,0.756
37.971,0.417
37.985,0.035
38.0,-0.199
38.014,-0.382
38.028,-0.443
38.043,-0.345
38.057,-0.33
38.072,-0.241
38.086,-0.074
38.1,0.067
38.115,0.156
38.129,0.31
38.144,0.317
38.158,0.345
38.172,0.243
38.187,0.143
38.201,0.292
38.215,0.429
38.23,0.39
38.244,0.395
38.259,-0.005
38.273,-0.3
38.287,-0.718
38.302,-0.862
38.316,-0.997
38.33,-0.964
38.345,-0.912
38.359,-0.814
38.374,-0.702
38.388,-0.576
38.402,-0.394
38.417,-0.136
38.431,0.247
38.445,0.841
38.46,0.711
38.474,0.458
38.488,0.822
38.503,0.858
38.517,0.449
38.531,-0.048
38.546,-0.068
38.56,-0.135
38.574,-0.226
38.589,-0.244
38.603,-0.259
38.618,-0.206
38.632,-0.084
38.646,0.235
38.661,0.564
38.675,0.504
38.689,0.492
38.704,0.468
38.718,0.95
38.732,0.942
38.747,1.465
38.761,1.137
38.775,0.167
38.79,0.269
38.804,0.144
38.818,0.043
38.833,-0.111
38.847,-0.303
38.861,-0.469
38.876,-0.56
38.89,-0.607
38.904,-0.645
38.918,-0.664
38.933,-0.677
38.947,-0.575
38.961,-0.282
38.976,0.221
38.99,0.364
39.004,0.029
39.019,-0.13
39.033,-0.191
39.047,-0.167
39.062,-0.161
39.076,-0.241
39.09,-0.603
39.104,-0.846
39.119,-0.593
39.133,-0.571
39.147,-0.714
39.162,-0.88
39.176,-0.846
39.19,-0.654
39.205,-0.514
39.219,-0.406
39.247,-0.239
39.262,-0.172
39.276,-0.042
39.305,0.043
39.319,0.045
39.333,0.133
39.347,0.127
39.362,0.095
39.376,0.062
39.39,-0.112
39.404,-0.128
39.419,-0.351
39.433,-0.424
39.447,-0.5
39.462,-0.584
39.476,-0.632
39.49,-0.577
39.504,-0.66
39.519,-0.843
39.533,-1.028
39.547,-0.963
39.561,-0.798
39.576,-0.65
39.59,-0.352
39.604,0.133
39.618,0.491
39.633,0.404
39.647,0.241
39.661,0.327
39.676,0.691
39.69,0.718
39.704,0.498
39.718,0.303
39.732,0.266
39.747,0.193
39.761,0.008
39.775,-0.113
39.789,0.121
39.804,-0.01
39.818,-0.193
39.832,-0.59
39.846,-0.55
39.861,-0.354
39.875,-0.248
39.889,-0.105
39.903,0.102
39.918,0.49
39.932,0.701
39.946,0.769
39.96,0.695
39.975,0.492
39.989,0.328
40.003,0.169
40.017,0.123
40.031,0.081
40.046,0.091
40.06,0.122
40.074,0.287
40.088,0.627
40.102,0.586
40.131,0.616
40.145,0.517
40.159,0.413
40.173,0.758
40.188,0.58
40.202,0.916
40.23,1.067
40.244,1.124
40.259,1.388
40.273,2.005
40.287,3.141
40.301,2.76
40.316,1.925
40.33,1.412
40.344,1.363
40.358,1.43
40.372,1.312
40.386,1.195
40.401,1.061
40.415,0.546
40.429,0.355
40.443,0.58
40.457,0.672
40.472,0.756
40.486,0.911
40.5,1.064
40.514,1.084
40.528,1.181
40.542,1.292
40.557,1.506
40.571,1.465
40.585,1.363
40.599,1.273
40.613,1.321
40.627,1.536
40.642,1.82
40.656,2.182
40.67,2.696
40.684,3.081
40.698,3.795
40.712,3.392
40.727,2.094
40.741,2.169
40.755,1.894
40.769,1.475
40.783,1.285
40.797,0.893
40.811,0.687
40.826,1.135
40.84,1.239
40.854,0.962
40.868,0.372
40.882,0.956
40.896,2.25
40.91,2.3
40.925,2.017
40.939,0.846
40.953,0.735
40.967,0.306
40.981,0.112
40.995,0.054
41.009,-0.131
41.024,-0.123
41.038,-0.143
41.052,-0.249
41.066,-0.171
41.08,-0.162
41.094,-0.164
41.108,-0.122
41.122,-0.095
41.137,-0.05
41.151,-0.052
41.165,0.028
41.179,0.132
41.193,0.13
41.207,0.127
41.221,0.269
41.235,0.537
41.249,-0.113
41.264,-0.479
41.278,-0.711
41.292,-0.872
41.306,-0.965
41.32,-1.088
41.334,-1.225
41.348,-1.254
41.362,-1.289
41.376,-1.239
41.39,-1.265
41.404,-1.265
41.419,-1.257
41.433,-1.263
41.447,-1.225
41.461,-1.19
41.475,-1.048
41.489,-0.801
41.503,-0.457
41.517,-0.282
41.531,-0.591
41.545,-0.853
41.56,-0.505
41.574,0.2
41.588,0.157
41.602,0.115
41.616,-0.068
41.63,-0.022
41.658,-0.161
41.672,-0.269
41.686,-0.268
41.7,-0.232
41.714,-0.106
41.728,0.012
41.742,0.174
41.757,0.203
41.771,0.539
41.785,0.616
41.799,0.456
41.813,-0.079
41.827,-0.095
41.855,-0.046
41.869,-0.013
41.897,-0.038
41.925,0.097
41.953,0.234
41.967,-0.344
41.981,-0.757
41.995,-0.825
42.009,-0.668
42.024,-0.574
42.038,-0.578
42.052,-0.32
42.066,-0.234
42.08,-0.115
42.094,-0.04
42.108,-0.001
42.122,0.12
42.136,0.137
42.15,0.15
42.164,0.113
42.178,0.037
42.192,0.02
42.206,-0.112
42.22,-0.163
42.234,-0.261
42.248,-0.393
42.262,-0.556
42.276,-0.602
42.29,-0.627
42.304,-0.67
42.318,-0.667
42.332,-0.764
42.346,-0.795
42.36,-0.855
42.374,-0.801
42.388,-0.705
42.402,-0.641
42.416,-0.606
42.43,-0.557
42.444,-0.476
42.458,-0.293
42.472,-0.12
42.486,0.041
42.5,0.19
42.514,0.319
42.528,0.362
42.542,0.394
42.556,0.555
42.57,0.764
42.584,0.629
42.598,0.635
42.612,0.328
42.626,-0.218
42.64,-0.279
42.654,-0.379
42.668,-0.499
42.682,-0.631
42.696,-0.735
42.71,-0.769
42.724,-0.764
42.738,-0.613
42.752,-0.603
42.766,-0.629
42.78,-0.58
42.794,-0.381
42.808,-0.24
42.822,-0.158
42.836,-0.035
42.85,0.138
42.864,0.525
42.878,0.531
42.892,0.467
42.906,-0.097
42.92,-0.269
42.934,-0.434
42.948,-0.579
42.962,-0.687
42.975,-0.733
42.989,-0.763
43.003,-0.757
43.017,-0.711
43.031,-0.633
43.045,-0.504
43.059,-0.438
43.073,-0.297
43.087,-0.082
43.101,0.247
43.115,0.413
43.129,0.668
43.143,0.72
43.157,0.854
43.171,0.889
43.185,0.767
43.199,0.386
43.213,-0.042
43.226,-0.275
43.24,-0.492
43.254,-0.824
43.268,-1.111
43.282,-1.147
43.296,-1.166
43.727,-1.301
43.741,-1.177
43.755,-0.952
43.769,-0.601
43.783,0.053
43.797,0.08
43.811,0.075
43.825,0.184
43.839,-0.014
43.852,-0.126
43.866,-0.205
43.88,-0.939
43.894,-0.962
43.908,-0.954
43.922,-0.992
43.936,-0.844
43.95,-0.597
43.963,-0.461
43.977,-0.367
43.991,-0.346
44.005,-0.435
44.019,-0.534
44.033,-0.939
44.047,-1.133
44.061,-0.708
44.074,-0.902
44.088,-1.145
44.102,-0.911
44.116,-0.533
44.13,0.007
44.144,0.708
44.158,0.13
44.171,-0.208
44.185,-0.445
44.199,-0.652
44.213,-0.838
44.227,-0.929
44.241,-0.79
44.255,-0.789
44.268,-0.786
44.282,-0.612
44.296,-0.05
44.31,0.461
44.324,0.456
44.338,0.367
44.351,-0.403
44.365,-0.349
44.379,-0.318
44.393,-0.239
44.407,-0.23
44.421,-0.021
44.434,0.058
44.448,0.11
44.462,0.136
44.476,0.128
44.49,0.108
44.504,0.138
44.517,0.251
44.531,0.219
44.545,0.186
44.559,-0.008
44.573,-0.05
44.587,-0.106
44.6,-0.088
44.614,0.034
44.628,0.333
44.642,0.59
44.656,0.465
44.669,0.287
44.683,0.018
44.697,0.208
44.711,0.659
44.725,0.802
44.738,0.836
44.752,0.46
44.766,0.332
44.78,0.306
44.794,0.126
44.807,-0.165
44.821,-0.307
44.835,-0.116
44.849,-0.163
44.863,-0.175
44.876,-0.238
44.89,-0.234
44.904,-0.241
44.918,-0.25
44.932,-0.301
44.945,-0.382
44.959,-0.34
44.973,-0.332
44.987,-0.337
45.001,-0.32
45.014,-0.326
45.028,-0.435
45.042,-0.482
45.056,0.048
45.069,0.005
45.083,0.16
45.097,0.018
45.111,0.114
45.125,0.024
45.138,-0.47
45.152,-0.381
45.166,-0.184
45.18,0.05
45.193,0.046
45.207,-0.021
45.221,-0.016
45.235,-0.128
45.248,-0.173
45.262,-0.142
45.276,-0.018
45.29,-0.184
45.303,-0.363
45.317,-0.402
45.331,-0.394
45.345,-0.31
45.358,-0.129
45.372,-0.007
45.386,0.151
45.4,0.233
45.413,0.31
45.427,0.317
45.441,0.259
45.455,0.111
45.468,0.041
45.482,-0.069
45.496,-0.228
45.51,-0.05
45.523,-0.277
45.537,0.084
45.551,-0.238
45.565,-0.452
45.578,-0.275
45.592,-0.56
45.633,-0.354
45.647,-0.235
45.661,-0.098
45.674,0.109
45.688,0.411
45.702,1.083
45.716,1.39
45.729,1.097
45.743,0.601
45.757,0.677
45.771,0.613
45.784,0.682
45.798,0.602
45.812,0.41
45.825,0.314
45.839,0.066
45.853,-0.092
45.867,-0.273
45.88,-0.411
45.894,-0.39
45.908,-0.26
45.921,-0.241
45.935,-0.3
45.949,-0.308
45.963,-0.295
45.976,-0.187
45.99,-0.132
46.004,-0.043
46.017,0.075
46.031,0.194
46.045,0.189
46.058,0.333
46.072,0.782
46.086,0.92
46.099,0.371
46.113,-0.529
46.127,-0.632
46.14,-0.495
46.154,-0.457
46.168,-0.393
46.182,-0.552
46.195,-0.411
46.209,-0.246
46.223,-0.107
46.236,-0.138
46.25,-0.063
46.264,-0.16
46.277,-0.113
46.291,-0.114
46.305,-0.103
46.318,-0.05
46.332,-0.02
46.346,0.076
46.359,0.22
46.373,0.406
46.387,0.807
46.4,0.934
46.414,1.07
46.428,1.29
46.441,1.402
46.455,1.55
46.469,1.788
46.482,1.964
46.496,2.044
46.51,3.431
46.523,3.732
46.537,3.561
46.551,2.324
46.564,2.15
46.578,2.275
46.592,1.612
46.605,0.995
46.619,0.249
46.632,0.506
46.646,0.5
46.66,0.513
46.673,0.536
46.687,0.58
46.701,0.598
46.714,0.791
46.728,1.077
46.742,1.343
46.755,1.116
46.769,1.001
46.783,0.962
46.796,1.026
46.81,0.986
46.823,0.777
46.837,0.57
46.851,0.167
46.864,-0.041
46.878,-0.156
46.892,-0.321
46.905,-0.288
46.919,0.088
46.932,-0.001
46.946,-0.076
46.96,-0.26
46.973,0.161
46.987,0.321
47.0,0.341
47.014,0.388
47.028,0.333
47.041,0.261
47.055,0.114
47.068,0.017
47.082,-0.037
47.096,-0.173
47.109,-0.241
47.123,-0.259
47.137,-0.374
47.15,-0.335
47.164,-0.304
47.177,-0.293
47.191,0.019
47.205,0.36
47.218,0.357
47.232,0.196
47.245,-0.062
47.259,-0.369
47.273,-0.262
47.286,0.042
47.3,0.231
47.313,0.257
47.327,0.012
47.34,-0.199
47.354,-0.634
47.368,-0.557
47.381,-0.666
47.395,-0.619
47.408,-0.592
47.422,-0.414
47.436,0.056
47.449,0.412
47.463,0.277
47.476,-0.177
47.49,-0.342
47.503,-0.12
47.517,0.066
47.531,0.09
47.544,0.197
47.558,0.276
47.571,0.252
47.585,0.168
47.598,-0.071
47.612,-0.093
47.626,0.063
47.639,0.208
47.666,0.293
47.68,0.115
47.707,0.024
47.734,-0.112
47.748,0.128
47.761,0.223
47.775,-0.045
47.788,-0.264
47.802,-0.117
47.815,-0.203
47.829,-0.149
47.842,-0.161
47.856,-0.414
47.869,-0.068
47.883,0.269
47.897,0.065
47.91,0.37
47.924,0.284
47.937,0.209
47.951,0.005
47.964,0.125
47.978,0.197
47.991,0.161
48.005,0.06
48.018,-0.048
48.032,-0.16
48.045,-0.268
48.086,-0.383
48.1,-0.357
48.113,-0.31
48.127,-0.114
48.14,-0.311
48.154,-0.511
48.167,-0.697
48.181,-0.562
48.194,-0.533
48.208,-0.584
48.221,-0.548
48.235,-0.494
48.248,-0.332
48.262,-0.156
48.275,-0.094
48.289,-0.158
48.302,-0.087
48.316,-0.157
48.329,0.0
48.343,-0.014
48.356,0.224
48.37,0.397
48.383,-0.279
48.397,-0.613
48.41,-0.366
48.424,-0.213
48.437,-0.046
48.451,-0.04
48.464,-0.203
48.478,-0.32
48.491,-0.472
48.505,-0.627
48.518,-0.527
48.653,-0.507
48.666,-0.83
48.68,-0.72
48.693,-0.492
48.707,-0.372
48.72,-0.327
48.734,-0.269
48.747,-0.212
48.761,-0.094
48.774,-0.053
48.788,0.016
48.801,-0.109
48.815,-0.126
48.828,-0.226
48.842,-0.192
48.855,-0.328
48.869,-0.527
48.882,-0.683
48.895,-0.719
48.909,-0.662
48.922,-0.243
48.936,0.043
48.949,0.345
48.963,0.351
48.976,0.07
48.99,-0.124
49.003,-0.125
49.017,-0.11
49.03,-0.215
49.043,-0.294
49.057,-0.338
49.07,-0.395
49.084,-0.665
49.097,-0.707
49.111,-0.632
49.124,-0.554
49.138,-0.564
49.151,-0.774
49.164,-1.066
49.178,-1.162
49.191,-1.559
49.326,0.598
49.339,0.97
49.352,0.494
49.366,-0.164
49.379,-0.021
49.393,-0.046
49.406,0.286
49.419,0.161
49.433,0.099
49.446,-0.1
49.46,-0.536
49.554,-0.858
49.567,-0.463
49.58,-0.362
49.594,-0.411
49.607,-0.461
49.621,-0.538
49.634,-0.69
49.647,-0.726
49.661,-0.529
49.688,-0.652
49.701,-0.703
49.728,-0.751
49.755,-0.871
49.781,-0.984
49.795,-0.687
49.808,-0.16
49.822,0.194
49.835,0.101
49.848,-0.263
49.875,-0.1
49.888,0.213
49.902,0.339
49.915,0.166
49.929,-0.263
49.942,-0.142
49.955,-0.162
49.969,-0.041
49.982,0.06
49.995,0.294
50.009,0.496
50.022,0.574
50.036,0.699
50.049,1.074
50.062,1.112
50.076,0.904
50.089,0.187
50.102,-0.183
50.116,-0.603
50.129,-0.837
50.142,-0.866
50.156,-0.829
50.169,-0.55
50.183,-0.391
50.196,-0.45
50.223,-0.491
50.236,-0.495
50.249,-0.649
50.263,-0.423
50.276,-0.517
50.289,-0.374
50.303,-0.316
50.316,-0.203
50.343,-0.109
50.356,0.039
50.369,0.032
50.383,0.1
50.396,0.501
50.409,0.775
50.423,0.149
50.436,-0.631
50.449,-0.882
50.463,-0.392
50.476,-0.466
50.489,-0.713
50.503,-0.92
50.516,-0.733
50.529,-0.747
50.543,-0.745
50.556,-0.793
50.569,-0.818
50.583,-0.679
50.596,-0.674
50.609,-0.493
50.623,-0.576
50.636,-0.48
50.649,-0.304
50.663,-0.114
50.676,0.444
50.689,0.582
50.703,0.525
50.716,0.343
50.729,0.696
50.743,0.578
50.756,1.043
50.769,0.337
50.782,-0.336
50.796,-0.301
50.809,-0.18
50.822,-0.307
50.836,-0.432
50.849,-0.492
50.862,-0.524
50.876,-0.453
50.889,-0.082
50.902,-0.011
50.915,-0.358
50.929,-0.42
50.942,-0.142
50.955,0.12
50.969,0.113
50.982,-0.022
50.995,-0.3
51.009,-0.593
51.022,-0.758
51.035,-0.797
51.048,-0.833
51.062,-0.918
51.075,-1.005
51.088,-1.008
51.102,-0.968
51.115,-0.925
51.128,-0.689
51.141,-0.183
51.155,-0.042
51.168,-0.25
51.181,-0.328
51.195,-0.455
51.208,-0.83
51.221,-0.922
51.234,-0.802
51.248,-0.738
51.261,-0.544
51.274,-0.369
51.287,-0.483
51.301,-0.367
51.314,-0.05
51.327,-0.114
51.34,0.157
51.354,0.045
51.367,0.414
51.38,1.126
51.393,1.831
51.407,1.584
51.42,1.5
51.433,1.363
51.447,1.036
51.46,1.426
51.473,1.444
51.486,1.534
51.5,1.353
51.513,0.991
51.526,0.613
51.539,0.332
51.553,0.027
51.566,0.023
51.579,-0.328
51.592,-0.622
51.605,-0.837
51.619,-0.786
51.632,-0.695
51.645,-0.539
51.658,-0.46
51.672,-0.384
51.685,-0.37
51.698,-0.366
51.711,-0.252
51.725,-0.108
51.738,0.072
51.751,-0.48
51.764,-0.863
51.778,-0.6
51.791,-0.661
51.804,-0.773
51.817,-0.798
51.83,-0.777
51.844,-0.756
51.857,-0.738
51.87,-0.703
51.883,-0.629
51.897,-0.593
51.91,-0.427
51.923,-0.246
51.936,0.056
51.95,0.077
51.976,0.291
51.989,0.309
52.002,0.004
52.016,0.15
52.029,0.045
52.042,-0.161
52.055,0.06
52.068,-0.195
52.082,-0.346
52.095,-0.752
52.108,-0.799
52.121,-0.701
52.134,-0.752
52.148,-0.805
52.161,-0.68
52.174,-0.652
52.187,-0.608
52.2,-0.524
52.214,-0.403
52.227,-0.219
52.24,-0.034
52.253,0.022
52.266,0.232
52.28,0.653
52.293,1.472
52.306,1.199
52.319,0.927
52.332,0.185
52.346,0.257
52.359,0.069
52.372,-0.067
52.385,-0.099
52.398,0.134
52.411,-0.064
52.425,-0.195
52.438,-0.417
52.451,-0.102
52.464,-0.197
52.477,-0.343
52.491,-0.476
52.504,-0.182
52.517,-0.278
52.53,-0.069
52.543,0.009
52.557,0.146
52.57,0.469
52.583,1.366
52.596,0.897
52.609,-0.329
52.622,-0.767
52.636,-0.825
52.649,-0.864
52.662,-0.624
52.675,-0.557
52.688,-0.53
52.701,-0.502
52.714,-0.406
52.728,-0.405
52.741,-0.334
52.754,-0.236
52.767,0.05
52.78,0.186
52.793,0.387
52.807,0.548
52.82,0.765
52.833,0.557
52.846,0.629
52.859,0.32
52.872,-0.016
52.885,0.129
52.899,0.095
52.912,0.067
52.925,-0.099
52.938,-0.172
52.951,-0.154
52.964,0.451
52.977,0.941
52.991,0.936
53.004,0.701
53.017,0.092
53.03,0.208
53.043,0.262
53.056,0.129
53.069,0.082
53.083,0.249
53.096,-0.06
53.109,-0.271
53.122,-0.446
53.135,-0.323
53.148,-0.368
53.161,-0.272
53.174,-0.144
53.188,0.026
53.201,0.162
53.214,0.274
53.227,0.421
53.24,0.592
53.253,0.779
53.266,0.986
53.279,1.296
53.293,1.382
53.306,1.413
53.319,1.262
53.332,0.863
53.345,1.358
53.358,1.032
53.371,1.661
53.384,1.468
53.397,0.857
53.411,0.824
53.424,0.867
53.437,0.589
53.45,0.709
53.463,1.221
53.476,1.465
53.489,1.551
53.502,1.675
53.515,1.904
53.528,2.106
53.542,2.71
53.555,3.155
53.568,2.901
53.581,2.041
53.594,1.459
53.607,0.947
53.62,0.485
53.633,0.094
53.646,0.272
53.659,1.214
53.672,1.525
53.686,1.333
53.699,0.741
53.712,0.492
53.725,0.679
53.738,0.704
53.751,0.728
53.764,0.678
53.777,0.846
53.79,0.676
53.803,0.618
53.816,0.294
53.829,0.013
53.843,-0.253
53.856,-0.295
53.869,-0.256
53.882,-0.105
53.895,-0.019
53.908,0.264
53.921,0.376
53.934,0.72
53.947,0.913
53.96,1.278
53.973,1.476
54.012,1.64
54.026,1.769
54.039,1.606
54.052,0.845
54.065,0.489
54.078,0.516
54.091,0.184
54.104,0.011
54.117,-0.064
54.13,-0.243
54.143,-0.314
54.156,-0.29
54.169,-0.185
54.182,-0.117
54.195,-0.048
54.208,-0.107
54.221,-0.12
54.26,-0.145
54.274,-0.041
54.287,0.241
54.3,0.219
54.313,0.27
54.326,-0.084
54.339,-0.508
54.352,-0.511
54.365,-0.489
54.378,-0.587
54.391,-0.611
54.404,-0.611
54.417,-0.543
54.43,-0.516
54.443,-0.383
54.456,-0.24
54.469,-0.127
54.482,-0.033
54.495,0.517
54.508,1.241
54.521,1.162
54.534,0.996
54.547,0.869
54.56,0.859
54.573,0.831
54.586,0.862
54.599,0.831
54.612,0.665
54.625,0.542
54.638,0.419
54.651,0.369
54.664,0.507
54.677,0.698
54.69,0.768
54.703,1.006
54.716,1.431
54.73,3.128
54.743,2.834
54.756,2.155
54.769,1.795
54.782,0.324
54.795,0.556
54.808,0.773
54.821,0.995
54.834,0.789
54.847,0.491
54.86,0.019
54.873,-0.409
54.886,-0.483
54.899,-0.455
54.912,-0.472
