Depth_m,Sr
371.893,0.149
372.09,0.201
372.101,0.387
372.112,0.573
372.123,0.759
372.134,1.041
372.145,0.196
372.363,0.02
372.374,0.301
372.385,0.956
372.396,1.236
372.407,1.329
372.418,1.516
372.429,1.516
372.44,1.046
372.451,0.859
372.462,1.234
372.473,1.14
372.484,0.671
373.053,0.726
373.064,0.63
373.075,0.629
373.085,0.723
373.096,0.818
373.107,0.631
373.118,0.445
373.129,0.352
373.14,0.26
373.151,0.356
373.162,0.358
373.173,0.265
373.184,0.171
373.293,0.158
373.304,0.718
373.315,1.187
373.326,1.187
373.337,0.626
373.654,0.263
373.665,0.542
373.676,0.82
373.687,1.004
373.698,0.999
373.709,1.089
373.72,0.898
373.731,0.707
373.742,0.984
373.753,1.169
373.764,0.79
373.775,0.601
373.786,0.318
373.829,0.133
373.84,0.606
373.851,0.984
373.862,1.078
373.873,0.609
373.917,0.045
373.928,0.045
373.939,0.232
373.95,0.136
373.961,0.041
373.972,0.039
373.983,0.131
373.994,0.318
374.037,0.412
374.048,0.415
374.059,0.515
374.07,0.43
374.081,0.254
374.092,0.359
374.103,0.65
374.114,1.125
374.125,1.316
374.136,0.662
374.267,0.629
374.278,1.098
374.289,1.381
374.3,1.664
374.311,1.667
374.322,1.669
374.333,2.235
374.344,2.8
374.355,3.553
374.366,2.992
374.376,2.619
374.387,2.059
374.398,1.498
374.409,0.843
374.42,0.562
374.431,0.562
374.442,0.469
374.453,0.282
374.464,0.283
374.475,0.377
374.486,0.753
374.497,1.318
374.508,1.694
374.519,1.507
374.53,1.134
374.541,0.95
374.552,0.86
374.563,0.958
374.573,1.243
374.584,1.527
374.595,1.341
374.606,0.592
374.77,0.012
374.781,0.2
374.792,0.201
374.803,0.204
374.814,0.112
374.847,0.304
374.858,1.149
374.869,1.338
374.88,0.776
374.891,0.026
374.978,0.31
374.989,0.684
375.0,0.869
375.011,0.961
375.022,0.866
375.033,0.679
375.044,0.397
375.055,0.023
375.164,0.487
375.175,0.953
375.186,1.324
375.197,1.411
375.208,1.308
375.219,1.015
375.23,0.815
375.241,0.521
375.252,0.229
375.263,0.035
375.449,0.332
375.46,0.895
375.471,1.177
375.481,1.176
375.492,0.893
375.503,0.608
375.514,0.417
375.525,0.132
375.536,0.034
375.843,0.333
375.854,0.521
375.864,0.147
376.105,0.303
376.116,0.771
376.127,0.864
376.138,0.489
376.149,0.303
376.16,0.306
376.171,0.403
376.182,0.592
376.193,0.781
376.204,1.157
376.215,1.721
376.226,1.347
376.335,0.308
376.346,0.773
376.357,1.237
376.368,0.668
376.477,0.433
376.488,1.183
376.499,2.027
376.51,1.653
376.521,1.468
376.532,1.471
376.543,0.909
376.554,0.723
376.565,1.101
376.576,1.009
376.587,0.825
376.598,0.735
376.609,0.363
376.696,0.281
376.707,0.844
376.718,0.936
376.729,0.65
376.74,0.178
376.751,0.081
376.762,0.078
376.773,0.075
376.838,0.059
376.849,0.059
376.969,0.083
376.98,0.74
376.991,1.398
377.002,1.679
377.013,1.679
377.024,1.96
377.035,1.957
377.046,1.768
377.057,0.922
377.484,0.023
377.495,0.115
377.506,0.018
377.801,0.11
377.812,0.105
377.823,0.101
377.834,0.099
377.845,0.098
377.856,0.098
377.867,0.098
377.878,0.003
377.987,0.749
377.998,2.063
378.009,3.378
378.02,4.319
378.031,4.885
378.042,5.451
378.053,4.703
378.064,2.359
378.075,1.891
378.085,0.953
378.096,0.204
378.25,0.217
378.26,0.5
378.304,0.228
378.315,0.605
378.326,0.889
378.337,0.797
378.348,0.517
378.359,0.237
378.436,0.227
378.447,1.442
378.457,3.504
378.468,6.129
378.479,7.16
378.49,6.69
378.501,4.156
378.512,1.529
378.523,0.404
378.665,0.035
378.676,0.596
378.687,0.876
378.698,1.53
378.709,1.809
378.72,2.088
378.731,2.461
378.742,2.551
378.753,1.516
378.764,0.858
378.775,0.294
378.895,0.107
378.906,0.013
379.147,0.026
379.158,0.591
379.169,1.157
379.18,1.723
379.191,2.006
379.201,2.005
379.212,1.909
379.223,1.907
379.355,1.997
379.366,1.432
379.377,0.679
379.387,0.208
379.398,0.113
379.409,0.114
379.42,0.118
379.431,0.029
379.475,0.323
379.486,0.229
379.617,0.042
379.628,0.794
379.639,1.078
379.65,1.364
379.661,1.462
379.672,1.278
379.683,1.281
379.694,1.284
379.705,1.38
379.716,1.664
379.727,1.947
379.738,2.136
379.749,1.106
379.759,0.825
379.77,0.545
379.781,0.077
380.022,0.104
380.033,0.203
380.066,0.111
380.077,0.202
380.088,0.012
380.241,0.68
380.252,1.244
380.263,2.463
380.274,3.588
380.285,4.15
380.296,4.617
380.306,3.865
380.317,2.925
380.328,1.609
380.339,0.199
380.471,0.18
380.514,0.557
380.525,1.027
380.536,1.121
380.547,1.12
380.558,1.12
380.569,1.119
380.58,0.836
380.591,0.272
380.689,0.451
380.7,1.198
380.711,2.132
380.722,2.972
380.733,3.436
380.744,3.713
380.755,3.989
380.766,3.889
380.777,3.693
380.788,3.779
380.799,3.869
380.81,3.584
380.821,3.02
380.832,2.364
380.843,1.521
380.854,0.678
380.865,0.117
380.996,0.306
381.007,0.402
381.018,0.126
381.39,0.379
381.401,0.843
381.411,0.931
381.422,0.739
381.433,0.174
381.63,0.19
381.641,0.561
381.652,0.748
381.663,0.562
381.674,0.19
381.718,0.027
381.729,0.128
381.882,0.615
381.893,1.27
381.904,1.455
381.915,0.986
381.926,0.891
381.937,0.61
382.134,0.14
382.145,0.52
382.155,0.713
382.166,0.718
382.177,0.536
382.188,0.26
382.276,0.461
382.287,1.117
382.298,1.119
382.309,1.309
382.32,1.122
382.331,0.842
382.342,0.655
382.352,0.373
382.845,0.018
382.856,0.018
382.867,0.019
382.878,0.3
382.889,0.299
382.9,0.58
382.91,1.611
382.921,2.548
382.932,3.203
382.943,3.669
382.954,3.759
382.965,3.098
382.976,2.626
382.987,2.626
382.998,1.501
383.075,0.022
383.107,0.123
383.118,0.588
383.129,1.052
383.14,1.42
383.151,1.134
383.162,0.569
383.293,0.127
383.304,0.32
383.315,0.419
383.326,0.235
383.337,0.051
383.425,0.147
383.436,0.711
383.447,1.089
383.457,1.375
383.468,1.289
383.479,0.923
383.49,1.308
383.501,2.163
383.512,3.299
383.523,3.216
383.534,1.724
383.545,1.547
383.556,1.087
383.698,0.149
383.709,0.149
383.72,0.054
383.829,0.347
383.84,0.442
383.851,0.161
383.906,0.062
383.917,0.435
383.928,0.809
383.939,1.277
383.95,1.465
383.961,1.369
384.147,0.334
384.158,0.898
384.169,1.65
384.18,2.309
384.191,2.78
384.201,2.781
384.212,2.499
384.223,2.026
384.234,1.365
384.245,0.985
384.256,0.606
384.355,0.779
384.366,1.34
384.377,1.621
384.387,1.903
384.398,2.184
384.409,7.157
384.431,1.904
384.442,0.779
384.661,0.305
384.672,0.589
384.683,0.78
384.694,0.691
384.705,0.226
384.836,0.048
384.847,0.047
384.858,0.046
384.869,0.234
384.88,0.14
384.891,0.14
384.902,0.235
384.913,0.142
385.164,0.323
385.175,0.414
385.296,0.111
385.306,0.295
385.317,0.478
385.328,0.473
385.339,0.468
385.35,0.556
385.361,0.833
385.372,0.641
385.383,0.638
385.394,0.918
385.405,1.011
385.416,0.354
385.591,0.346
385.602,0.625
385.613,0.904
385.624,0.715
385.635,0.433
385.646,0.152
385.722,0.545
385.733,1.209
385.744,1.684
385.755,1.409
385.766,0.664
385.81,0.209
385.821,0.489
385.832,1.052
385.843,1.427
385.854,1.521
385.865,1.992
385.875,1.712
385.886,1.808
385.897,2.091
385.908,2.186
385.919,2.563
385.93,2.754
385.941,1.257
385.952,0.697
385.963,0.136
386.215,0.03
386.226,0.119
386.236,0.21
386.39,0.247
386.401,0.714
386.412,1.182
386.422,1.462
386.433,1.556
386.444,1.368
386.455,1.088
386.466,0.714
386.477,0.434
386.488,0.155
386.499,0.157
386.51,0.347
386.521,0.443
386.532,0.351
386.74,0.001
386.751,0.193
386.762,0.385
386.773,0.666
386.784,0.854
386.794,0.48
386.805,0.2
386.937,0.101
386.948,0.67
386.959,1.615
386.969,2.371
386.98,2.377
386.991,2.288
387.002,1.822
387.013,1.075
387.024,0.325
387.166,0.154
387.177,0.535
387.188,0.82
387.199,1.009
387.21,1.196
387.221,2.414
387.232,1.661
387.243,0.907
387.254,0.527
387.265,0.336
387.276,0.336
387.287,0.054
387.79,0.003
387.801,0.281
387.812,0.561
387.823,5.157
387.834,3.938
387.845,1.405
387.856,1.312
387.867,1.124
387.878,1.03
387.889,1.03
387.9,0.935
387.91,0.934
387.921,1.12
387.932,1.214
387.943,1.215
387.954,1.123
387.965,0.842
387.976,0.467
387.987,0.28
387.998,0.185
388.053,0.087
388.064,0.464
388.075,0.841
388.086,1.312
388.096,1.502
388.107,1.785
388.118,2.07
388.129,1.79
388.14,1.605
388.151,1.231
388.162,0.67
388.173,0.202
388.217,0.95
388.348,0.185
388.359,0.374
388.37,0.564
388.381,0.753
388.392,0.66
388.403,0.286
388.501,0.207
388.512,0.586
388.523,0.874
388.534,0.409
388.545,0.225
388.556,0.227
388.567,0.04
388.589,0.137
388.731,0.089
388.742,0.371
388.753,0.747
388.764,1.03
388.775,0.186
388.928,0.144
388.939,0.608
388.95,1.543
388.961,2.665
388.972,3.037
388.983,3.318
388.994,2.943
389.005,1.817
389.015,0.974
389.026,0.411
389.114,0.201
389.125,0.575
389.136,0.855
389.147,0.948
389.158,0.854
389.169,0.48
389.18,0.295
389.191,0.11
389.42,0.319
389.431,0.411
389.442,0.221
389.639,0.426
389.65,0.798
389.661,1.358
389.672,1.541
389.683,1.256
389.694,0.785
389.705,0.314
389.825,0.069
389.836,0.352
389.847,0.729
389.858,0.824
389.869,0.918
389.88,0.731
389.891,0.543
389.902,0.261
390.033,0.079
390.044,0.553
390.055,1.212
390.066,1.588
390.077,0.463
390.208,0.18
390.219,0.458
390.23,0.456
390.241,0.736
390.252,0.922
390.263,1.109
390.274,1.297
390.285,1.485
390.296,1.205
390.307,0.737
390.317,0.362
390.492,0.357
390.503,0.824
390.514,1.384
390.525,1.945
390.536,2.505
390.547,2.689
390.558,2.686
390.569,2.684
390.58,2.682
390.591,2.119
390.602,1.557
390.613,1.089
390.624,0.435
390.635,0.062
390.733,0.019
390.744,0.022
390.963,0.1
390.974,0.197
390.985,0.293
390.996,0.388
391.007,0.481
391.018,0.574
391.029,0.479
391.039,0.386
391.05,0.197
391.061,0.196
391.072,0.101
391.083,0.288
391.094,0.287
391.105,0.38
391.116,0.38
391.193,0.111
391.204,0.489
391.215,0.679
391.226,0.398
391.236,0.023
391.412,0.305
391.422,0.588
391.433,0.026
391.51,0.118
391.521,0.306
391.532,0.4
391.543,0.214
391.674,0.493
391.685,1.52
391.696,2.737
391.707,2.267
391.718,1.891
391.729,1.891
391.74,1.704
391.751,1.611
391.762,1.238
391.773,1.618
391.783,1.25
391.794,0.32
391.805,0.328
391.816,0.241
391.827,0.057
391.838,0.153
391.849,0.434
391.86,0.901
391.871,1.743
391.882,1.834
391.893,0.799
391.959,0.039
391.969,0.042
392.145,0.132
392.156,0.037
392.221,0.033
392.232,0.314
392.243,0.501
392.254,0.501
392.265,0.217
392.451,0.215
392.462,0.499
392.473,0.783
392.484,1.069
392.495,0.98
392.506,0.608
392.517,0.704
392.527,0.518
392.538,0.331
392.549,0.143
392.735,0.075
392.757,0.26
392.768,0.445
392.812,0.151
392.823,0.527
392.834,0.717
392.845,0.533
392.856,0.253
392.976,0.149
392.987,0.99
392.998,0.237
393.009,0.047
393.02,0.045
393.162,0.141
393.206,1.167
393.217,4.92
393.239,0.137
393.25,0.327
393.26,0.423
393.271,0.52
393.282,0.711
393.293,0.622
393.304,0.534
393.315,0.26
393.49,0.324
393.501,0.793
393.512,1.357
393.523,1.827
393.534,2.109
393.545,2.015
393.556,1.546
393.567,1.264
393.578,1.17
393.589,1.638
393.6,2.2
393.611,2.667
393.622,3.415
393.633,3.037
393.643,1.064
393.654,0.217
393.665,0.214
393.676,0.118
393.742,0.125
393.753,0.409
393.764,0.599
393.775,0.6
393.786,0.508
393.797,0.227
394.005,0.0
394.015,0.282
394.026,0.658
394.037,0.939
394.048,0.845
394.059,0.939
394.07,0.75
394.081,0.468
394.092,0.279
394.103,0.183
394.409,0.054
394.42,0.803
394.431,1.084
394.442,1.367
394.453,1.463
394.464,0.624
394.606,0.173
394.617,0.64
394.628,0.92
394.639,0.825
394.65,0.733
394.661,0.548
394.672,0.456
394.683,0.455
394.694,0.924
394.705,1.299
394.716,1.393
394.727,0.832
394.858,0.263
394.869,0.45
395.0,0.071
395.011,0.537
395.022,0.91
395.033,1.094
395.044,1.089
395.055,0.712
395.066,0.147
395.514,0.114
395.525,0.479
395.536,0.748
395.547,0.922
395.558,1.095
395.569,1.178
395.58,0.702
395.591,0.135
395.602,0.136
395.711,0.046
395.722,0.608
395.733,1.359
395.744,1.922
395.755,1.829
395.766,1.644
395.777,1.55
395.788,1.269
395.799,0.143
395.886,0.594
395.897,1.434
395.908,1.523
395.919,1.802
395.93,1.237
395.941,0.581
395.952,0.018
396.061,0.036
396.072,0.319
396.083,0.602
396.094,0.322
396.149,0.028
396.16,0.497
396.171,1.059
396.182,1.341
396.193,1.34
396.204,1.152
396.215,1.621
396.226,2.182
396.236,2.649
396.247,2.834
396.258,2.268
396.269,1.421
396.28,0.668
396.379,0.016
396.39,0.019
396.401,0.211
396.412,0.403
396.422,0.501
396.433,0.413
396.444,0.697
396.455,0.883
396.466,0.88
396.477,0.503
396.685,0.6
396.696,1.91
396.707,2.752
396.718,4.156
396.729,4.529
396.74,2.745
396.751,1.243
396.762,0.585
396.882,0.13
396.893,0.505
396.904,0.973
396.915,1.347
396.926,1.063
396.937,0.686
396.948,0.214
397.112,0.11
397.123,0.577
397.134,1.137
397.145,1.509
397.156,1.692
397.199,2.064
397.21,1.685
397.341,0.474
397.352,1.13
397.363,1.692
397.374,1.973
397.385,1.69
397.396,1.314
397.407,1.031
397.418,1.03
397.429,0.936
397.44,0.936
397.451,0.56
397.462,0.278
397.615,0.28
397.626,0.841
397.637,0.183
397.834,0.179
397.845,0.274
397.856,0.462
397.867,1.308
397.878,1.685
397.889,2.25
397.899,2.346
397.91,0.658
397.921,0.095
398.064,0.355
398.074,0.449
398.085,0.45
398.096,0.544
398.107,0.451
398.304,0.148
398.315,0.803
398.326,1.552
398.337,2.488
398.348,2.954
398.359,3.701
398.37,4.354
398.381,5.196
398.392,6.134
398.403,6.978
398.414,6.792
398.425,4.542
398.436,3.138
398.447,1.921
398.709,0.121
398.72,0.59
398.731,0.966
398.742,1.249
398.753,1.159
398.764,0.789
398.775,0.23
398.928,0.321
398.939,0.694
398.95,2.004
398.961,3.597
399.114,0.336
399.125,0.342
399.136,0.441
399.147,0.445
399.158,0.353
399.169,0.353
399.18,0.821
399.19,1.288
399.201,1.38
399.212,1.378
399.223,0.814
399.234,0.249
399.289,0.027
399.3,0.586
399.311,1.334
399.322,1.614
399.333,1.425
399.344,0.956
399.355,0.299
399.519,0.097
399.53,0.188
399.541,0.186
399.552,0.183
399.562,0.181
399.573,0.18
399.584,0.183
399.595,0.094
399.606,0.009
399.617,0.019
399.77,0.021
399.781,0.021
399.792,0.022
399.814,0.024
399.825,0.117
399.836,0.207
399.847,0.2
399.858,0.095
400.077,0.292
400.088,0.575
400.099,0.859
400.11,0.86
400.121,0.955
400.131,0.955
400.142,1.045
400.153,1.041
400.164,0.569
400.175,0.003
400.317,0.001
400.328,0.19
400.339,0.568
400.35,0.665
400.361,0.762
400.372,0.672
400.383,0.487
400.394,0.301
400.405,0.021
400.525,0.121
400.536,0.217
400.547,0.032
400.755,0.044
400.766,0.142
400.777,0.33
400.788,0.799
400.799,1.08
400.81,1.359
400.821,1.263
400.832,0.51
401.083,0.106
401.094,0.292
401.105,0.478
401.116,0.572
401.127,0.384
401.138,0.103
401.193,0.023
401.204,0.5
401.215,0.883
401.226,1.172
401.236,0.993
401.247,0.722
401.258,0.453
401.269,0.093
401.455,0.228
401.466,1.069
401.477,1.817
401.488,2.565
401.499,2.938
401.51,2.655
401.521,2.091
401.532,1.34
401.543,0.682
401.554,0.024
401.696,0.017
401.707,0.203
401.718,0.201
401.729,0.386
401.74,0.384
401.751,0.289
401.762,0.382
401.773,0.476
401.784,0.477
401.794,0.478
401.805,0.387
401.816,0.389
401.827,0.3
401.838,0.12
401.904,0.004
401.915,0.378
401.926,0.19
402.035,0.074
402.046,0.163
402.057,0.441
402.068,1.189
402.079,2.502
402.09,3.814
402.101,4.938
402.112,5.031
402.123,2.311
402.134,1.467
402.145,1.28
402.155,1.0
402.166,0.812
402.177,0.437
402.188,0.062
402.298,0.063
402.309,0.437
402.32,0.622
402.331,0.9
402.341,0.897
402.352,0.798
402.363,0.792
402.374,0.974
402.385,0.685
402.396,0.303
402.571,0.186
402.582,0.374
402.593,0.375
402.604,0.188
402.615,0.283
402.626,0.659
402.637,1.129
402.648,1.879
402.659,3.006
402.67,4.507
402.681,5.728
402.692,6.76
402.703,6.761
402.713,5.823
402.724,4.323
402.735,2.728
402.746,1.228
402.757,0.29
402.845,0.463
402.856,0.929
402.867,1.3
402.878,1.391
402.889,1.295
402.899,0.92
402.91,0.548
402.921,0.269
402.932,0.271
402.943,0.367
402.954,0.649
402.965,0.93
402.976,1.024
402.987,0.648
403.053,0.087
403.064,0.182
403.075,0.089
403.501,0.102
403.512,0.103
403.523,0.009
403.556,0.012
403.709,0.827
403.72,0.827
403.731,0.827
403.742,1.108
403.753,1.483
403.764,1.296
403.775,0.828
403.786,0.453
403.797,0.266
403.808,0.078
404.005,0.111
404.015,0.022
404.223,0.124
404.234,0.877
404.245,0.693
404.256,0.699
404.267,0.612
404.278,0.339
404.322,0.08
404.333,0.081
404.344,0.082
404.398,0.076
404.409,0.542
404.42,1.008
404.431,1.192
404.442,1.095
404.453,0.717
404.464,0.339
404.475,0.057
404.508,0.06
404.639,0.467
404.65,0.75
404.661,1.032
404.672,1.126
404.683,0.938
404.694,0.468
404.705,0.0
404.77,0.475
404.781,2.54
404.792,3.009
404.803,3.854
404.814,4.606
404.825,4.513
404.836,3.764
404.847,2.64
404.858,1.33
404.869,0.49
404.88,0.121
404.913,0.053
404.924,0.432
404.935,0.903
404.945,1.187
404.956,1.188
404.967,1.002
404.978,0.346
405.099,0.261
405.11,0.827
405.121,1.582
405.131,2.149
405.142,2.622
405.153,3.188
405.164,3.471
405.175,3.755
405.186,3.849
405.197,3.474
405.208,3.003
405.219,2.158
405.23,0.936
405.241,0.091
405.328,0.085
405.339,0.086
405.438,0.009
405.449,0.107
405.46,0.02
405.591,0.746
405.602,1.307
405.613,1.68
405.624,2.334
405.635,2.613
405.646,2.798
405.657,2.984
405.668,2.796
405.678,2.139
405.689,1.107
406.04,0.122
406.05,0.119
406.061,0.113
406.105,0.165
406.116,0.72
406.127,1.183
406.138,1.084
406.16,0.797
406.171,0.228
406.335,0.221
406.346,0.503
406.357,0.502
406.368,0.22
406.412,0.502
406.423,0.878
406.433,1.347
406.444,2.004
406.455,2.004
406.466,1.722
406.477,1.063
406.904,0.024
406.915,0.117
406.926,0.116
407.145,0.128
407.156,0.318
407.166,0.509
407.177,0.701
407.188,0.705
407.199,0.708
407.21,0.616
407.221,0.054
407.637,0.028
407.648,0.686
407.659,0.594
407.67,0.596
407.681,0.599
407.692,0.509
407.703,0.326
407.714,0.237
407.724,0.147
407.932,0.062
407.943,0.257
407.954,0.452
407.965,0.74
407.976,0.838
407.987,0.748
407.998,0.563
408.009,0.377
408.02,0.189
408.031,0.188
408.042,0.188
408.053,0.282
408.064,0.375
408.075,0.188
408.184,0.105
408.195,0.199
408.206,0.292
408.217,0.2
408.228,0.107
408.239,0.108
408.25,0.108
408.261,0.106
408.271,0.197
408.282,0.286
408.293,0.376
408.304,0.56
408.315,1.027
408.326,1.025
408.337,0.556
408.348,0.181
408.359,0.088
408.37,0.278
408.381,0.752
408.392,1.225
408.403,1.606
408.414,1.894
408.425,1.994
408.436,1.906
408.447,1.818
408.457,1.635
408.468,1.355
408.479,1.262
408.49,1.356
408.501,1.262
408.512,1.074
408.523,0.698
408.534,0.041
408.6,0.413
408.611,0.976
408.622,1.539
408.633,2.008
408.643,2.477
408.654,2.666
408.665,2.573
408.676,2.199
408.687,1.825
408.698,0.98
408.709,0.605
408.72,0.697
408.731,0.413
408.818,0.906
408.829,2.02
408.84,3.511
408.851,4.721
408.862,5.28
408.873,5.091
408.884,3.965
408.895,3.029
408.906,2.471
408.917,2.381
408.928,2.291
408.939,2.294
408.95,0.887
409.015,0.027
409.026,0.303
409.037,0.205
409.048,0.107
409.103,0.008
409.114,0.383
409.125,0.477
409.136,0.477
409.147,0.194
409.245,0.012
409.256,0.479
409.267,0.664
409.278,0.568
409.289,0.191
409.475,0.169
409.486,0.169
409.497,0.168
409.727,0.36
409.738,0.641
409.748,0.921
409.759,1.014
409.77,1.013
409.781,0.824
409.792,0.447
409.803,0.164
410.164,0.086
410.175,0.459
410.186,0.74
410.197,0.927
410.208,1.021
410.219,1.021
410.23,1.022
410.241,1.023
410.252,0.742
410.394,0.076
410.405,0.261
410.416,0.354
410.427,0.353
410.438,0.165
410.591,0.445
410.602,1.007
410.613,1.382
410.624,1.662
410.635,1.472
410.646,0.25
410.744,0.156
410.755,0.628
410.766,1.006
410.777,1.102
410.788,0.728
410.799,0.447
410.81,0.258
411.051,0.43
411.061,0.992
411.072,1.273
411.083,1.273
411.094,0.804
411.105,0.243
411.236,0.006
411.247,0.011
411.51,0.088
411.521,0.465
411.532,0.935
411.543,1.591
411.554,2.434
411.565,3.183
411.576,4.306
411.587,5.43
411.597,6.086
411.608,6.462
411.619,6.183
411.63,5.156
411.641,4.414
411.652,2.454
411.663,0.59
411.674,0.227
411.773,0.353
411.784,0.915
411.794,1.29
411.805,1.76
411.816,1.95
411.827,1.764
411.838,1.392
411.849,0.925
411.86,0.458
411.871,0.272
411.882,0.274
411.893,0.464
411.904,0.654
411.915,0.751
411.926,0.754
411.937,0.664
411.948,0.385
411.959,0.386
411.97,0.387
411.981,0.669
411.991,1.043
412.002,1.23
412.013,1.603
412.024,1.603
412.035,1.51
412.046,1.23
412.057,0.669
412.068,0.297
412.079,0.018
412.145,0.027
412.156,0.122
412.166,0.217
412.177,0.311
412.188,0.404
412.199,0.496
412.21,0.493
412.221,0.397
412.232,0.301
412.243,0.112
412.462,0.108
412.473,0.108
412.484,0.109
412.495,0.109
412.506,0.016
412.571,0.028
412.593,0.03
412.867,0.017
412.878,0.205
412.889,0.3
412.899,0.301
412.91,0.303
412.921,0.117
413.064,0.143
413.075,0.331
413.085,0.52
413.096,0.614
413.107,0.522
413.118,0.43
413.129,0.432
413.14,0.528
413.151,0.625
413.162,0.159
413.206,0.075
413.217,0.545
413.228,0.918
413.239,1.29
413.25,1.662
413.26,1.753
413.271,1.188
413.282,0.53
413.37,0.166
413.381,0.452
413.392,0.551
413.403,0.365
413.414,0.085
413.534,0.163
413.545,0.725
413.556,1.287
413.567,1.85
413.578,2.038
413.589,1.757
413.6,1.476
413.611,1.29
413.622,1.196
413.633,1.102
413.643,0.818
413.654,0.533
413.665,0.34
413.676,0.146
413.797,0.288
413.808,0.477
413.819,0.481
413.829,0.392
413.84,0.209
414.289,0.137
414.3,0.232
414.311,0.233
414.322,0.236
414.333,0.147
414.344,0.06
414.486,0.31
414.497,0.591
414.508,0.872
414.519,0.871
414.53,0.493
414.541,0.116
414.935,0.071
414.945,0.447
414.956,0.727
414.967,0.914
414.978,0.913
414.989,0.818
415.0,0.442
415.011,0.16
415.044,0.064
415.055,0.157
415.066,0.438
415.077,0.531
415.088,0.811
415.099,0.811
415.11,0.716
415.12,0.622
415.131,0.34
415.142,0.151
415.307,0.067
415.317,0.162
415.328,0.164
415.339,0.072
415.372,0.078
415.383,0.08
415.394,0.175
415.405,0.551
415.416,1.771
415.427,1.771
415.438,0.833
415.449,0.176
416.007,0.77
416.018,0.77
416.029,0.772
416.04,0.493
416.05,0.122
416.247,0.323
416.258,0.885
416.269,1.447
416.28,1.821
416.291,1.914
416.302,1.631
416.313,1.442
416.324,1.159
416.335,0.876
416.346,0.501
416.357,0.033
416.411,0.042
