Depth,S
2964.475,14.645
2964.485,15.522
2964.495,12.402
2964.505,8.821
2964.515,8.59
2964.525,12.187
2964.535,12.327
2964.545,13.12
2964.555,13.905
2964.565,14.045
2964.575,14.428
2964.585,14.655
2964.595,14.701
2964.605,17.466
2964.615,16.976
2964.625,17.024
2964.635,16.016
2964.645,18.447
2964.655,19.784
2964.665,15.858
2964.675,13.504
2964.685,15.939
2964.695,16.957
2964.715,16.572
2964.725,14.359
2964.735,15.568
2964.745,15.757
2964.755,15.889
2964.765,15.829
2964.775,15.289
2964.785,14.518
2964.795,14.65
2964.805,13.911
2964.815,14.127
2964.825,18.201
2964.835,17.614
2964.845,12.671
2964.855,11.363
2964.865,11.758
2964.875,11.259
2964.885,12.263
2964.895,11.766
2964.905,11.854
2964.915,13.529
2964.925,13.818
2964.935,14.149
2964.945,16.411
2964.955,17.95
2964.965,18.639
2964.975,16.741
2964.985,16.368
2964.995,14.275
2965.005,12.704
2965.015,11.75
2965.025,11.032
2965.035,10.822
2965.045,13.005
2965.055,12.98
2965.065,12.316
2965.075,12.517
2965.085,12.244
2965.095,12.11
2965.105,13.572
2965.115,14.528
2965.125,16.273
2965.135,16.503
2965.145,18.288
2965.155,21.438
2965.165,20.987
2965.175,18.448
2965.185,18.901
2965.195,17.049
2965.205,18.084
2965.215,17.744
2965.225,17.957
2965.235,16.798
2965.245,12.889
2965.255,13.711
2965.265,14.26
2965.275,14.121
2965.285,15.165
2965.295,14.616
2965.305,15.01
2965.315,16.837
2965.325,17.306
2965.335,19.953
2965.345,21.744
2965.355,17.946
2965.365,15.676
2965.375,14.262
2965.385,13.403
2965.395,14.547
2965.405,14.433
2965.415,15.256
2965.425,19.805
2965.435,19.835
2965.445,19.448
2965.455,20.087
2965.465,18.866
2965.475,19.083
2965.485,18.108
2965.495,15.879
2965.505,12.878
2965.515,12.167
2965.525,12.453
2965.535,12.78
2965.545,14.288
2965.555,15.785
2965.565,16.029
2965.575,15.955
2965.585,15.978
2965.595,17.012
2965.605,17.197
2965.615,15.134
2965.625,15.945
2965.635,26.441
2965.645,25.501
2965.665,15.593
2965.675,9.665
2965.685,10.873
2965.695,10.962
2965.705,10.922
2965.715,10.218
2965.725,11.402
2965.735,12.524
2965.745,13.907
2965.755,15.761
2965.765,16.271
2965.775,15.924
2965.785,14.512
2965.795,14.602
2965.805,17.614
2965.815,17.852
2965.825,18.732
2965.835,22.922
2965.845,24.554
2965.855,26.223
2965.865,23.831
2965.875,17.307
2965.885,14.23
2965.895,17.144
2965.905,18.714
2965.915,22.557
2965.925,24.617
2965.935,24.566
2965.945,27.737
2965.955,27.29
2965.965,25.067
2965.975,24.683
2965.985,29.076
2965.995,29.582
2966.005,28.838
2966.015,30.326
2966.025,30.217
2966.035,30.037
2966.045,26.158
2966.055,23.762
2966.065,24.973
2966.075,23.133
2966.085,23.409
2966.095,23.556
2966.105,19.884
2966.115,19.26
2966.125,17.023
2966.135,16.864
2966.145,17.7
2966.155,20.703
2966.165,20.892
2966.175,22.189
2966.185,24.865
2966.195,22.612
2966.205,16.383
2966.215,16.212
2966.225,15.882
2966.235,16.611
2966.245,16.855
2966.255,18.913
2966.265,21.674
2966.275,22.137
2966.285,17.057
2966.295,15.799
2966.305,19.221
2966.315,19.008
2966.325,21.045
2966.335,22.239
2966.345,20.889
2966.355,20.123
2966.365,22.193
2966.375,23.779
2966.385,23.474
2966.395,24.814
2966.405,20.583
2966.415,17.497
2966.425,17.96
2966.435,17.138
2966.445,15.355
2966.455,15.946
2966.465,15.847
2966.475,17.542
2966.485,17.427
2966.495,20.177
2966.505,19.982
2966.515,19.232
2966.525,19.38
2966.535,21.328
2966.545,22.478
2966.555,23.335
2966.565,17.686
2966.575,15.055
2966.585,13.375
2966.595,17.319
2966.605,20.348
2966.615,17.141
2966.625,13.357
2966.635,12.914
2966.645,14.381
2966.655,13.925
2966.665,13.843
2966.675,13.923
2966.685,13.784
2966.695,12.549
2966.705,10.112
2966.715,8.99
2966.725,10.118
2966.735,6.695
2966.745,6.503
2966.755,12.985
2966.765,16.29
2966.775,16.435
2966.785,15.552
2966.795,17.728
2966.805,19.465
2966.815,20.636
2966.825,21.166
2966.835,19.846
2966.845,18.691
2966.855,17.828
2966.865,15.901
2966.875,16.697
2966.885,17.43
2966.895,19.192
2966.905,23.868
2966.915,25.619
2966.925,23.076
2966.935,20.376
2966.945,21.769
2966.955,22.872
2966.965,22.184
2966.975,16.47
2966.985,12.614
2966.995,11.694
2967.005,13.531
2967.015,13.557
2967.025,13.337
2967.035,15.816
2967.045,18.578
2967.055,21.876
2967.065,23.063
2967.075,19.75
2967.165,16.809
2967.175,12.976
2967.185,9.148
2967.195,8.921
2967.205,11.981
2967.215,14.485
2967.225,14.389
2967.235,14.218
2967.245,14.808
2967.255,15.09
2967.265,15.906
2967.275,17.311
2967.285,16.003
2967.295,16.926
2967.305,18.543
2967.315,19.329
2967.325,19.186
2967.335,18.39
2967.345,15.52
2967.355,15.927
2967.365,16.024
2967.375,14.78
2967.385,16.48
2967.395,17.419
2967.405,18.522
2967.415,16.339
2967.425,15.206
2967.435,13.991
2967.445,14.28
2967.455,15.243
2967.465,13.776
2967.475,12.776
2967.485,14.049
2967.495,12.976
2967.505,10.501
2967.515,10.125
2967.525,16.718
2967.535,20.922
2967.545,19.475
2967.555,19.188
2967.565,19.909
2967.575,22.463
2967.585,20.603
2967.595,23.202
2967.615,23.06
2967.625,17.628
2967.635,13.118
2967.645,13.368
2967.655,12.807
2967.665,12.112
2967.675,13.269
2967.685,15.291
2967.695,16.061
2967.705,18.436
2967.715,19.035
2967.725,18.076
2967.735,18.553
2967.745,19.928
2967.755,19.556
2967.765,16.711
2967.775,12.761
2967.785,13.978
2967.795,14.448
2967.805,14.05
2967.815,13.551
2967.825,13.998
2967.835,13.904
2967.845,13.101
2967.855,13.788
2967.865,19.812
2967.875,20.446
2967.885,18.079
2967.895,15.895
2967.905,17.959
2967.915,18.615
2967.925,17.478
2967.935,17.144
2967.945,18.951
2967.955,19.008
2967.965,18.733
2967.975,18.769
2967.985,22.027
2967.995,22.687
2968.005,20.881
2968.015,18.927
2968.025,16.197
2968.035,15.652
2968.045,13.612
2968.055,13.626
2968.065,15.625
2968.075,15.656
2968.085,14.893
2968.095,14.918
2968.105,13.733
2968.115,14.692
2968.125,15.346
2968.135,14.008
2968.145,15.085
2968.155,14.892
2968.165,13.946
2968.175,12.8
2968.185,12.444
2968.195,12.404
2968.205,11.622
2968.215,14.033
2968.225,14.26
2968.235,13.195
2968.245,15.927
2968.255,18.238
2968.265,19.799
2968.275,18.998
2968.285,14.224
2968.295,12.146
2968.305,12.445
2968.315,13.482
2968.325,14.201
2968.335,14.781
2968.345,14.845
2968.355,15.155
2968.365,15.575
2968.375,15.756
2968.385,17.023
2968.395,16.898
2968.405,17.325
2968.415,18.396
2968.425,17.376
2968.435,15.978
2968.445,17.07
2968.455,13.307
2968.465,14.144
2968.475,19.207
2968.485,20.205
2968.495,19.237
2968.505,16.886
2968.515,15.021
2968.525,10.431
2968.535,12.686
2968.545,14.737
2968.555,14.575
2968.565,14.47
2968.575,14.658
2968.585,15.342
2968.595,14.505
2968.605,14.762
2968.615,15.276
2968.625,14.592
2968.635,15.338
2968.645,17.152
2968.655,20.789
2968.665,21.854
2968.675,23.111
2968.685,22.909
2968.695,24.116
2968.705,24.244
2968.715,19.67
2968.725,18.739
2968.735,16.197
2968.745,14.182
2968.755,14.463
2968.765,18.17
2968.775,19.366
2968.785,19.44
2968.795,18.878
2968.805,19.504
2968.815,19.412
2968.825,21.14
2968.835,25.81
2968.845,29.519
2968.855,20.497
2968.865,16.915
2968.875,15.878
2968.885,12.568
2968.895,13.361
2968.905,14.946
2968.915,18.515
2968.925,17.921
2968.935,16.623
2968.945,19.582
2968.955,18.953
2968.965,22.58
2968.975,26.306
2968.985,25.704
2968.995,30.156
2969.005,38.071
2969.015,38.511
2969.025,38.471
2969.035,34.526
2969.045,31.016
2969.055,30.358
2969.065,30.137
2969.075,35.844
2969.085,44.648
2969.095,42.894
2969.105,45.95
2969.115,56.454
2969.125,56.19
2969.135,57.873
2969.145,61.222
2969.155,57.987
2969.165,48.592
2969.175,36.644
2969.185,25.563
2969.195,20.336
2969.205,21.742
2969.215,24.302
2969.225,26.065
2969.235,23.333
2969.245,18.591
2969.255,17.375
2969.265,18.398
2969.275,22.742
2969.285,22.029
2969.295,19.73
2969.305,18.652
2969.315,18.234
2969.325,18.834
2969.335,19.265
2969.345,17.743
2969.355,16.486
2969.365,16.05
2969.375,17.413
2969.385,17.028
2969.395,16.206
2969.405,18.862
2969.415,18.903
2969.425,18.131
2969.435,18.491
2969.445,19.0
2969.455,19.009
2969.465,17.312
2969.475,17.041
2969.485,13.491
2969.495,14.19
2969.505,14.427
2969.515,14.108
2969.525,14.692
2969.535,16.644
2969.545,17.693
2969.555,16.204
2969.565,15.618
2969.575,17.547
2969.585,15.843
2969.595,17.809
2969.605,17.228
2969.615,13.533
2969.625,15.36
2969.635,17.344
2969.645,16.366
2969.655,15.13
2969.665,11.127
2969.675,11.499
2969.685,11.552
2969.695,12.301
2969.705,13.182
2969.715,17.453
2969.725,18.563
2969.735,15.568
2969.745,14.394
2969.755,16.113
2969.765,17.712
2969.775,16.902
2969.785,17.883
2969.795,18.319
2969.805,17.389
2969.815,11.76
2969.825,12.73
2969.835,12.348
2969.845,11.24
2969.855,12.724
2969.865,13.287
2969.875,13.34
2969.885,13.858
2969.895,14.879
2969.905,15.089
2969.915,15.2
2969.925,14.552
2969.935,14.573
2969.945,14.52
2969.955,14.733
2969.965,14.41
2969.975,12.975
2969.985,13.812
2969.995,13.401
2970.005,13.289
2970.015,14.122
2970.025,15.576
2970.035,13.752
2970.045,11.046
2970.055,10.219
2970.065,11.845
2970.075,14.36
2970.085,14.863
2970.095,15.723
2970.105,16.156
2970.115,16.84
2970.125,16.715
2970.135,17.386
2970.145,18.666
2970.155,16.206
2970.165,13.275
2970.175,12.554
2970.185,13.538
2970.195,12.89
2970.205,12.506
2970.215,12.114
2970.225,11.239
2970.235,15.307
2970.245,15.082
2970.255,11.972
2970.265,12.98
2970.275,13.949
2970.285,14.731
2970.295,16.538
2970.305,18.006
2970.315,17.084
2970.325,14.968
2970.335,13.233
2970.345,14.715
2970.355,15.488
2970.365,13.02
2970.375,11.366
2970.385,11.879
2970.395,12.715
2970.405,13.636
2970.415,13.92
2970.425,16.536
2970.435,18.525
2970.445,20.688
2970.455,21.14
2970.465,23.466
2970.475,27.362
2970.485,26.449
2970.495,27.168
2970.505,28.093
2970.515,29.204
2970.525,26.653
2970.535,26.087
2970.545,23.137
2970.555,16.892
2970.565,16.547
2970.575,16.3
2970.585,13.363
2970.595,12.881
2970.605,14.335
2970.615,15.785
2970.625,14.686
2970.635,14.473
2970.645,15.402
2970.655,14.044
2970.665,13.969
2970.675,15.012
2970.685,12.561
2970.695,12.739
2970.705,19.994
2970.715,22.096
2970.725,20.434
2970.735,18.698
2970.745,16.975
2970.755,16.382
2970.765,13.865
2970.775,14.116
2970.785,15.133
2970.795,14.689
2970.805,12.89
2970.815,11.05
2970.825,13.364
2970.835,15.495
2970.845,14.543
2970.855,14.759
2970.865,16.602
2970.875,18.999
2970.885,20.399
2970.895,23.287
2970.905,25.077
2970.915,26.917
2970.925,24.737
2970.935,23.437
2970.945,22.02
2970.955,19.323
2970.965,15.945
2970.975,13.783
2970.985,16.82
2970.995,18.871
2971.005,17.391
2971.015,19.174
2971.025,33.402
2971.045,32.207
2971.055,20.557
2971.065,17.921
2971.075,20.707
2971.085,19.72
2971.095,17.741
2971.105,17.182
2971.115,16.964
2971.125,15.969
2971.155,13.628
2971.165,13.677
2971.175,13.649
2971.185,15.018
2971.195,17.538
2971.205,17.615
2971.215,15.258
2971.225,16.261
2971.235,20.201
2971.245,20.511
2971.255,19.938
2971.265,15.416
2971.275,14.11
2971.285,13.929
2971.295,11.767
2971.305,10.389
2971.315,11.519
2971.325,13.31
2971.335,14.102
2971.345,15.822
2971.355,18.132
2971.365,17.999
2971.375,18.544
2971.385,20.787
2971.395,20.828
2971.405,18.04
2971.415,14.532
2971.425,15.315
2971.435,14.724
2971.445,14.447
2971.455,15.548
2971.465,19.094
2971.475,20.974
2971.485,20.681
2971.495,19.636
2971.505,20.688
2971.515,20.73
2971.525,20.238
2971.535,23.271
2971.545,21.404
2971.555,20.613
2971.565,20.208
2971.575,17.302
2971.585,14.997
2971.595,14.666
2971.605,16.199
2971.615,16.512
2971.625,16.509
2971.635,14.696
2971.645,14.827
2971.655,14.454
2971.665,13.921
2971.675,13.326
2971.685,14.703
2971.695,17.895
2971.705,16.478
2971.715,13.925
2971.725,14.943
2971.735,15.436
2971.745,14.321
2971.755,15.674
2971.765,16.545
2971.775,14.943
2971.785,13.882
2971.795,13.683
2971.805,12.818
2971.815,13.241
2971.825,16.103
2971.835,16.505
2971.845,15.575
2971.855,15.253
2971.865,13.685
2971.875,14.886
2971.885,16.63
2971.895,18.221
2971.905,16.621
2971.915,14.272
2971.925,13.68
2971.935,13.015
2971.945,11.866
2971.955,12.357
2971.965,13.194
2971.975,12.425
2971.985,14.625
2971.995,15.591
2972.005,14.419
2972.015,15.425
2972.025,18.205
2972.035,18.688
2972.045,17.64
2972.055,15.635
2972.065,16.776
2972.075,21.391
2972.085,21.241
2972.095,19.619
2972.105,17.62
2972.115,18.01
2972.125,17.851
2972.135,17.329
2972.145,15.746
2972.155,17.858
2972.165,20.926
2972.175,24.254
2972.185,23.631
2972.195,23.948
2972.205,23.738
2972.215,17.549
2972.225,16.116
2972.235,16.72
2972.245,16.73
2972.255,16.906
2972.265,17.412
2972.275,18.334
2972.285,18.227
2972.295,17.872
2972.305,19.289
2972.315,19.96
2972.325,16.751
2972.335,15.635
2972.345,16.386
2972.355,16.688
2972.365,16.231
2972.375,15.986
2972.385,15.938
2972.395,16.567
2972.405,16.157
2972.415,13.628
2972.425,13.335
2972.435,13.801
2972.445,16.939
2972.455,19.813
2972.465,19.119
2972.475,19.704
2972.485,20.713
2972.495,17.405
2972.505,14.202
2972.515,15.3
2972.525,15.977
2972.535,15.369
2972.545,16.76
2972.555,19.585
2972.565,18.053
2972.575,17.616
2972.585,17.694
2972.595,18.788
2972.605,20.139
2972.615,18.928
2972.625,15.22
2972.635,16.389
2972.645,13.097
2972.655,10.251
2972.665,11.028
2972.675,11.114
2972.685,12.779
2972.695,14.745
2972.705,15.064
2972.715,14.486
2972.725,13.765
2972.735,12.896
2972.745,12.939
2972.755,14.389
2972.765,14.333
2972.775,16.163
2972.785,14.759
2972.795,11.874
2972.805,10.862
2972.815,11.514
2972.825,13.476
2972.835,16.375
2972.845,18.193
2972.855,18.175
2972.865,19.349
2972.875,19.178
2972.885,16.611
2972.895,14.039
2972.905,14.281
2972.915,14.413
2972.925,15.495
2972.935,16.049
2972.945,18.209
2972.955,19.709
2972.965,15.256
2972.975,13.547
2972.985,14.167
2972.995,12.895
2973.005,11.494
2973.015,11.13
2973.025,14.483
2973.035,14.771
2973.045,14.412
2973.055,14.356
2973.065,13.636
2973.145,17.435
2973.155,18.638
2973.165,17.619
2973.175,14.943
2973.185,12.977
2973.195,15.041
2973.205,21.807
2973.215,27.861
2973.225,32.437
2973.235,37.573
2973.245,29.68
2973.255,25.227
2973.265,23.518
2973.275,17.798
2973.285,18.119
2973.295,17.644
2973.305,15.098
2973.315,14.491
2973.325,17.392
2973.335,20.337
2973.345,20.483
2973.355,20.742
2973.365,15.678
2973.375,15.606
2973.385,17.576
2973.395,20.439
2973.405,19.817
2973.415,20.01
2973.425,19.155
2973.435,16.864
2973.445,15.495
2973.455,16.205
2973.465,16.378
2973.475,13.385
2973.485,12.988
2973.495,14.124
2973.505,19.035
2973.515,16.858
2973.525,13.225
2973.535,12.557
2973.545,13.556
2973.555,14.763
2973.565,15.533
2973.575,12.433
2973.585,11.855
2973.595,13.38
2973.605,14.355
2973.615,14.199
2973.625,16.034
2973.645,16.017
2973.655,15.324
2973.665,15.085
2973.675,16.497
2973.685,17.235
2973.695,15.181
2973.705,14.01
2973.715,18.184
2973.725,15.674
2973.735,14.504
2973.745,13.91
2973.755,14.287
2973.765,14.368
2973.775,15.72
2973.785,17.782
2973.795,17.95
2973.805,16.981
2973.815,14.838
2973.825,14.219
2973.835,14.265
2973.845,12.478
2973.855,10.833
2973.865,11.335
2973.875,13.163
2973.885,11.738
2973.915,13.354
2973.925,17.783
2973.935,17.291
2973.945,15.533
2973.955,16.606
2973.965,21.334
2973.975,22.548
2973.985,18.417
2973.995,20.701
2974.005,20.7
2974.015,20.015
2974.025,19.269
2974.035,20.772
2974.045,19.717
2974.055,18.107
2974.065,18.753
2974.075,19.923
2974.085,20.39
2974.095,19.873
2974.105,21.462
2974.115,20.371
2974.125,19.698
2974.135,16.24
2974.145,15.058
2974.155,15.197
2974.165,14.779
2974.175,15.101
2974.185,15.229
2974.195,13.374
2974.205,14.62
2974.215,15.634
2974.225,17.059
2974.235,17.03
2974.245,16.777
2974.255,15.725
2974.265,13.07
2974.285,10.382
2974.295,9.562
2974.305,10.429
2974.315,17.333
2974.325,18.44
2974.335,19.356
2974.345,21.842
2974.355,20.986
2974.365,14.015
2974.375,10.824
2974.385,10.538
2974.395,11.743
2974.405,11.083
2974.415,10.773
2974.425,12.678
2974.435,13.191
2974.445,14.056
2974.455,15.471
2974.465,15.468
2974.475,15.314
2974.485,14.881
2974.495,19.048
2974.505,20.368
2974.515,18.598
2974.525,16.45
2974.535,15.981
2974.545,15.16
2974.555,15.05
2974.565,13.718
2974.575,14.375
2974.585,12.193
2974.595,11.597
2974.605,12.965
2974.615,14.3
2974.625,15.391
2974.635,16.07
2974.645,15.694
2974.655,16.195
2974.665,16.917
2974.675,17.927
2974.685,18.766
2974.695,13.458
2974.705,10.557
2974.715,14.89
2974.725,18.898
2974.735,16.826
2974.745,16.29
2974.755,17.279
2974.765,18.243
2974.775,17.638
2974.785,17.468
2974.795,22.289
2974.805,26.289
2974.815,18.326
2974.825,13.89
2974.835,17.226
2974.845,19.553
2974.855,19.343
2974.865,20.632
2974.875,17.458
2974.885,13.467
2974.895,14.424
2974.905,14.965
2974.915,13.064
2974.925,13.969
2974.935,13.953
2974.945,13.924
2974.955,11.64
2974.965,11.065
2974.975,10.98
2974.985,14.111
2974.995,15.815
2975.005,17.846
2975.015,18.142
2975.025,20.132
2975.035,23.797
2975.045,22.089
2975.055,21.665
2975.065,19.226
2975.075,15.127
2975.085,15.333
2975.095,15.621
2975.105,15.393
2975.115,15.306
2975.125,16.294
2975.135,15.436
2975.145,15.208
2975.155,16.975
2975.165,17.575
2975.175,15.921
2975.185,12.288
2975.195,13.76
2975.205,16.664
2975.215,18.009
2975.225,17.315
2975.235,17.96
2975.245,17.57
2975.255,16.035
2975.265,15.71
2975.275,15.411
2975.285,15.854
2975.295,14.705
2975.305,11.921
2975.315,12.155
2975.325,12.564
2975.335,11.728
2975.345,13.8
2975.355,15.99
2975.365,20.017
2975.375,20.368
2975.385,15.894
2975.395,16.359
2975.405,15.08
2975.415,13.962
2975.425,10.862
2975.435,11.418
2975.445,11.071
2975.455,14.59
2975.465,15.866
2975.475,16.772
2975.485,17.251
2975.495,15.366
2975.505,15.31
2975.515,15.909
2975.525,15.929
2975.535,16.728
2975.545,17.502
2975.555,13.711
2975.565,13.795
2975.575,13.337
2975.585,13.044
2975.595,12.303
2975.605,11.751
2975.615,11.22
2975.625,13.33
2975.635,14.561
2975.645,11.951
2975.655,11.504
2975.665,11.891
2975.675,11.522
2975.685,11.923
2975.695,12.106
2975.705,11.858
2975.715,11.291
2975.725,10.924
2975.735,11.798
2975.745,12.21
2975.755,14.43
2975.765,14.609
2975.775,14.098
2975.785,14.869
2975.795,12.701
2975.805,13.283
2975.815,13.288
2975.825,13.688
2975.835,12.6
2975.845,12.728
2975.855,10.471
2975.865,8.232
2975.875,12.334
2975.885,13.297
2975.895,12.582
2975.905,15.101
2975.915,18.408
2975.925,15.236
2975.935,17.01
2975.945,18.266
2975.955,18.997
2975.965,15.362
2975.975,15.045
2975.985,15.004
2975.995,14.449
2976.005,14.526
2976.015,15.647
2976.025,16.56
2976.035,16.379
2976.045,16.136
2976.055,13.908
2976.065,11.947
2976.075,11.228
2976.085,10.988
2976.095,11.968
2976.105,13.503
2976.115,14.756
2976.125,18.068
2976.135,19.078
2976.145,19.677
2976.155,18.683
2976.165,16.743
2976.175,14.855
2976.185,13.281
2976.195,13.532
2976.205,13.155
2976.215,13.319
2976.225,13.564
2976.235,13.614
2976.245,13.696
2976.255,14.227
2976.265,11.283
2976.275,11.919
2976.285,12.389
2976.295,13.29
2976.305,13.512
2976.315,15.351
2976.325,16.116
2976.345,13.915
2976.355,12.914
2976.365,12.903
2976.375,13.406
2976.385,14.294
2976.395,12.578
2976.405,12.309
2976.415,12.499
2976.425,14.312
2976.435,15.684
2976.445,17.799
2976.455,20.478
2976.465,18.966
2976.475,17.655
2976.485,14.267
2976.495,10.515
2976.505,11.066
2976.515,12.415
2976.525,13.238
2976.535,13.74
2976.545,13.023
2976.555,12.051
2976.565,12.065
2976.575,11.203
2976.585,10.052
2976.595,11.148
2976.605,11.118
2976.615,12.927
2976.625,13.073
2976.635,11.953
2976.645,12.487
2976.655,12.068
2976.665,11.968
2976.675,11.666
2976.685,12.009
2976.695,11.836
2976.705,12.689
2976.715,13.678
2976.725,12.353
2976.735,12.229
2976.745,12.283
2976.755,13.316
2976.765,14.472
2976.775,15.251
2976.785,15.003
2976.795,14.033
2976.805,12.275
2976.815,13.432
2976.825,13.353
2976.835,12.971
2976.845,11.179
2976.855,11.003
2976.875,11.031
2976.885,13.866
2976.895,15.554
2976.905,14.241
2976.915,10.978
2976.925,8.766
2976.935,9.176
2976.945,15.497
2976.955,19.747
2976.965,16.97
2976.975,14.956
2976.985,11.285
2976.995,10.86
2977.005,11.653
2977.015,14.567
2977.025,16.042
2977.035,14.062
2977.045,12.447
2977.055,12.546
2977.065,14.049
2977.075,17.074
2977.085,17.248
2977.095,16.635
2977.105,19.738
2977.115,20.294
2977.125,15.821
2977.135,16.778
2977.145,19.052
2977.155,19.913
2977.165,17.918
2977.175,15.385
2977.185,19.105
2977.195,20.477
2977.205,19.078
2977.215,19.326
2977.225,18.286
2977.235,17.35
2977.245,14.978
2977.255,13.259
2977.265,13.079
2977.275,13.911
2977.285,11.411
2977.295,11.899
2977.305,11.971
2977.315,10.986
2977.325,9.103
2977.335,9.95
2977.345,11.988
2977.355,12.635
2977.365,15.798
2977.375,16.46
2977.385,13.108
2977.395,11.657
2977.405,12.519
2977.415,13.796
2977.425,13.765
2977.435,14.098
2977.445,15.661
2977.455,16.769
2977.465,16.157
2977.475,15.463
2977.485,13.693
2977.495,13.447
2977.505,15.948
2977.515,19.381
2977.525,19.373
2977.535,17.67
2977.545,17.863
2977.555,19.14
2977.565,18.264
2977.575,19.06
2977.585,22.728
2977.595,24.971
2977.605,29.437
2977.615,36.689
2977.625,40.13
2977.635,42.472
2977.645,41.726
2977.655,44.782
2977.665,41.284
2977.675,39.189
2977.685,39.353
2977.695,34.8
2977.705,33.576
2977.715,33.159
2977.725,31.399
2977.735,26.886
2977.745,23.529
2977.755,20.328
2977.765,16.674
2977.775,17.964
2977.785,22.053
2977.795,21.021
2977.805,20.683
2977.815,17.383
2977.825,16.933
2977.835,17.515
2977.845,21.246
2977.855,25.292
2977.865,27.63
2977.875,26.698
2977.885,25.199
2977.895,25.128
2977.905,26.197
2977.915,29.407
2977.925,30.888
2977.935,29.989
2977.945,29.56
2977.955,29.686
2977.965,29.29
2977.975,27.456
2977.985,27.123
2977.995,26.031
2978.005,27.93
2978.015,29.398
2978.025,27.788
2978.035,19.714
2978.045,19.932
2978.055,21.461
2978.065,20.25
2978.075,16.638
2978.085,18.364
2978.095,23.145
2978.105,25.021
2978.115,23.515
2978.125,22.422
2978.135,21.576
2978.145,19.273
2978.155,20.518
2978.165,19.252
2978.175,15.314
2978.185,14.681
2978.195,16.108
2978.205,14.411
2978.215,12.236
2978.225,12.755
2978.235,13.48
2978.245,10.188
2978.255,10.498
2978.265,12.277
2978.275,9.93
2978.285,10.086
2978.295,11.765
2978.305,13.065
2978.315,15.619
2978.325,15.412
2978.335,16.724
2978.345,18.962
2978.355,18.576
2978.365,18.838
2978.375,17.596
2978.385,14.482
2978.395,13.567
2978.405,15.511
2978.415,15.316
2978.425,18.128
2978.435,23.609
2978.445,27.107
2978.455,33.016
2978.465,26.704
2978.475,16.801
2978.485,18.721
2978.495,17.986
2978.505,16.306
2978.515,17.331
2978.525,20.999
2978.535,16.935
2978.545,14.126
2978.555,13.537
2978.565,14.23
2978.575,12.867
2978.585,11.803
2978.595,13.34
2978.605,13.97
2978.615,13.768
2978.625,16.215
2978.635,16.399
2978.645,13.598
2978.655,16.17
2978.665,19.542
2978.675,20.546
2978.685,21.448
2978.695,22.558
2978.705,21.447
2978.715,16.198
2978.725,15.057
2978.735,14.213
2978.745,13.086
2978.755,12.607
2978.765,14.496
2978.775,12.993
2978.785,11.06
2978.795,10.773
2978.805,11.037
2978.815,9.28
2978.825,14.857
2978.835,27.343
2978.845,20.533
2978.855,14.388
2978.865,17.181
2978.875,15.423
2978.885,15.264
2978.895,13.46
2978.905,13.9
2978.915,13.852
2978.925,13.469
2978.935,11.627
2978.945,10.343
2978.955,14.331
2978.965,14.827
2978.975,12.638
2978.985,12.295
2978.995,12.591
2979.005,11.977
2979.015,11.33
2979.025,10.526
2979.035,10.654
2979.045,9.72
2979.055,10.036
2979.065,10.082
2979.145,10.046
2979.155,9.78
2979.165,9.943
2979.175,10.141
2979.185,12.151
2979.195,13.693
2979.205,13.8
2979.215,13.701
2979.225,14.187
2979.235,13.753
2979.245,16.084
2979.255,16.751
2979.265,17.052
2979.275,14.604
2979.285,14.104
2979.295,18.458
2979.305,20.662
2979.315,15.595
2979.325,15.188
2979.335,15.684
2979.345,18.835
2979.355,14.917
2979.365,16.496
2979.375,19.106
2979.385,17.02
2979.395,12.036
2979.405,13.389
2979.415,15.042
2979.425,12.208
2979.435,10.618
2979.445,11.29
2979.455,12.234
2979.465,12.19
2979.475,15.833
2979.485,16.403
2979.495,15.606
2979.505,15.617
2979.515,15.245
2979.525,14.363
2979.535,16.119
2979.545,18.669
2979.555,16.035
2979.565,15.447
2979.575,14.998
2979.585,16.664
2979.595,21.348
2979.605,29.351
2979.615,17.099
2979.625,10.327
2979.635,12.147
2979.645,15.894
2979.655,16.922
2979.665,17.083
2979.675,15.08
2979.685,14.522
2979.695,15.437
2979.705,14.921
2979.715,15.998
2979.725,14.156
2979.735,12.86
2979.745,13.386
2979.755,11.141
2979.765,10.691
2979.775,10.603
2979.785,11.075
2979.795,11.805
2979.805,12.483
2979.815,11.26
2979.825,9.251
2979.835,10.744
2979.845,13.567
2979.855,12.713
2979.865,13.38
2979.875,13.578
2979.885,11.84
2979.895,14.821
2979.905,17.865
2979.915,19.157
2979.925,19.539
2979.935,17.961
2979.945,17.51
2979.955,18.986
2979.965,20.345
2979.975,20.718
2979.985,21.064
2980.005,21.748
2980.015,21.201
2980.025,17.999
2980.035,15.286
2980.045,16.766
2980.055,21.941
2980.065,23.094
2980.075,21.448
2980.085,16.367
2980.095,13.217
2980.105,11.601
2980.115,11.881
2980.125,11.204
2980.135,13.017
2980.145,14.324
2980.155,13.986
2980.165,14.779
2980.175,14.608
2980.185,12.66
2980.195,11.346
2980.205,12.945
2980.215,11.739
2980.225,10.618
2980.235,10.273
2980.245,12.495
2980.255,16.36
2980.265,16.391
2980.275,17.894
2980.285,18.188
2980.295,17.706
2980.305,16.522
2980.315,15.665
2980.325,12.746
2980.335,13.583
2980.345,13.686
2980.355,14.409
