Depth_m,nssS_Na_ratio
105.203,0.029
105.214,0.365
105.225,0.814
105.236,0.783
105.247,0.801
105.259,0.681
105.27,0.579
105.281,0.511
105.292,0.394
105.303,0.39
105.315,0.221
105.326,0.147
105.337,-0.126
105.348,-0.114
105.359,-0.138
105.371,-0.152
105.382,-0.146
105.393,-0.189
105.404,-0.073
105.415,-0.033
105.426,0.009
105.449,-0.015
105.46,0.124
105.471,0.148
105.482,0.208
105.494,0.212
105.505,0.258
105.516,0.601
105.527,1.146
105.538,1.338
105.55,0.783
105.561,0.41
105.572,0.185
105.583,-0.03
105.594,-0.191
105.605,-0.136
105.617,-0.211
105.628,-0.249
105.65,-0.294
105.661,-0.246
105.684,-0.193
105.706,-0.411
105.717,-0.3
105.74,-0.184
105.751,-0.053
105.762,0.172
105.773,0.277
105.784,0.304
105.796,0.366
105.807,0.529
105.818,0.837
105.829,0.879
105.84,0.222
105.851,-0.251
105.863,-0.562
105.874,-0.69
105.885,-0.673
105.896,-0.657
105.952,-0.59
105.963,-0.48
105.974,-0.487
105.985,-0.339
105.997,-0.201
106.008,-0.108
106.019,-0.026
106.03,0.047
106.041,0.117
106.053,0.135
106.064,0.135
106.075,0.067
106.086,-0.123
106.097,-0.07
106.108,-0.099
106.12,-0.29
106.131,-0.466
106.142,-0.455
106.153,-0.518
106.164,-0.587
106.175,-0.629
106.187,-0.642
106.198,-0.591
106.209,-0.494
106.22,-0.37
106.231,-0.273
106.242,-0.18
106.254,-0.223
106.265,-0.37
106.276,-0.387
106.287,-0.3
106.298,-0.386
106.309,-0.551
106.321,-0.559
106.332,-0.587
106.343,-0.506
106.354,-0.48
106.365,-0.445
106.376,-0.556
106.388,-0.48
106.399,-0.246
106.41,-0.097
106.421,0.056
106.432,0.227
106.444,0.452
106.455,0.64
106.466,0.803
106.477,0.778
106.488,0.75
106.499,0.586
106.51,0.242
106.522,-0.053
106.533,-0.3
106.544,-0.505
106.555,-0.604
106.566,-0.649
106.577,-0.67
106.589,-0.66
106.6,-0.615
106.611,-0.563
106.622,-0.527
106.644,-0.477
106.656,-0.422
106.667,-0.402
106.678,-0.328
106.689,-0.195
106.7,-0.071
106.711,-0.129
106.723,-0.149
106.734,-0.045
106.745,0.04
106.756,0.032
106.767,-0.226
106.778,-0.232
106.79,-0.318
106.801,-0.406
106.812,-0.544
106.823,-0.721
106.834,-0.852
106.845,-0.87
106.857,-0.861
106.868,-0.847
106.879,-0.875
106.89,-0.798
106.901,-0.679
106.912,-0.569
106.924,-0.386
106.935,-0.189
106.946,0.016
106.957,0.182
106.968,0.174
106.979,0.012
106.99,-0.114
107.002,-0.203
107.013,-0.267
107.024,-0.304
107.035,-0.395
107.046,-0.424
107.057,-0.474
107.069,-0.541
107.08,-0.656
107.437,1.205
107.448,0.704
107.459,0.179
107.47,-0.121
107.481,-0.277
107.492,-0.57
107.504,-0.867
107.515,-0.886
107.526,-0.892
107.537,-0.902
107.548,-0.914
107.559,-0.922
107.57,-0.906
107.582,-0.901
107.593,-0.871
107.604,-0.868
107.615,-0.846
107.626,-0.807
107.637,-0.608
107.649,-0.294
107.66,-0.149
107.671,0.131
107.682,0.575
107.693,0.752
107.704,0.69
107.715,0.839
107.727,0.88
107.738,0.752
107.749,0.225
107.76,-0.032
107.771,-0.239
107.782,-0.448
107.793,-0.619
107.805,-0.715
107.838,-0.766
107.849,-0.777
107.86,-0.701
107.871,-0.51
107.883,-0.343
107.894,-0.272
107.905,-0.217
107.916,-0.186
107.927,-0.21
107.938,-0.307
107.949,-0.422
107.961,-0.496
107.972,-0.563
107.983,-0.673
107.994,-0.744
108.005,-0.794
108.016,-0.82
108.027,-0.854
108.039,-0.874
108.05,-0.844
108.061,-0.81
108.072,-0.772
108.083,-0.749
108.094,-0.551
108.105,-0.306
108.117,0.091
108.128,0.46
108.139,0.599
108.15,0.627
108.161,0.669
108.172,0.302
108.183,-0.006
108.195,-0.428
108.206,-0.692
108.217,-0.854
108.228,-0.956
108.239,-0.973
108.25,-1.002
108.261,-1.005
108.273,-0.988
108.284,-1.021
108.295,-0.961
108.306,-0.922
108.317,-0.98
108.328,-0.904
108.339,-0.886
108.351,-0.786
108.362,-0.71
108.373,-0.634
108.384,-0.557
108.395,-0.404
108.406,-0.118
108.417,0.269
108.428,0.628
108.44,1.227
108.451,1.505
108.462,1.772
108.473,1.356
108.484,0.948
108.495,0.463
108.506,0.473
108.518,-0.063
108.529,-0.56
108.54,-0.545
108.551,-0.549
108.562,-0.589
108.573,-0.6
108.584,-0.586
108.596,-0.537
108.607,-0.36
108.618,0.247
108.629,0.59
108.64,1.597
108.651,1.947
108.662,2.415
108.673,2.624
108.685,2.093
108.696,1.153
108.707,0.577
108.718,0.337
108.729,0.199
108.74,-0.091
108.751,-0.289
108.762,-0.37
108.774,-0.359
108.785,-0.343
108.796,-0.179
108.807,-0.167
108.818,-0.176
108.829,-0.611
108.84,-0.696
108.852,-0.626
108.863,-0.583
108.874,-0.741
108.885,-0.842
108.896,-0.851
108.907,-0.903
108.918,-0.92
108.929,-0.974
108.941,-0.959
108.952,-0.926
108.963,-0.835
108.974,-0.755
108.985,-0.469
108.996,-0.299
109.007,0.152
109.018,0.386
109.03,0.677
109.041,0.951
109.052,1.036
109.063,0.98
109.074,0.699
109.085,0.265
109.096,-0.109
109.107,-0.388
109.119,-0.464
109.13,-0.486
109.141,-0.499
109.152,-0.591
109.163,-0.642
109.174,-0.669
109.185,-0.614
109.196,-0.528
109.208,-0.49
109.219,-0.176
109.23,0.147
109.241,0.676
109.252,0.646
109.263,0.887
109.274,0.83
109.285,1.246
109.296,1.723
109.308,2.245
109.319,2.521
109.33,2.553
109.341,2.973
109.352,2.339
109.363,1.94
109.374,1.999
109.385,1.531
109.397,1.2
109.408,0.415
109.419,0.064
109.43,-0.242
109.441,-0.372
109.452,-0.534
109.463,-0.592
109.474,-0.692
109.486,-0.727
109.497,-0.752
109.508,-0.685
109.519,-0.496
109.53,-0.407
109.541,-0.02
109.552,0.162
109.563,0.606
109.575,0.798
109.586,1.095
109.597,1.253
109.608,1.039
109.619,0.328
109.63,0.107
109.641,-0.138
109.652,-0.302
109.675,-0.392
109.686,-0.469
109.697,-0.516
109.708,-0.642
109.719,-0.694
109.73,-0.727
109.741,-0.78
109.752,-0.799
109.764,-0.846
109.775,-0.8
109.786,-0.755
109.797,-0.679
109.808,-0.678
109.819,-0.661
109.83,-0.725
109.841,-0.715
109.852,-0.741
109.864,-0.715
109.875,-0.707
109.886,-0.712
109.897,-0.724
109.908,-0.783
109.919,-0.822
109.93,-0.844
109.941,-0.808
109.952,-0.772
109.964,-0.68
109.975,-0.547
109.986,-0.335
109.997,-0.084
110.008,0.078
110.019,0.251
110.03,0.099
110.041,-0.063
110.052,-0.256
110.064,-0.266
110.075,-0.26
110.086,-0.264
110.097,-0.427
110.108,-0.582
110.119,-0.324
110.13,-0.211
110.141,-0.024
110.152,-0.39
110.164,-0.337
110.175,-0.236
110.186,-0.188
110.197,0.436
110.208,1.075
110.219,2.351
110.23,3.052
110.241,4.161
110.252,4.038
110.264,3.408
110.275,2.054
110.286,0.89
110.297,0.082
110.308,-0.44
110.319,-0.713
110.33,-0.71
110.341,-0.789
110.352,-0.865
110.363,-0.887
110.375,-0.981
110.386,-0.824
110.397,-0.71
110.408,-0.507
110.419,-0.268
110.43,0.02
110.441,0.061
110.452,-0.212
110.463,-0.517
110.475,-0.654
110.486,-0.706
110.497,-0.908
110.508,-1.154
110.519,-1.195
110.53,-1.21
110.541,-1.191
110.552,-1.189
110.563,-1.179
110.574,-1.174
110.586,-1.143
110.597,-1.052
110.608,-0.925
110.619,-0.727
110.63,-0.509
110.641,-0.21
110.652,0.068
110.663,0.293
110.674,0.45
110.686,0.275
110.697,0.158
110.708,-0.068
110.719,-0.001
110.73,-0.213
110.741,-0.395
110.752,-0.529
110.763,-0.48
110.774,-0.374
110.785,-0.301
110.797,-0.495
110.808,-0.381
110.819,-0.362
110.83,-0.373
110.841,-0.235
110.852,0.011
110.863,0.385
110.874,0.878
110.885,1.29
110.896,1.289
110.908,0.924
110.919,0.477
110.93,-0.001
110.941,-0.237
110.952,-0.401
110.963,-0.386
110.974,-0.216
110.985,0.099
110.996,0.626
111.007,1.34
111.018,2.78
111.03,4.026
111.041,5.605
111.052,6.954
111.063,8.095
111.074,8.447
111.085,5.491
111.096,6.026
111.107,4.571
111.118,4.02
111.129,2.934
111.141,1.746
111.152,0.852
111.163,-0.007
111.174,-0.418
111.185,-0.65
111.196,-0.814
111.207,-0.961
111.218,-1.056
111.229,-1.125
111.24,-1.211
111.251,-1.244
111.263,-1.232
111.274,-1.251
111.285,-1.138
111.296,-1.088
111.307,-0.755
111.318,-0.375
111.329,-0.234
111.34,0.005
111.351,0.41
111.362,0.584
111.373,0.549
111.385,0.494
111.396,0.64
111.418,0.774
111.429,0.353
111.44,0.293
111.451,0.115
111.462,-0.211
111.473,-0.548
111.484,-0.799
111.495,-0.981
111.507,-1.076
111.518,-1.1
111.529,-1.018
111.54,-0.918
111.551,-0.784
111.562,-0.593
111.573,-0.133
111.584,1.087
111.595,4.174
111.606,7.886
111.617,8.338
111.629,6.707
111.64,6.549
111.651,5.933
111.662,5.224
111.673,4.402
111.684,3.962
111.695,3.619
111.706,3.209
111.717,2.529
111.728,1.83
111.739,1.0
111.75,0.683
111.762,0.083
111.773,-0.589
111.784,-0.649
111.795,-0.643
111.806,-0.673
111.817,-0.772
111.828,-0.796
111.839,-0.895
111.85,-0.982
111.861,-0.988
111.872,-0.991
111.883,-1.001
111.895,-1.011
111.906,-0.871
111.917,-0.555
111.928,-0.133
111.939,0.084
111.95,0.372
111.961,0.371
111.972,0.072
111.983,-0.135
111.994,-0.338
112.005,-0.672
112.017,-0.819
112.028,-0.86
112.039,-1.073
112.05,-1.037
112.061,-0.978
112.072,-0.85
112.083,-0.775
112.094,-0.614
112.105,-0.397
112.116,-0.173
112.127,0.01
112.138,0.037
112.15,-0.019
112.161,-0.192
112.172,-0.388
112.183,-0.557
112.194,-0.674
112.205,-0.786
112.216,-0.874
112.227,-0.951
112.238,-1.018
112.249,-1.088
112.26,-1.038
112.271,-0.991
112.282,-0.919
112.293,-0.932
112.305,-0.905
112.316,-0.728
112.327,-0.433
112.338,-0.113
112.349,0.018
112.36,0.043
112.371,0.355
112.382,0.536
112.393,0.586
112.404,1.043
112.415,1.193
112.426,1.185
112.437,1.085
112.449,0.647
112.46,0.251
112.471,0.019
112.482,-0.172
112.493,-0.464
112.504,-0.559
112.515,-0.708
112.526,-0.808
112.537,-0.893
112.548,-0.912
112.559,-0.949
112.57,-0.941
112.581,-0.92
112.593,-0.926
112.604,-0.851
112.615,-0.796
112.626,-0.767
112.637,-0.645
112.648,-0.422
112.659,-0.116
112.67,0.276
112.681,1.058
112.692,1.952
112.703,3.502
112.714,4.81
112.725,5.374
112.737,4.609
112.748,3.197
112.759,2.887
112.77,1.879
112.781,0.916
112.792,0.392
112.803,-0.01
112.814,-0.394
112.825,-0.831
112.836,-0.921
112.847,-0.924
112.858,-0.96
112.869,-0.999
112.88,-1.026
112.892,-1.027
112.903,-1.048
112.914,-1.024
112.925,-0.99
112.936,-0.927
112.947,-0.888
112.958,-0.835
112.969,-0.828
112.98,-0.799
112.991,-0.793
113.002,-0.841
113.013,-0.805
113.024,-0.856
113.035,-0.952
113.046,-0.989
113.058,-1.046
113.069,-1.068
113.08,-1.082
113.091,-1.039
113.102,-1.016
113.124,-0.997
113.135,-0.635
113.146,-0.477
113.157,-0.301
113.168,-0.045
113.179,0.375
113.19,0.753
113.201,1.088
113.212,1.044
113.224,1.131
113.235,0.679
113.246,0.59
113.257,0.661
113.268,0.522
113.279,-0.13
113.29,-0.176
113.301,-0.273
113.312,-0.432
113.323,-0.414
113.334,-0.278
113.423,0.495
113.434,0.649
113.445,0.7
113.456,0.57
113.467,0.271
113.478,-0.083
113.489,-0.343
113.5,-0.561
113.511,-0.665
113.522,-0.782
113.533,-0.796
113.544,-0.836
113.555,-0.941
113.567,-0.917
113.578,-0.902
113.589,-0.919
113.6,-1.009
113.611,-0.955
113.622,-0.916
113.633,-0.861
113.644,-0.769
113.655,-0.608
113.666,-0.447
113.677,-0.285
113.688,-0.134
113.699,0.052
113.71,0.328
113.721,0.484
113.732,0.462
113.743,0.77
113.754,0.761
113.766,0.422
113.777,0.352
113.788,0.232
113.799,0.084
113.81,-0.1
113.821,-0.259
113.832,-0.408
113.843,-0.447
113.854,-0.374
113.865,-0.159
113.876,0.032
113.887,0.511
113.898,1.062
113.909,1.462
113.92,1.095
113.931,0.564
113.965,-0.155
113.976,-0.186
113.987,-0.332
113.998,-0.467
114.009,-0.571
114.02,-0.674
114.031,-0.764
114.042,-0.798
114.053,-0.83
114.064,-0.82
114.075,-0.786
114.086,-0.736
114.097,-0.738
114.108,-0.62
114.119,-0.561
114.13,-0.461
114.141,-0.46
114.153,-0.365
114.164,-0.272
114.175,-0.095
114.186,0.073
114.197,0.664
114.208,0.746
114.219,1.497
114.23,1.594
114.241,1.305
114.252,1.111
114.263,0.727
114.274,0.371
114.285,0.081
114.296,-0.249
114.307,-0.458
114.318,-0.599
114.329,-0.719
114.34,-0.739
114.351,-0.758
114.363,-0.762
114.374,-0.812
114.385,-0.836
114.396,-0.818
114.407,-0.793
114.418,-0.768
114.429,-0.83
114.44,-0.807
114.451,-0.801
114.462,-0.732
114.473,-0.645
114.484,-0.488
114.517,-0.147
114.528,-0.187
114.55,-0.107
114.561,-0.048
114.572,-0.058
114.584,-0.168
114.595,-0.307
114.606,-0.383
114.617,-0.474
114.628,-0.575
114.639,-0.632
114.65,-0.651
114.661,-0.682
114.672,-0.707
114.683,-0.686
114.694,-0.695
114.705,-0.7
114.716,-0.693
114.727,-0.672
114.738,-0.629
114.749,-0.426
114.76,-0.316
114.771,0.046
114.782,0.264
114.793,0.443
114.804,0.381
114.815,0.315
114.826,0.3
114.838,0.231
114.849,-0.094
114.86,-0.339
114.871,-0.452
114.882,-0.442
114.893,-0.484
114.904,-0.549
114.915,-0.568
114.926,-0.58
114.937,-0.592
114.948,-0.641
114.959,-0.724
114.97,-0.772
114.981,-0.773
114.992,-0.746
115.003,-0.686
115.014,-0.663
115.025,-0.657
115.036,-0.681
115.047,-0.745
115.058,-0.817
115.069,-0.888
115.08,-0.917
115.092,-0.93
115.103,-0.947
115.114,-0.962
115.125,-0.965
115.136,-0.967
115.147,-0.963
115.158,-0.952
115.169,-0.923
115.18,-0.866
115.191,-0.767
115.202,-0.555
115.213,-0.527
115.224,-0.456
115.235,-0.489
115.246,-0.344
115.257,-0.381
115.268,-0.376
115.279,-0.365
115.29,-0.2
115.301,-0.089
115.312,0.006
115.323,0.006
115.334,0.054
115.345,-0.115
115.356,-0.329
115.368,-0.494
115.379,-0.611
115.39,-0.667
115.401,-0.713
115.412,-0.751
115.423,-0.76
115.434,-0.744
115.445,-0.716
115.456,-0.631
115.467,-0.495
115.478,-0.265
115.489,-0.078
115.5,0.158
115.511,0.68
115.522,0.867
115.533,1.017
115.544,0.559
115.555,0.346
115.566,0.043
115.577,-0.117
115.588,-0.235
115.599,-0.269
115.61,-0.419
115.621,-0.608
115.632,-0.58
115.643,-0.567
115.654,-0.595
115.665,-0.613
115.677,-0.605
115.688,-0.576
115.699,-0.508
115.71,-0.391
115.721,-0.216
115.732,-0.063
115.743,0.027
115.754,0.25
115.765,0.503
115.776,0.746
115.787,0.661
115.798,0.459
115.809,0.23
115.82,-0.033
115.831,-0.222
115.842,-0.419
115.853,-0.442
115.864,-0.439
115.875,-0.381
115.886,-0.343
115.897,-0.313
115.908,-0.252
115.919,-0.214
115.93,-0.155
115.941,-0.136
115.952,-0.101
115.963,-0.13
115.974,-0.098
115.985,-0.097
115.996,-0.095
116.008,0.089
116.019,0.326
116.03,0.751
116.041,0.913
116.052,1.264
116.063,1.882
116.074,1.088
116.085,0.574
116.096,0.503
116.107,0.358
116.118,0.381
116.129,0.347
116.14,0.261
116.151,0.239
116.162,0.355
116.173,0.305
116.184,0.25
116.195,0.043
116.206,-0.064
116.217,-0.167
116.228,-0.281
116.239,-0.413
116.25,-0.466
116.261,-0.492
116.272,-0.49
116.283,-0.444
116.294,-0.381
116.305,-0.252
116.316,0.044
116.338,0.283
116.349,0.396
116.36,0.369
116.371,0.437
116.382,0.403
116.393,0.141
116.404,-0.116
116.416,-0.107
116.427,-0.145
116.438,-0.11
116.449,-0.152
116.46,-0.078
116.471,0.085
116.482,0.169
116.493,0.338
116.504,0.5
116.515,0.811
116.526,1.15
116.537,1.397
116.548,1.555
116.559,1.557
116.57,1.63
116.581,1.53
116.592,1.328
116.603,1.206
116.614,1.183
116.625,1.031
116.636,0.898
116.647,0.597
116.658,0.385
116.669,0.152
116.68,-0.17
116.691,-0.096
116.702,-0.24
116.713,-0.435
116.724,-0.541
116.735,-0.596
116.746,-0.634
116.757,-0.699
116.768,-0.679
116.779,-0.638
116.79,-0.587
116.801,-0.501
116.812,-0.415
116.823,-0.319
116.834,-0.24
116.845,-0.205
116.856,-0.16
116.867,-0.11
116.879,-0.053
116.89,-0.131
116.901,-0.236
116.912,-0.333
116.923,-0.386
116.934,-0.456
116.945,-0.402
116.956,-0.466
116.967,-0.45
116.978,-0.506
116.989,-0.358
117.0,-0.259
117.011,-0.136
117.022,-0.021
117.033,0.0
117.044,-0.058
117.055,-0.196
117.066,-0.052
117.077,-0.039
117.088,0.21
117.099,0.107
117.11,0.398
117.121,0.518
117.132,1.279
117.143,1.361
117.154,1.396
117.165,1.316
117.176,1.128
117.187,0.875
117.198,0.512
117.209,0.27
117.22,0.056
117.231,-0.14
117.242,-0.218
117.253,-0.261
117.264,-0.244
117.275,-0.201
117.286,-0.092
117.297,0.02
117.308,0.183
117.319,0.411
117.33,0.833
117.341,1.24
117.352,1.437
117.363,1.243
117.374,0.902
117.385,0.797
117.396,0.503
117.407,0.106
117.418,-0.141
117.429,-0.321
117.44,-0.363
117.451,-0.447
117.462,-0.506
117.473,-0.566
117.484,-0.577
117.495,-0.553
117.506,-0.367
117.518,-0.076
117.529,0.435
117.54,0.643
117.551,0.529
117.562,0.512
117.573,0.303
117.584,0.301
117.595,0.196
117.606,0.024
117.617,-0.217
117.628,-0.334
117.639,-0.42
117.65,-0.469
117.661,-0.511
117.672,-0.552
117.683,-0.565
117.694,-0.575
117.705,-0.543
117.716,-0.493
117.727,-0.385
117.738,-0.278
117.749,-0.051
117.76,0.289
117.771,0.851
117.782,1.178
117.793,1.536
117.804,1.388
117.815,1.742
117.826,1.605
117.837,1.334
117.848,1.009
117.859,0.591
117.87,0.224
117.881,-0.022
117.892,-0.219
117.903,-0.316
117.914,-0.443
117.925,-0.56
117.936,-0.525
117.947,-0.519
117.958,-0.6
117.969,-0.704
117.98,-0.75
117.991,-0.758
118.002,-0.717
118.013,-0.719
118.024,-0.677
118.035,-0.7
118.046,-0.68
118.057,-0.652
118.068,-0.533
118.079,-0.291
118.112,-0.097
118.123,-0.106
118.134,-0.194
118.145,-0.289
118.156,-0.409
118.167,-0.521
118.178,-0.527
118.189,-0.495
118.2,-0.506
118.211,-0.51
118.222,-0.592
118.233,-0.577
118.244,-0.59
118.255,-0.467
118.266,-0.445
118.277,-0.42
118.288,-0.471
118.299,-0.558
118.31,-0.702
118.321,-0.764
118.332,-0.761
118.343,-0.79
118.354,-0.846
118.365,-0.864
118.376,-0.859
118.387,-0.855
118.398,-0.873
118.409,-0.893
118.42,-0.903
118.431,-0.882
118.442,-0.827
118.453,-0.742
118.464,-0.64
118.475,-0.523
118.486,-0.444
118.497,-0.338
118.508,-0.201
118.519,0.1
118.53,0.386
118.541,0.743
118.552,1.022
118.563,1.275
118.574,1.57
118.585,1.806
118.596,1.715
118.607,1.737
118.618,1.628
118.629,1.481
118.64,1.079
118.651,0.64
118.662,0.38
118.673,0.219
118.684,0.181
118.695,0.063
118.706,-0.293
118.717,-0.191
118.728,-0.398
118.739,-0.501
118.75,-0.691
118.761,-0.718
118.772,-0.67
118.783,-0.715
118.794,-0.772
118.805,-0.778
118.816,-0.731
118.827,-0.748
118.838,-0.746
118.849,-0.844
118.86,-0.855
118.871,-0.905
118.882,-0.965
118.893,-0.99
118.904,-1.016
118.915,-1.043
118.926,-1.063
118.937,-1.076
118.948,-1.082
118.959,-0.501
119.047,-0.406
119.058,-0.486
119.069,-0.592
119.08,-0.65
119.091,-0.717
119.102,-0.757
119.113,-0.749
119.124,-0.746
119.135,-0.719
119.146,-0.687
119.157,-0.581
119.168,-0.496
119.179,-0.499
119.19,-0.294
119.201,-0.193
119.212,-0.268
119.223,-0.451
119.234,-0.619
119.245,-0.764
119.256,-0.9
119.267,-0.872
119.278,-0.813
119.289,-0.706
119.3,-0.685
119.311,-0.559
119.322,-0.255
119.333,0.498
119.355,1.184
119.366,1.69
119.377,2.16
119.388,2.993
119.399,4.974
119.41,6.725
119.421,4.574
119.432,3.374
119.443,2.829
119.454,1.959
119.465,1.054
119.476,0.778
119.487,0.191
119.498,-0.128
119.509,-0.224
119.52,-0.49
119.531,-0.652
119.542,-0.726
119.553,-0.696
119.564,-0.694
119.575,-0.715
119.586,-0.69
119.597,-0.606
119.608,-0.553
119.619,-0.491
119.63,-0.495
119.641,-0.442
119.652,-0.383
119.663,-0.322
119.674,-0.116
119.685,0.323
119.696,0.791
119.707,1.596
119.718,2.171
119.729,2.195
119.74,1.556
119.751,0.817
119.762,0.515
119.773,-0.086
119.784,-0.284
119.795,-0.393
119.806,-0.56
119.817,-0.657
119.828,-0.69
119.839,-0.721
119.85,-0.673
119.861,-0.585
119.872,-0.409
119.883,-0.154
119.894,0.185
119.905,0.562
119.916,0.842
119.927,1.003
119.938,0.644
119.949,0.127
119.96,-0.156
120.037,-0.22
120.048,-0.095
120.059,-0.238
120.07,-0.204
120.081,-0.196
120.092,-0.155
120.103,-0.122
120.114,-0.1
120.125,-0.047
120.136,-0.083
120.147,-0.156
120.158,-0.234
120.169,-0.309
120.18,-0.375
120.191,-0.477
120.201,-0.654
120.212,-0.666
120.223,-0.668
120.234,-0.662
120.245,-0.711
120.256,-0.708
120.267,-0.725
120.278,-0.742
120.289,-0.772
120.3,-0.767
120.311,-0.752
120.322,-0.682
120.333,-0.484
120.344,-0.075
120.355,0.351
120.366,0.804
120.377,1.084
120.388,0.965
120.399,0.779
120.41,0.583
120.421,0.526
120.432,0.252
120.443,0.285
120.454,-0.066
120.465,-0.234
120.476,-0.378
120.487,-0.324
120.498,-0.333
120.509,-0.281
120.52,-0.179
120.531,-0.091
120.542,-0.044
120.553,0.019
120.564,0.201
120.575,0.316
120.586,0.437
120.597,0.791
120.608,1.334
120.619,1.415
120.63,1.288
120.641,1.192
120.652,1.488
120.663,1.077
120.674,0.318
120.685,0.2
120.696,0.117
120.707,0.035
120.718,0.004
120.729,-0.122
120.74,-0.22
120.751,-0.303
120.762,-0.342
120.773,-0.4
120.784,-0.162
120.795,-0.075
120.806,0.16
120.817,0.165
120.828,0.212
120.839,0.182
120.85,0.185
120.861,0.179
120.872,0.201
120.883,0.216
120.894,0.162
120.904,0.106
120.915,0.01
120.926,-0.172
120.937,-0.334
120.948,-0.427
120.959,-0.425
120.97,-0.54
120.981,-0.682
120.992,-0.708
121.003,-0.664
121.014,-0.628
121.025,-0.691
121.047,-0.714
121.058,-0.669
121.069,-0.718
121.08,-0.601
121.091,-0.503
121.102,-0.329
121.113,-0.176
121.124,0.014
121.135,0.184
121.146,0.253
121.157,0.15
121.168,0.056
121.179,-0.179
121.19,-0.324
121.201,-0.456
121.212,-0.53
121.223,-0.594
121.234,-0.651
121.245,-0.665
121.256,-0.64
121.267,-0.769
121.278,-0.86
121.289,-0.701
121.3,-0.497
121.311,-0.393
121.322,-0.287
121.333,-0.127
121.344,0.192
121.355,0.624
121.366,1.176
121.377,1.593
121.388,1.831
121.399,1.801
121.41,1.784
121.421,1.566
121.432,1.441
121.442,1.045
121.453,1.117
121.464,0.427
121.475,1.004
121.486,0.394
121.497,0.447
121.508,0.489
121.519,0.475
121.53,0.457
121.541,0.187
121.552,0.265
121.563,0.51
121.574,0.845
121.585,1.247
121.596,1.915
121.607,2.574
121.618,3.054
121.629,3.131
121.64,2.945
121.651,2.438
121.662,1.788
121.673,1.143
121.684,1.049
121.695,0.607
121.706,0.316
121.717,0.046
121.728,-0.011
121.739,-0.114
121.75,-0.341
121.761,-0.359
121.772,-0.217
121.783,-0.065
121.794,0.135
121.805,0.52
121.816,1.113
121.827,1.566
121.838,1.795
121.849,2.018
121.86,1.851
121.871,1.496
121.882,1.387
121.893,0.706
121.904,0.459
121.915,0.355
121.925,0.09
121.936,-0.259
121.947,-0.385
121.958,-0.532
121.969,-0.659
121.98,-0.731
121.991,-0.756
122.002,-0.773
122.013,-0.776
122.024,-0.709
122.035,-0.662
122.046,-0.568
122.057,-0.581
122.068,-0.393
122.079,-0.032
122.09,0.428
122.101,0.822
122.112,1.406
122.123,2.132
122.134,2.094
122.145,1.105
122.156,0.662
122.167,0.747
122.178,0.634
122.189,0.5
122.2,0.29
122.211,0.139
122.222,-0.075
122.233,-0.258
122.244,-0.455
122.255,-0.569
122.266,-0.673
122.277,-0.747
122.288,-0.767
122.299,-0.756
122.31,-0.73
122.32,-0.6
122.331,-0.464
122.342,-0.304
122.353,-0.185
122.364,-0.178
122.375,-0.149
122.386,-0.207
122.397,-0.298
122.408,-0.451
122.419,-0.562
122.43,-0.582
122.441,-0.613
122.452,-0.531
122.463,-0.572
122.474,-0.582
122.485,-0.62
122.496,-0.593
122.507,-0.577
122.518,-0.584
122.529,-0.57
122.54,-0.583
122.551,-0.506
122.562,-0.427
122.573,-0.27
122.584,-0.167
122.595,0.007
122.606,0.114
122.617,0.161
122.628,0.056
122.639,-0.108
122.65,-0.318
122.661,-0.5
122.672,-0.572
122.683,-0.587
122.693,-0.692
122.704,-0.846
122.715,-0.824
122.726,-0.826
122.737,-0.756
122.748,-0.733
122.759,-0.642
122.77,-0.626
122.781,-0.533
122.792,-0.554
122.803,-0.38
122.814,-0.313
122.825,-0.244
122.836,-0.157
122.847,-0.173
122.869,-0.198
122.88,-0.305
122.891,-0.4
122.902,-0.485
122.913,-0.556
122.924,-0.599
122.935,-0.638
122.946,-0.664
122.957,-0.668
122.968,-0.65
122.979,-0.617
122.99,-0.614
123.001,-0.589
123.011,-0.565
123.022,-0.501
123.033,-0.379
123.044,-0.295
123.055,-0.336
123.066,-0.104
123.077,-0.208
123.088,0.145
123.099,0.141
123.11,0.024
123.121,0.068
123.132,0.056
123.143,-0.082
123.154,-0.137
123.165,-0.206
123.176,-0.181
123.187,-0.248
123.198,-0.267
123.209,-0.298
123.22,-0.249
123.231,-0.202
123.242,-0.118
123.253,-0.053
123.264,-0.064
123.275,-0.063
123.286,-0.104
123.297,-0.241
123.308,-0.372
123.319,-0.462
123.33,-0.596
123.341,-0.652
123.351,-0.714
123.362,-0.702
123.373,-0.698
123.384,-0.695
123.395,-0.684
123.406,-0.666
123.417,-0.529
123.428,-0.404
123.439,-0.131
123.45,-0.109
123.461,0.263
123.472,0.316
123.483,0.619
123.494,0.46
123.505,0.413
123.516,0.418
123.527,0.27
123.538,0.137
123.549,0.136
123.56,-0.031
