Depth_m,Na
212.298,1.291
212.309,1.334
212.32,1.459
212.331,1.626
212.341,1.646
212.352,1.35
212.363,0.688
212.429,0.638
212.44,1.665
212.451,2.609
212.462,3.14
212.473,2.766
212.484,1.854
212.495,1.239
212.506,0.7
212.517,0.179
212.692,0.507
212.703,1.123
212.713,1.84
212.724,2.391
212.735,2.59
212.746,2.241
212.757,1.186
212.768,0.436
212.779,0.109
213.162,0.772
213.173,1.595
213.184,2.509
213.195,3.142
213.206,2.803
213.217,1.189
213.337,0.317
213.348,0.845
213.359,1.347
213.37,1.495
213.381,1.273
213.392,0.677
213.457,0.402
213.468,0.58
213.479,0.439
213.49,0.836
213.501,1.012
213.512,1.331
213.523,1.838
213.534,2.264
213.545,2.282
213.556,1.62
213.567,0.588
213.687,0.017
213.698,0.289
213.709,0.656
213.72,0.927
213.731,0.837
213.742,0.783
213.753,0.981
213.764,1.296
213.775,1.382
213.786,1.142
213.797,0.854
213.808,0.826
213.819,1.07
213.829,1.378
213.84,1.565
213.851,1.409
213.862,0.785
213.917,0.483
213.928,0.941
213.939,1.154
213.95,1.205
213.961,1.253
213.972,1.463
213.983,1.893
213.994,2.021
214.005,1.803
214.015,1.523
214.026,1.402
214.037,1.277
214.048,0.86
214.059,0.327
214.201,0.184
214.212,0.628
214.223,1.256
214.234,2.033
214.245,2.849
214.256,3.328
214.267,3.239
214.278,2.605
214.289,1.771
214.3,1.05
214.311,0.405
214.322,0.102
215.099,0.185
215.11,0.434
215.12,0.624
215.131,0.615
215.142,0.563
215.175,0.372
215.186,1.138
215.197,1.829
215.208,1.76
215.219,1.129
215.23,0.501
215.241,0.178
215.252,0.26
215.263,0.49
215.274,0.474
215.285,0.182
215.416,0.002
215.427,0.57
215.438,0.919
215.449,1.42
215.46,1.808
215.471,1.523
215.482,1.183
215.492,0.608
215.503,0.106
215.613,0.085
215.624,0.839
215.635,1.63
215.646,2.14
215.657,2.203
215.668,1.887
215.679,1.313
215.689,0.895
215.7,0.633
215.711,0.427
215.722,0.677
215.733,0.91
215.744,0.535
215.755,0.383
215.766,0.305
215.777,0.093
215.897,0.453
215.908,1.051
215.919,1.426
215.93,1.264
215.941,0.649
216.324,0.188
216.335,0.453
216.346,0.442
216.357,0.319
216.368,0.217
216.379,0.19
216.39,0.283
216.401,0.377
216.411,0.441
216.422,0.491
216.433,0.459
216.444,0.312
216.455,0.044
216.466,0.173
216.477,0.83
216.488,1.582
216.499,2.205
216.51,2.439
216.521,2.203
216.532,1.096
216.652,0.188
216.663,0.289
216.674,0.082
216.959,0.169
216.97,0.595
216.98,0.942
216.991,1.212
217.002,1.498
217.013,1.873
217.024,1.871
217.035,1.474
217.046,0.718
217.057,0.032
217.243,0.208
217.254,0.468
217.265,0.566
217.276,0.555
217.287,0.526
217.298,0.666
217.309,0.724
217.32,0.401
217.495,0.154
217.506,0.398
217.517,0.496
217.528,0.366
217.538,0.129
217.593,0.158
217.604,0.325
217.615,0.34
217.626,0.329
217.637,0.309
217.648,0.277
217.659,0.25
217.67,0.279
217.681,0.353
217.692,0.453
217.703,0.529
217.714,0.535
217.724,0.552
217.735,0.774
217.746,1.12
217.757,1.204
217.768,0.643
217.823,0.539
217.834,0.879
217.845,1.052
217.856,1.008
217.867,0.398
217.954,0.058
217.965,0.033
218.184,0.021
218.195,0.159
218.206,0.3
218.217,0.333
218.228,0.319
218.239,0.331
218.25,0.366
218.261,0.494
218.271,0.65
218.282,0.547
218.293,0.214
218.49,0.086
218.501,0.676
218.512,1.529
218.523,2.338
218.534,2.825
218.545,2.321
218.556,1.306
218.567,1.018
218.578,0.606
218.589,0.144
218.906,0.178
218.917,0.806
218.928,1.331
218.939,1.587
218.95,1.57
218.961,1.467
219.037,0.289
219.048,0.82
219.059,1.159
219.07,1.061
219.081,1.271
219.092,1.284
219.103,0.785
219.114,0.04
219.191,0.652
219.201,1.287
219.212,1.543
219.223,1.276
219.234,0.642
219.245,0.974
219.256,1.454
219.267,2.041
219.278,2.517
219.289,2.497
219.3,2.244
219.311,1.763
219.322,1.093
219.376,0.245
219.541,0.346
219.552,1.177
219.562,2.49
219.573,2.874
219.584,3.142
219.595,2.91
219.606,2.351
219.617,1.689
219.628,0.878
219.639,0.192
219.738,0.431
219.749,1.216
219.759,1.983
219.77,2.611
219.781,2.758
219.792,2.499
219.803,1.996
219.814,1.406
219.825,1.107
219.836,0.973
219.847,0.784
219.858,0.463
219.869,0.167
220.186,0.252
220.197,1.222
220.208,2.339
220.219,3.253
220.23,3.472
220.241,2.713
220.252,1.43
220.263,0.415
220.405,0.183
220.416,0.548
220.427,0.773
220.438,0.57
220.449,0.115
220.536,0.119
220.657,0.09
220.668,0.309
220.679,0.473
220.689,0.499
220.7,0.47
220.711,0.434
220.722,0.357
220.733,0.247
220.744,0.06
220.777,0.07
220.788,0.083
220.832,0.036
220.843,0.511
220.854,0.84
220.864,0.858
220.875,0.717
220.886,0.504
220.897,0.41
220.908,0.435
220.919,0.295
220.93,0.047
220.952,0.009
220.963,0.26
220.974,0.445
220.985,0.441
220.996,0.13
221.072,0.055
221.083,0.479
221.094,0.823
221.105,1.091
221.116,1.293
221.127,1.446
221.138,1.391
221.149,0.882
221.16,0.083
221.28,0.002
221.291,0.263
221.302,0.615
221.313,0.884
221.324,0.979
221.335,1.109
221.346,1.619
221.357,2.013
221.368,2.274
221.379,2.845
221.39,3.064
221.401,2.874
221.412,2.137
221.422,0.956
221.433,0.062
221.805,0.07
221.816,0.481
221.827,0.74
221.838,0.781
221.849,0.716
221.86,0.518
221.871,0.225
222.309,0.373
222.32,0.697
222.331,1.024
222.341,1.43
222.352,1.748
222.363,1.943
222.374,1.802
222.385,1.449
222.396,1.106
222.407,0.899
222.418,0.697
222.429,0.581
222.44,0.527
222.451,0.445
222.462,0.391
222.473,0.312
222.484,0.139
222.528,0.058
222.538,0.468
222.549,1.566
222.56,2.309
222.571,2.207
222.582,1.973
222.593,1.454
222.604,1.32
222.615,1.781
222.626,1.884
222.637,1.642
222.648,1.169
222.659,0.555
222.67,0.081
222.79,0.12
222.801,0.315
222.812,0.28
222.823,0.16
222.976,0.241
222.987,0.696
222.998,0.866
223.009,0.764
223.02,0.305
223.096,0.381
223.107,1.192
223.118,1.638
223.129,1.141
223.14,0.478
223.195,0.141
223.206,0.19
223.217,0.174
223.228,0.328
223.239,0.709
223.25,1.059
223.261,1.208
223.271,1.124
223.282,0.849
223.293,0.534
223.304,0.512
223.315,0.826
223.326,1.362
223.337,1.945
223.348,2.091
223.359,1.8
223.37,1.412
223.381,1.111
223.392,0.913
223.403,0.874
223.414,0.991
223.425,1.151
223.436,1.158
223.447,0.829
223.457,0.291
223.512,0.08
223.523,0.019
223.764,0.323
223.775,0.755
223.786,0.888
223.797,0.225
223.983,0.092
223.994,0.146
224.005,0.155
224.015,0.115
224.245,0.007
224.256,0.387
224.267,0.835
224.278,0.804
224.453,0.085
224.464,0.634
224.475,1.149
224.486,1.479
224.497,1.538
224.508,1.439
224.519,1.142
224.53,0.688
224.541,0.192
224.639,0.507
224.65,1.0
224.661,1.201
224.672,1.552
224.683,1.39
224.694,1.073
224.705,1.007
224.716,1.022
224.727,1.035
224.738,0.937
224.749,0.731
224.759,0.368
224.77,0.046
225.099,0.627
225.11,0.945
225.121,1.503
225.131,2.17
225.142,2.76
225.153,2.959
225.164,2.576
225.175,1.865
225.186,1.257
225.197,0.636
225.208,0.002
225.263,0.027
225.569,0.193
225.58,0.538
225.591,0.89
225.602,1.213
225.613,1.323
225.624,1.18
225.635,0.72
225.646,0.24
225.744,0.094
225.755,0.594
225.766,1.367
225.777,2.109
225.788,2.707
225.799,2.877
225.81,2.372
225.821,1.474
225.832,0.486
226.018,0.121
226.029,0.052
226.105,0.276
226.116,0.543
226.127,0.674
226.138,0.457
226.269,0.101
226.28,0.181
226.291,0.266
226.302,0.553
226.313,1.173
226.324,1.988
226.335,2.708
226.346,3.099
226.357,2.849
226.368,2.203
226.379,1.287
226.39,0.374
226.641,0.139
226.652,0.628
226.663,1.313
226.674,1.983
226.685,2.329
226.696,1.276
226.794,0.199
226.805,0.434
226.816,0.658
226.827,0.818
226.838,0.833
226.849,0.727
226.86,0.679
226.871,0.81
226.882,1.033
226.893,0.928
226.904,0.445
226.97,0.283
226.98,0.733
226.991,1.023
227.002,0.962
227.013,0.653
227.024,0.465
227.035,0.695
227.046,1.199
227.057,1.247
227.068,0.479
227.079,0.2
227.166,0.193
227.177,0.259
227.188,0.1
227.407,0.376
227.418,1.155
227.429,2.01
227.44,2.91
227.451,3.457
227.462,2.834
227.473,1.677
227.484,1.391
227.495,0.939
227.506,0.55
227.517,0.058
227.604,0.43
227.615,1.42
227.626,2.476
227.637,2.92
227.648,2.635
227.659,1.838
227.67,0.964
227.681,0.466
227.692,0.181
227.735,0.562
227.746,1.95
227.757,2.607
227.768,2.51
227.779,2.166
227.79,1.573
227.801,0.891
227.812,0.265
227.943,0.182
227.954,0.882
227.965,1.177
227.976,1.3
227.987,0.967
227.998,0.307
228.195,0.231
228.206,0.307
228.217,0.089
228.392,0.265
228.403,0.525
228.414,0.659
228.425,0.577
228.436,0.131
228.6,0.167
228.611,0.54
228.622,0.954
228.633,0.879
228.643,0.383
228.654,0.124
228.665,0.018
228.851,0.183
228.862,0.485
228.873,0.799
228.884,1.104
228.895,1.332
228.906,1.212
228.917,0.738
228.928,0.275
229.125,0.174
229.136,0.283
229.147,0.238
229.158,0.084
229.191,0.07
229.201,0.236
229.212,0.372
229.223,0.422
229.234,0.292
229.245,0.01
229.355,0.124
229.366,0.762
229.376,1.219
229.387,0.902
229.398,0.691
229.409,0.538
229.42,0.451
229.431,0.412
229.442,0.301
229.453,0.008
229.617,0.122
229.628,0.58
229.639,0.745
229.65,0.712
229.661,0.591
229.672,0.308
229.814,1.48
229.825,3.691
229.836,4.618
229.847,4.118
229.858,2.676
229.869,1.085
229.88,0.019
230.033,0.032
230.044,0.618
230.055,1.243
230.066,1.594
230.077,1.318
230.088,0.508
230.197,0.938
230.208,2.051
230.219,1.884
230.23,1.725
230.285,1.564
230.296,1.649
230.306,1.867
230.317,1.881
230.328,1.743
230.339,1.472
230.35,1.065
230.361,0.686
230.372,0.204
230.514,0.118
230.525,0.32
230.536,0.373
230.547,0.343
230.558,0.323
230.569,0.306
230.58,0.175
231.007,1.177
231.018,1.114
231.029,0.6
231.138,0.169
231.149,0.256
231.16,0.331
231.171,0.353
231.182,0.428
231.193,0.55
231.204,0.665
231.215,0.778
231.226,0.831
231.236,0.842
231.247,0.766
231.258,0.605
231.269,0.373
231.28,0.216
231.291,0.146
231.302,0.164
231.313,0.298
231.324,0.542
231.335,0.871
231.346,0.91
231.357,0.55
231.368,0.101
231.488,0.092
231.499,0.145
231.51,0.166
231.521,0.229
231.532,0.287
231.543,0.276
231.554,0.16
231.565,0.088
231.576,0.031
231.696,0.176
231.707,0.579
231.718,0.792
231.729,1.024
231.74,1.453
231.751,2.144
231.762,2.632
231.773,2.756
231.783,2.458
231.794,1.651
231.805,0.97
231.816,0.493
231.937,0.046
231.948,0.441
231.959,0.891
231.97,1.182
231.98,1.401
231.991,1.701
232.002,2.128
232.013,2.607
232.024,2.765
232.035,2.866
232.046,3.058
232.057,3.138
232.068,3.135
232.079,2.991
232.09,2.749
232.101,2.318
232.112,1.688
232.123,1.086
232.134,0.35
232.462,0.4
232.473,0.908
232.484,1.347
232.495,1.498
232.506,1.647
232.517,2.013
232.527,2.485
232.538,2.698
232.549,2.303
232.56,1.682
232.571,1.175
232.582,0.991
232.593,0.947
232.604,0.725
232.615,0.287
232.812,0.019
232.987,0.071
232.998,0.271
233.009,0.33
233.02,0.149
233.173,0.234
233.184,0.652
233.195,0.906
233.206,1.057
233.217,1.191
233.228,1.261
233.239,1.08
233.25,0.576
233.359,0.392
233.37,1.002
233.381,1.077
233.392,1.094
233.403,0.952
233.414,0.632
233.425,0.167
233.72,0.173
233.731,0.131
233.797,0.284
233.808,0.914
233.819,1.627
233.829,1.917
233.84,1.459
233.851,0.47
234.059,0.09
234.07,0.527
234.081,1.133
234.092,1.682
234.103,1.686
234.114,1.074
234.125,0.309
234.158,0.32
234.169,0.729
234.18,0.891
234.191,0.55
234.387,0.296
234.398,0.57
234.409,0.529
234.42,0.396
234.431,0.081
234.563,0.236
234.573,0.574
234.584,1.134
234.595,0.933
234.606,0.321
234.858,0.535
234.869,0.888
234.88,1.331
234.891,1.79
234.902,1.946
234.913,1.457
234.924,0.8
234.934,0.206
235.088,0.014
235.099,0.371
235.11,0.728
235.121,0.921
235.131,0.968
235.142,0.888
235.153,0.73
235.164,0.837
235.175,1.13
235.186,0.886
235.197,0.555
235.208,0.058
235.274,0.298
235.285,0.283
235.296,0.408
235.306,0.474
235.317,0.535
235.328,0.712
235.383,0.963
235.394,1.131
235.405,1.009
235.416,0.817
235.427,0.745
235.438,0.825
235.449,1.122
235.46,1.2
235.471,1.163
235.482,1.153
235.492,0.737
235.503,0.203
235.591,0.162
235.602,0.719
235.613,0.814
235.624,0.875
235.635,0.711
235.646,0.422
235.657,0.245
235.668,0.207
235.679,0.261
235.689,0.344
235.7,0.417
235.711,0.412
235.722,0.386
235.733,0.315
235.744,0.176
235.864,0.17
235.875,0.43
235.886,0.621
235.897,0.779
235.908,1.069
235.919,1.551
235.93,1.844
235.941,2.517
235.952,3.182
235.963,3.142
235.974,2.61
235.985,1.796
235.996,1.011
236.007,0.504
236.018,0.31
236.029,0.419
236.039,0.728
236.05,1.036
236.061,1.255
236.072,1.149
236.083,0.558
236.094,0.111
236.105,0.009
236.116,0.216
236.127,0.566
236.138,0.791
236.149,0.771
236.16,0.562
236.171,0.256
236.182,0.011
236.401,0.011
236.477,0.103
236.488,0.012
236.499,0.026
236.608,0.069
236.619,0.168
236.63,0.178
236.641,0.117
236.652,0.105
236.663,0.244
236.674,0.429
236.685,0.422
236.696,0.268
236.707,0.004
236.915,0.125
236.926,0.269
236.937,0.245
236.948,0.028
237.123,0.065
237.134,0.005
237.188,0.01
237.363,0.155
237.374,0.681
237.385,1.123
237.396,1.253
237.407,1.075
237.418,0.951
237.429,1.227
237.44,1.254
237.451,0.824
237.462,0.479
237.473,0.13
237.648,0.268
237.659,0.51
237.67,0.726
237.681,0.624
237.692,0.437
237.703,0.285
237.713,0.167
237.724,0.121
237.735,0.267
237.746,0.432
237.757,0.236
237.768,0.049
237.867,0.377
237.878,1.216
237.889,1.402
237.899,1.666
237.91,1.834
237.921,1.725
237.932,1.252
237.943,0.597
237.954,0.022
238.075,0.21
238.085,0.918
238.096,1.705
238.107,2.295
238.118,2.82
238.129,3.186
238.14,3.338
238.151,3.179
238.162,2.732
238.173,2.338
238.184,2.077
238.195,1.808
238.206,1.344
238.304,0.237
238.315,0.631
238.326,0.903
238.337,1.017
238.348,1.001
238.359,0.944
238.37,0.653
238.381,0.087
238.512,0.229
238.523,0.46
238.534,0.603
238.545,0.553
238.556,0.415
238.567,0.285
238.578,0.132
238.589,0.001
238.829,0.207
238.84,0.518
238.851,0.803
238.862,1.258
238.873,1.497
238.884,1.246
238.895,0.883
238.906,0.514
238.917,0.144
239.037,0.057
239.048,0.157
239.059,0.049
239.125,0.076
239.136,0.174
239.147,0.273
239.158,0.302
239.169,0.274
239.18,0.163
239.311,0.009
239.431,0.209
239.442,0.471
239.453,0.703
239.464,0.837
239.475,0.865
239.486,0.697
239.497,0.326
239.672,0.207
239.683,0.693
239.694,0.857
239.705,0.841
239.716,0.999
239.727,1.157
239.738,1.311
239.749,1.498
239.759,1.533
239.77,1.376
239.781,0.852
239.792,0.622
239.803,0.783
239.814,0.463
239.924,0.334
239.935,1.036
239.945,1.432
239.956,1.28
239.967,1.135
239.978,1.025
239.989,0.961
240.0,1.063
240.033,1.183
240.044,1.217
240.055,0.94
240.066,0.283
240.153,0.223
240.164,0.767
240.175,1.159
240.186,1.29
240.197,0.974
240.208,0.679
240.219,0.465
240.23,0.378
240.241,0.337
240.252,0.129
240.405,0.386
240.416,0.926
240.427,1.581
240.438,2.411
240.449,3.652
240.46,3.787
240.471,2.569
240.482,1.445
240.492,0.615
240.503,0.095
240.635,0.027
240.646,0.164
240.657,0.181
240.668,0.066
241.007,0.128
241.018,0.226
241.029,0.409
241.04,0.635
241.05,0.7
241.061,0.451
241.072,0.032
241.346,0.038
241.357,0.541
241.368,0.909
241.379,0.817
241.39,0.551
241.401,0.48
241.411,0.53
241.422,0.337
241.433,0.025
241.576,0.321
241.587,0.967
241.597,1.491
241.608,1.666
241.619,1.345
241.63,0.63
241.641,0.358
241.652,0.369
241.663,0.336
241.674,0.237
241.849,0.233
241.86,0.724
241.871,1.393
241.882,2.163
241.893,2.897
241.904,3.437
241.915,3.44
241.926,3.018
241.937,2.336
241.948,1.632
241.959,0.718
242.057,0.061
242.068,0.624
242.079,1.24
242.09,1.619
242.101,1.423
242.112,0.832
242.123,0.229
242.265,0.292
242.276,0.73
242.287,1.015
242.298,1.097
242.309,0.989
242.32,0.637
242.331,0.179
242.527,0.096
242.538,0.415
242.549,0.901
242.56,1.136
242.571,0.992
242.582,1.238
242.593,1.715
242.604,1.911
242.615,1.721
242.626,1.314
242.637,0.978
242.648,0.653
242.659,0.399
242.67,0.181
242.779,0.38
242.79,0.704
242.801,0.898
242.812,0.884
242.823,0.734
242.834,0.446
242.845,0.089
242.856,0.089
243.009,0.222
243.02,0.442
243.031,0.549
243.042,0.596
243.053,0.586
243.064,0.47
243.075,0.213
243.086,0.064
243.261,0.198
243.272,0.709
243.282,1.211
243.293,1.551
243.304,1.75
243.315,1.812
243.326,1.778
243.337,1.688
243.348,1.282
243.359,0.591
243.709,0.222
243.72,0.442
243.731,0.45
243.742,0.567
243.753,0.358
243.764,0.156
243.84,0.11
243.906,0.35
243.917,0.613
243.928,0.701
243.939,0.706
243.994,0.539
244.005,0.141
244.201,0.118
244.212,0.368
244.223,0.554
244.234,0.587
244.245,0.639
244.256,0.026
244.289,0.058
244.3,0.235
244.311,0.163
244.442,0.068
244.453,0.153
244.464,0.149
244.475,0.093
244.486,0.004
244.519,0.309
244.53,0.669
244.541,0.843
244.552,0.801
244.563,0.47
244.573,0.085
244.617,0.072
244.628,0.859
244.639,1.886
244.65,2.132
244.661,2.081
244.672,1.964
244.683,1.724
244.694,1.455
244.705,1.142
244.716,0.636
244.727,0.06
244.836,0.004
244.847,0.232
244.858,0.291
244.869,0.286
244.88,0.448
244.891,0.735
244.902,0.939
244.913,1.062
244.924,1.018
244.935,0.815
244.945,0.395
245.044,0.161
245.055,0.593
245.066,0.893
245.077,0.971
245.088,0.675
245.099,0.326
245.11,0.078
245.241,0.607
245.252,1.373
245.263,2.264
245.274,4.288
245.285,5.227
245.296,4.101
245.307,2.415
245.317,1.15
245.328,0.22
245.416,0.014
245.427,0.596
245.438,1.344
245.449,1.848
245.46,1.614
245.471,0.495
245.547,0.15
245.558,0.734
245.569,0.625
245.58,0.236
245.799,0.126
245.81,0.376
245.821,0.751
245.832,1.384
245.843,2.243
245.854,3.1
245.864,3.543
245.875,3.241
245.886,2.297
245.897,1.186
245.908,0.316
246.171,0.337
246.182,1.551
246.193,2.066
246.204,1.552
246.215,0.896
246.226,0.802
246.236,0.846
246.247,0.369
246.466,0.082
246.718,0.158
246.729,0.348
246.74,0.276
246.805,0.08
246.816,0.139
246.827,0.106
246.893,0.33
246.904,1.017
246.915,1.901
246.926,2.522
246.937,2.424
246.948,1.826
246.959,1.086
246.97,0.745
246.981,0.672
246.991,0.476
247.188,0.318
247.199,0.408
247.276,0.209
247.287,0.685
247.298,1.124
247.309,1.415
247.32,1.363
247.331,1.012
247.342,0.636
247.352,0.501
247.363,0.561
247.374,0.505
247.385,0.231
247.549,0.051
247.56,0.29
247.571,0.396
247.582,0.561
247.593,0.842
247.604,0.959
247.615,0.843
247.626,0.311
247.779,0.042
247.79,0.152
247.801,0.205
247.812,0.274
247.823,0.407
247.834,0.483
247.845,0.504
247.856,0.502
247.867,0.362
247.878,0.356
247.889,0.566
247.899,0.923
247.91,0.98
247.921,0.764
247.932,0.478
247.943,0.227
247.954,0.168
247.965,0.567
247.976,1.182
247.987,1.691
247.998,2.266
248.009,2.595
248.02,2.234
248.031,1.386
248.042,0.109
248.392,0.275
248.403,0.564
248.414,0.452
248.425,0.007
248.6,0.048
248.611,0.422
248.622,0.817
248.633,1.018
248.643,1.05
248.654,0.558
248.665,0.749
248.676,1.033
248.687,1.276
248.698,1.448
248.709,1.418
248.72,0.955
248.731,0.125
248.829,0.004
248.84,0.121
248.851,0.137
248.862,0.142
248.873,0.066
249.07,0.099
249.081,0.381
249.092,0.497
249.103,0.341
249.114,0.14
249.125,0.229
249.136,0.753
249.147,1.598
249.158,2.486
249.169,2.938
249.18,2.644
249.191,1.944
249.201,1.216
249.212,0.664
249.223,0.436
249.234,0.362
249.245,0.094
249.376,0.078
249.387,0.211
249.398,0.046
249.442,0.059
249.453,0.128
249.464,0.048
249.53,0.308
249.541,1.11
249.552,1.07
249.562,0.534
249.573,0.194
249.584,0.126
249.595,0.368
249.606,0.707
249.617,0.989
249.628,1.194
249.639,1.331
249.65,1.215
249.661,0.821
249.672,0.543
249.683,0.468
249.694,0.542
249.705,0.596
249.716,0.401
249.836,0.119
249.847,0.265
249.858,0.34
249.869,0.458
249.88,0.519
249.891,0.405
249.902,0.049
249.978,0.003
250.066,0.223
250.077,0.157
250.175,0.004
250.328,0.238
250.339,0.418
250.35,0.314
250.361,0.094
250.416,0.196
250.427,0.412
250.438,0.639
250.449,0.986
250.46,1.377
250.471,1.777
250.482,2.113
250.492,1.712
250.503,0.366
250.755,1.273
250.766,3.168
250.777,3.724
250.788,3.826
250.799,3.545
250.81,3.037
250.821,1.725
250.832,0.744
250.843,0.405
250.974,0.081
250.985,0.226
250.996,0.028
251.204,0.156
251.215,1.059
251.226,2.122
251.236,3.198
251.247,3.944
251.258,4.27
251.269,4.085
251.28,3.441
251.291,2.5
251.302,1.331
251.313,0.306
251.554,0.217
251.565,0.299
251.576,0.08
251.652,0.106
251.663,0.291
251.674,0.433
251.685,0.472
251.696,0.262
251.893,0.314
251.904,0.275
251.915,0.593
251.926,1.163
251.937,1.481
251.948,1.473
251.959,1.125
252.155,0.381
252.166,1.078
252.177,1.665
252.188,1.869
252.199,1.626
252.21,1.009
252.221,0.341
252.331,0.155
252.342,0.585
252.352,1.029
252.363,1.109
252.374,0.766
252.385,0.236
252.418,0.021
252.429,0.266
252.44,0.571
252.451,1.139
252.462,1.948
252.473,3.246
252.484,5.165
252.495,3.936
252.506,1.533
252.648,0.348
252.659,0.815
252.67,1.18
252.681,1.719
252.692,2.748
252.703,3.364
252.713,3.05
252.724,2.043
252.735,1.168
252.746,0.611
252.757,0.221
252.856,0.306
252.867,0.92
252.878,1.347
252.889,1.367
252.9,1.095
252.91,0.933
252.921,0.897
252.932,0.9
252.943,0.827
252.954,0.67
252.965,0.508
252.976,0.418
252.987,0.206
253.075,0.272
253.086,0.721
253.096,0.977
253.107,1.029
253.118,0.96
253.129,0.841
253.14,0.723
253.151,0.601
253.162,0.331
253.359,0.121
253.37,0.12
253.523,0.017
253.764,0.108
253.775,0.459
253.786,0.594
253.797,0.733
253.808,0.881
253.819,1.094
253.829,1.21
253.84,1.038
253.851,0.656
253.862,0.078
253.928,0.139
253.939,0.405
253.95,0.463
253.961,0.427
253.972,0.775
253.983,1.86
253.994,2.413
254.005,2.088
254.015,1.157
254.026,0.369
254.037,0.062
254.223,0.367
254.234,0.769
254.245,0.89
254.256,0.524
254.267,0.161
254.486,0.292
254.497,0.822
254.508,1.325
254.519,1.665
254.53,1.827
254.541,1.62
254.552,0.997
254.562,0.319
254.573,0.036
254.748,0.185
254.759,0.535
254.77,0.922
254.781,1.203
254.792,1.224
254.803,1.061
254.814,0.763
254.825,0.549
254.836,0.707
254.847,1.483
254.858,1.647
254.869,1.182
254.88,0.842
254.891,0.376
255.055,0.012
255.066,0.194
255.077,0.357
255.088,0.324
255.099,0.16
255.153,0.235
255.164,0.651
255.175,0.599
255.186,0.301
255.197,0.116
