Depth_m,nh4
66.888,0.873
66.9,0.36
67.096,0.229
67.108,0.541
67.12,0.751
67.133,0.857
67.145,0.759
67.157,0.66
67.169,0.559
67.182,0.559
67.194,0.456
67.206,0.352
67.218,0.351
67.231,0.247
67.243,0.246
67.255,0.244
67.267,0.243
67.28,0.141
67.365,1.189
67.378,1.501
67.39,1.507
67.402,1.408
67.414,1.206
67.427,0.902
67.439,0.596
67.451,0.29
67.61,0.284
67.622,0.384
67.635,0.382
67.647,0.176
67.916,0.044
67.928,0.249
67.94,0.453
67.952,0.656
67.965,0.859
67.977,0.857
67.989,0.753
68.001,0.443
68.013,0.236
68.026,0.028
68.074,0.111
68.087,0.309
68.099,0.508
68.111,0.502
68.123,0.498
68.135,0.291
68.148,0.187
68.55,0.052
68.562,0.049
68.575,0.148
68.587,0.146
68.599,0.144
68.611,0.041
68.672,0.15
68.684,0.459
68.696,0.973
68.708,1.385
68.721,1.694
68.733,1.799
68.745,1.596
68.757,1.187
68.769,0.776
68.782,0.467
68.794,0.362
68.806,0.359
68.818,0.357
68.83,0.356
68.842,0.355
68.855,0.151
68.976,0.023
68.988,0.114
69.001,0.1
69.013,0.083
69.377,0.139
69.39,0.546
69.402,0.955
69.414,1.261
69.426,1.26
69.438,1.055
69.45,0.441
69.742,0.234
69.754,0.64
69.766,0.944
69.778,1.145
69.79,1.039
69.802,0.832
69.814,0.523
69.826,0.112
69.839,0.008
69.863,0.003
69.875,0.0
70.008,0.128
70.02,0.231
70.032,0.333
70.045,0.434
70.057,0.637
70.069,0.839
70.081,1.245
70.093,1.651
70.105,2.057
70.117,2.463
70.129,2.461
70.141,2.049
70.154,1.025
70.613,0.116
70.626,0.32
70.638,0.421
70.65,0.523
70.662,0.524
70.674,0.525
70.686,0.424
70.698,0.526
70.71,0.729
70.722,0.931
70.734,0.929
70.746,0.723
70.759,0.313
70.771,0.005
70.988,0.196
71.0,0.403
71.012,0.509
71.024,0.716
71.036,0.821
71.048,1.027
71.06,1.233
71.073,1.437
71.085,1.742
71.097,1.945
71.109,2.25
71.121,2.248
71.133,2.144
71.145,1.837
71.157,1.325
71.169,0.712
71.181,0.201
71.35,0.0
71.507,0.175
71.519,0.38
71.531,0.584
71.543,0.687
71.555,0.789
71.567,0.688
71.579,0.689
71.591,0.587
71.603,0.485
71.615,0.383
71.627,0.179
71.772,0.097
71.784,0.407
71.796,0.716
71.808,1.024
71.82,1.024
71.832,0.819
71.844,0.41
71.94,0.001
71.952,0.306
71.964,0.714
71.976,1.427
71.988,2.345
72.001,3.364
72.013,4.484
72.025,5.808
72.037,7.337
72.049,8.661
72.061,9.578
72.073,9.678
72.085,9.063
72.097,7.631
72.109,5.792
72.121,4.055
72.133,2.318
72.145,0.888
72.253,0.178
72.265,0.28
72.277,0.485
72.289,0.587
72.301,0.688
72.313,0.686
72.325,0.683
72.337,0.68
72.349,0.779
72.361,0.775
72.373,0.773
72.385,0.67
72.397,0.466
72.409,0.365
72.421,0.266
72.433,0.269
72.445,0.376
72.457,0.483
72.469,0.692
72.481,0.797
72.493,0.799
72.505,0.8
72.517,0.596
72.529,0.495
72.541,0.291
72.553,0.087
72.721,0.088
72.733,0.394
72.745,0.701
72.757,0.905
72.769,1.11
72.781,1.009
72.793,0.704
72.805,0.399
72.889,0.001
73.117,0.018
73.129,0.127
73.141,0.236
73.153,0.244
73.165,0.25
73.177,0.254
73.189,0.153
73.309,0.02
73.321,0.323
73.333,0.728
73.345,1.032
73.357,1.132
73.369,1.13
73.381,1.027
73.393,0.822
73.405,0.617
73.417,0.309
73.764,0.28
73.776,0.486
73.788,0.387
73.8,0.186
73.955,0.094
74.134,0.116
74.146,0.423
74.158,0.628
74.17,0.731
74.182,0.732
74.194,0.631
74.206,0.428
74.218,0.225
74.23,0.021
74.409,0.024
74.421,0.23
74.433,0.437
74.445,0.644
74.457,0.645
74.469,0.545
74.481,0.239
74.85,0.063
74.862,0.169
74.874,0.275
74.886,0.279
74.898,0.179
74.91,0.078
75.005,0.172
75.017,0.476
75.029,0.985
75.041,1.496
75.053,2.009
75.065,2.319
75.077,2.429
75.089,2.236
75.101,1.639
75.113,1.044
75.124,0.553
75.315,0.005
75.327,0.312
75.339,0.619
75.351,0.824
75.363,1.234
75.374,1.439
75.386,1.645
75.398,1.443
75.41,1.037
75.422,0.426
75.791,0.015
75.803,0.118
75.814,0.222
75.826,0.327
75.838,0.431
75.85,0.534
75.862,0.433
75.874,0.229
76.028,0.023
76.04,0.124
76.052,0.225
76.064,0.326
76.076,0.427
76.088,0.529
76.099,0.426
76.111,0.324
76.123,0.018
76.254,0.037
76.266,0.344
76.278,0.651
76.289,0.958
76.301,1.163
76.313,1.368
76.325,1.47
76.337,1.574
76.349,1.473
76.361,1.271
76.372,1.069
76.384,0.665
76.396,0.362
76.408,0.06
76.444,0.07
76.456,0.174
76.467,0.277
76.479,0.276
76.491,0.272
76.503,0.269
76.515,0.163
76.527,0.058
76.598,0.036
76.61,0.239
76.622,0.442
76.633,0.647
76.645,0.75
76.657,0.751
76.669,0.75
76.681,0.75
76.693,0.75
76.704,0.749
76.716,0.646
76.728,0.441
76.74,0.236
76.835,0.127
76.847,0.332
76.859,0.333
76.87,0.232
76.882,0.029
77.072,0.233
77.084,0.641
77.095,1.05
77.107,1.459
77.119,1.767
77.131,1.973
77.143,2.077
77.155,2.079
77.166,1.773
77.178,1.467
77.19,0.955
77.202,0.34
77.214,0.031
77.273,0.02
77.285,0.018
77.545,0.188
77.557,0.293
77.569,0.296
77.58,0.094
77.699,0.196
77.71,0.402
77.722,0.403
77.734,0.301
77.746,0.301
77.758,0.199
77.77,0.198
77.781,0.196
77.793,0.09
77.923,0.174
77.935,0.482
77.947,0.892
77.959,1.403
77.97,1.915
77.982,2.324
77.994,2.631
78.006,2.836
78.018,2.839
78.029,2.74
78.041,2.336
78.053,1.83
78.065,1.222
78.077,0.613
78.088,0.004
78.183,0.107
78.195,0.412
78.206,0.616
78.218,0.616
78.23,0.616
78.242,0.413
78.254,0.312
78.265,0.313
78.277,0.417
78.289,0.623
78.301,0.728
78.313,0.73
78.324,0.63
78.336,0.428
78.348,0.226
78.36,0.126
78.442,0.008
78.454,0.105
78.466,0.201
78.478,0.297
78.49,0.394
78.501,0.595
78.513,0.796
78.525,0.895
78.537,1.098
78.549,1.301
78.56,1.3
78.572,1.299
78.584,1.093
78.596,0.888
78.607,0.479
78.619,0.274
78.631,0.071
78.714,0.077
78.725,0.282
78.737,0.487
78.749,0.59
78.761,0.59
78.773,0.488
78.784,0.284
78.796,0.079
78.937,0.065
78.949,0.067
78.961,0.069
79.42,0.147
79.432,0.456
79.444,0.662
79.455,0.766
79.467,0.869
79.479,1.073
79.491,1.277
79.502,1.685
79.514,2.093
79.526,2.195
79.538,1.99
79.549,1.581
79.561,0.866
79.573,0.255
79.667,0.181
79.679,0.491
79.69,0.801
79.702,1.007
79.714,1.213
79.726,1.213
79.738,1.212
79.749,1.109
79.761,0.903
79.773,0.492
79.925,0.177
79.937,0.277
79.949,0.479
79.961,0.477
79.972,0.27
80.055,0.054
80.066,0.058
80.09,0.069
80.102,0.178
80.113,0.389
80.125,0.803
80.137,1.115
80.149,1.426
80.16,1.633
80.172,1.533
80.184,1.33
80.196,1.024
80.207,0.719
80.219,0.516
80.231,0.313
80.242,0.009
80.583,1.043
80.594,1.247
80.606,1.246
80.618,0.938
80.63,0.324
80.747,0.445
80.759,0.958
80.77,1.778
80.782,2.701
80.794,3.316
80.805,3.625
80.817,3.115
80.829,1.89
80.841,0.562
80.946,0.171
80.958,0.483
80.97,0.797
80.981,0.906
80.993,0.812
81.005,0.616
81.016,0.419
81.028,0.222
81.04,0.024
81.297,0.06
81.309,0.37
81.321,0.68
81.332,0.886
81.344,1.093
81.356,1.4
81.368,1.81
81.379,2.321
81.426,1.298
81.438,1.604
81.45,2.013
81.461,2.319
81.473,2.523
81.485,2.319
81.496,2.012
81.508,1.603
81.52,1.195
81.531,0.685
81.543,0.381
81.555,0.179
81.567,0.182
81.578,0.39
81.59,0.495
81.602,0.498
81.613,0.194
81.765,0.099
81.777,0.305
81.789,0.614
81.8,1.025
81.812,1.436
81.824,1.642
81.835,1.847
81.847,1.848
81.859,1.745
81.87,1.336
81.882,0.619
81.894,0.004
82.478,0.202
82.49,0.41
82.501,0.516
82.513,0.419
82.525,0.322
82.536,0.225
82.746,0.138
82.758,0.346
82.77,0.348
82.781,0.452
82.793,0.453
82.805,0.453
82.816,0.451
82.828,0.45
82.84,0.346
82.851,0.243
82.863,0.14
82.875,0.038
82.886,0.038
82.898,0.142
82.909,0.246
82.921,0.453
82.933,0.558
82.944,0.562
82.956,0.668
82.968,0.876
82.979,0.982
82.991,1.292
83.003,1.397
83.014,1.501
83.026,1.299
83.038,0.892
83.049,0.179
83.376,0.085
83.387,0.181
83.399,0.073
83.411,0.068
84.085,0.063
84.097,0.164
84.109,0.266
84.12,0.264
84.132,0.16
84.144,0.055
84.341,0.031
84.353,0.234
84.364,0.438
84.376,0.336
84.388,0.336
84.399,0.337
84.411,0.337
84.422,0.439
84.434,0.438
84.446,0.334
84.457,0.026
84.608,0.034
84.62,0.339
84.632,0.643
84.643,0.743
84.655,0.638
84.666,0.533
84.678,0.325
84.783,0.029
84.794,0.236
84.806,0.34
84.817,0.545
84.829,0.646
84.841,0.747
84.852,0.745
84.864,0.641
84.875,0.535
84.887,0.328
84.899,0.12
84.957,0.11
84.968,0.314
84.98,0.722
84.991,1.131
85.003,1.438
85.015,1.745
85.026,1.949
85.038,2.255
85.049,2.765
85.061,3.378
85.073,4.194
85.084,5.316
85.096,6.643
85.107,7.97
85.119,8.683
85.131,8.17
85.142,6.841
85.154,4.591
85.165,2.035
85.177,0.297
85.247,0.092
85.258,0.705
85.27,1.421
85.281,2.137
85.293,3.058
85.305,3.673
85.316,3.98
85.328,3.674
85.339,2.857
85.351,1.835
85.363,0.608
85.479,0.201
85.49,0.302
85.502,0.506
85.513,0.71
85.525,0.914
85.536,0.811
85.548,0.606
85.56,0.299
86.22,0.002
86.231,0.104
86.243,0.309
86.254,0.617
86.266,0.822
86.278,1.028
86.289,1.131
86.301,0.826
86.312,0.214
86.382,0.008
86.393,0.008
86.405,0.008
86.416,0.008
86.428,0.008
86.44,0.008
86.451,0.009
86.463,0.111
86.474,0.214
86.486,0.418
86.497,0.418
86.509,0.314
86.521,0.005
86.659,0.079
86.671,0.178
86.682,0.176
86.694,0.175
86.706,0.174
86.717,0.173
86.729,0.275
86.74,0.377
86.752,0.376
86.763,0.273
86.775,0.17
86.902,0.162
86.914,0.263
86.925,0.365
86.937,0.263
86.948,0.16
87.041,0.058
87.052,0.366
87.064,0.571
87.075,0.775
87.087,0.776
87.098,0.776
87.11,0.878
87.122,0.98
87.133,1.081
87.145,0.977
87.156,0.566
87.168,0.051
87.225,0.439
87.237,0.947
87.249,1.456
87.26,1.864
87.272,1.965
87.283,1.863
87.295,1.659
87.306,1.659
87.318,1.762
87.329,1.966
87.341,2.069
87.352,2.069
87.364,1.865
87.376,1.456
87.387,1.045
87.399,0.327
87.56,0.2
87.572,0.407
87.583,0.716
87.595,0.923
87.606,1.027
87.618,0.927
87.629,0.825
87.641,0.722
87.652,0.62
87.664,0.414
87.676,0.209
87.802,0.178
87.814,0.381
87.826,0.381
87.837,0.382
87.849,0.179
88.01,0.202
88.022,0.316
88.033,0.331
88.045,0.144
88.321,0.245
88.333,0.444
88.344,0.439
88.356,0.332
88.367,0.124
88.379,0.019
88.529,0.024
88.54,0.123
88.552,0.324
88.563,0.423
88.575,0.42
88.586,0.316
88.598,0.211
88.609,0.005
88.701,0.004
88.713,0.106
88.724,0.207
88.736,0.205
88.747,0.1
88.759,0.097
88.862,0.179
88.874,0.382
88.885,0.483
88.897,0.582
88.908,0.579
88.92,0.371
89.415,0.067
89.426,0.276
89.438,0.483
89.449,0.588
89.461,0.691
89.472,0.792
89.484,0.79
89.495,0.787
89.507,0.784
89.518,0.783
89.529,0.68
89.541,0.475
89.552,0.271
90.035,0.188
90.046,0.395
90.058,0.703
90.069,1.113
90.081,1.319
90.092,1.422
90.104,1.22
90.115,0.815
90.127,0.411
90.138,0.212
90.15,0.116
90.161,0.123
90.173,0.129
90.184,0.135
90.196,0.242
90.207,0.248
90.219,0.254
90.23,0.26
90.241,0.368
90.253,0.68
90.264,1.195
90.276,1.505
90.287,1.711
90.299,1.711
90.31,1.506
90.322,1.096
90.333,0.789
90.345,0.584
90.356,0.483
90.368,0.382
90.379,0.281
90.391,0.18
90.563,0.124
90.574,0.432
90.586,0.842
90.597,1.252
90.609,1.765
90.62,2.175
90.632,2.586
90.643,2.792
90.655,2.896
90.666,2.694
90.677,2.083
90.689,1.267
90.7,0.349
90.769,0.149
90.781,0.558
90.792,0.968
90.804,1.377
90.815,1.787
90.827,2.095
90.838,2.096
90.85,1.689
90.861,0.872
90.872,0.158
91.033,0.061
91.044,0.265
91.056,0.367
91.067,0.47
91.079,0.572
91.09,0.674
91.102,0.674
91.113,0.571
91.125,0.468
91.136,0.365
91.147,0.467
91.159,0.671
91.17,0.977
91.182,1.488
91.193,1.794
91.205,1.998
91.216,2.1
91.228,1.896
91.239,1.486
91.251,1.077
91.262,0.565
91.354,0.152
91.365,0.56
91.377,0.969
91.388,1.377
91.399,1.582
91.411,1.582
91.422,1.479
91.434,1.275
91.445,1.07
91.457,0.865
91.468,0.762
91.48,0.557
91.491,0.354
91.502,0.151
91.606,0.071
91.617,0.175
91.628,0.177
91.64,0.076
91.651,0.076
91.663,0.077
91.754,0.179
91.766,0.59
91.777,1.0
91.789,1.411
91.8,1.822
91.812,2.027
91.823,2.13
91.834,2.129
91.846,1.924
91.857,1.615
91.869,1.102
91.88,0.691
91.892,0.279
92.086,0.009
92.098,0.204
92.109,0.295
92.12,0.387
92.132,0.481
92.143,0.577
92.155,0.574
92.166,0.571
92.178,0.466
92.189,0.259
92.2,0.155
92.338,0.152
92.349,0.662
92.361,0.661
92.372,0.557
92.383,0.249
92.395,0.044
92.418,0.043
92.429,0.043
92.441,0.146
92.452,0.146
92.463,0.146
92.475,0.248
92.486,0.555
92.498,0.759
92.509,0.963
92.566,0.963
92.578,0.759
92.589,0.452
92.601,0.35
92.612,0.351
92.623,0.351
92.635,0.351
92.646,0.351
92.658,0.247
92.669,0.143
92.681,0.14
92.692,0.24
92.703,0.237
92.715,0.336
92.726,0.333
92.738,0.331
92.749,0.33
92.761,0.124
94.095,0.103
94.107,0.31
94.118,0.517
94.129,0.622
94.141,0.523
94.152,0.423
94.164,0.425
94.175,0.324
94.186,0.222
94.198,0.016
94.312,0.015
94.323,0.223
94.335,0.43
94.346,0.638
94.357,0.743
94.369,0.541
94.38,0.236
94.585,0.017
94.596,0.12
94.608,0.121
94.619,0.02
94.767,0.054
94.779,0.361
94.79,0.565
94.801,0.973
94.813,1.279
94.824,1.687
94.835,1.789
94.847,1.789
94.858,1.482
94.87,0.971
94.881,0.563
94.892,0.154
94.938,0.36
94.949,0.873
94.961,1.59
94.972,2.409
94.983,3.33
94.995,4.252
95.006,4.867
95.017,4.971
95.029,4.257
95.04,3.032
95.052,1.806
95.063,1.194
95.074,0.99
95.086,0.787
95.097,0.48
95.108,0.174
95.188,0.271
95.199,0.577
95.211,0.883
95.222,1.087
95.234,1.292
95.245,1.395
95.256,1.602
95.268,1.603
95.279,1.502
95.29,1.297
95.302,1.091
95.313,0.783
95.325,0.372
95.495,0.183
95.507,0.39
95.518,0.598
95.529,0.703
95.541,0.706
95.552,0.811
95.563,0.711
95.575,0.508
95.586,0.305
95.597,0.204
95.609,0.0
95.745,0.112
95.757,0.319
95.768,0.628
95.779,0.938
95.791,1.349
95.802,1.761
95.813,2.173
95.825,2.585
95.836,2.894
95.847,3.101
95.859,3.0
95.87,2.797
95.881,2.288
95.893,1.676
95.904,1.166
95.915,0.759
95.927,0.454
95.938,0.146
95.995,0.241
96.006,0.75
96.018,1.464
96.029,2.279
96.04,3.299
96.052,4.318
96.063,5.336
96.074,5.842
96.086,5.732
96.097,5.009
96.109,3.569
96.12,2.233
96.131,1.408
96.143,1.097
96.154,0.992
96.165,0.887
96.177,0.784
96.188,0.681
96.199,0.374
96.211,0.272
96.222,0.067
96.313,0.067
96.336,0.066
96.347,0.064
96.358,0.062
96.37,0.163
96.381,0.059
96.392,0.057
96.404,0.056
96.517,0.07
96.529,0.173
96.54,0.276
96.551,0.48
96.563,0.479
96.574,0.476
96.585,0.37
96.597,0.162
96.903,0.129
96.914,0.334
96.926,0.437
96.937,0.541
96.948,0.644
96.96,0.543
96.971,0.442
96.982,0.239
96.994,0.137
97.039,0.037
97.05,0.14
97.062,0.243
97.073,0.346
97.084,0.347
97.096,0.247
97.107,0.249
97.118,0.251
97.13,0.151
97.141,0.051
97.152,0.053
97.266,0.061
97.277,0.161
97.288,0.364
97.3,0.464
97.311,0.566
97.322,0.769
97.334,0.871
97.345,0.869
97.356,0.766
97.368,0.664
97.379,0.459
97.39,0.254
97.571,0.025
97.583,0.333
97.594,0.539
97.605,0.642
97.617,0.745
97.628,0.745
97.639,0.643
97.651,0.338
97.662,0.032
97.888,0.013
97.9,0.119
97.911,0.225
97.922,0.228
97.934,0.129
97.945,0.132
98.104,0.034
98.115,0.237
98.126,0.541
98.137,0.742
98.149,0.942
98.16,1.141
98.171,1.239
98.183,1.235
98.194,1.232
98.205,1.129
98.217,0.924
98.228,0.618
98.239,0.107
99.584,0.01
99.595,0.216
99.607,0.423
99.618,0.63
99.629,0.839
99.641,1.05
99.652,1.467
99.663,1.989
99.674,2.717
99.686,3.344
99.697,3.664
99.708,3.471
99.72,2.969
99.731,2.158
99.742,1.243
99.753,0.429
99.934,0.044
99.945,0.148
99.956,0.15
99.968,0.152
99.979,0.155
100.159,0.089
100.171,0.602
100.182,1.115
100.193,1.422
100.205,1.625
100.216,1.623
100.227,1.518
100.238,1.308
100.25,0.995
100.261,0.682
100.272,0.368
100.284,0.158
100.295,0.052
100.329,0.049
100.34,0.152
100.351,0.357
100.362,0.562
100.374,0.87
100.385,1.28
100.396,1.383
100.408,1.383
100.419,1.178
100.43,0.667
100.441,0.257
100.554,0.062
100.565,0.268
100.577,0.371
100.588,0.473
100.599,0.576
100.61,0.575
100.622,0.473
100.633,0.268
100.802,0.08
100.813,0.181
100.825,0.178
100.836,0.278
100.847,0.274
100.858,0.168
100.87,0.166
100.982,0.187
100.993,0.496
101.005,0.804
101.016,1.112
101.027,1.521
101.039,1.93
101.05,2.236
101.061,2.338
101.072,2.133
101.084,1.519
101.095,1.007
101.106,0.597
101.117,0.29
101.207,0.098
101.219,0.409
101.23,0.72
101.241,0.928
101.252,1.136
101.264,1.241
101.275,1.242
101.286,0.935
101.297,0.526
101.309,0.012
101.41,0.097
101.421,0.303
101.433,0.406
101.444,0.408
101.455,0.411
101.466,0.311
101.478,0.212
101.489,0.012
101.59,0.236
101.601,0.541
101.613,0.643
101.624,0.744
101.635,0.846
101.646,0.948
101.658,1.05
101.669,1.254
101.68,1.663
101.691,2.071
101.703,2.582
101.714,3.093
101.725,3.605
101.736,3.81
101.748,3.607
101.759,2.996
101.77,2.078
101.781,1.161
101.793,0.448
101.961,0.043
101.972,0.145
101.984,0.349
101.995,0.45
102.006,0.654
102.017,0.756
102.029,0.857
102.04,0.857
102.051,0.755
102.062,0.551
102.074,0.245
102.175,0.038
102.186,0.139
102.197,0.238
102.209,0.236
102.22,0.13
102.231,0.126
102.242,0.019
102.669,0.133
102.68,0.439
102.692,0.541
102.703,0.541
102.714,0.336
102.725,0.13
102.984,0.042
102.995,0.25
103.006,0.56
103.017,0.973
103.029,1.386
103.04,1.8
103.051,2.213
103.062,2.625
103.073,2.73
103.085,2.426
103.096,1.917
103.107,0.999
103.118,0.285
103.219,0.098
103.231,0.306
103.242,0.411
103.253,0.514
103.264,0.515
103.276,0.31
103.287,0.208
103.298,0.003
103.343,0.006
103.354,0.212
103.365,0.317
103.377,0.421
103.388,0.424
103.399,0.529
103.41,0.633
103.421,0.533
103.433,0.637
103.444,0.638
103.455,0.74
103.466,0.637
103.477,0.533
103.489,0.429
103.5,0.121
103.601,0.216
103.612,0.624
103.623,0.931
103.635,1.237
103.646,1.544
103.657,1.851
103.668,2.055
103.679,1.953
103.691,1.545
103.702,0.932
103.713,0.115
103.915,0.063
103.926,0.063
103.937,0.165
103.948,0.061
104.117,0.482
104.128,0.788
104.139,0.99
104.15,0.681
104.161,0.473
104.173,0.163
104.397,0.255
104.408,0.359
104.52,0.165
104.531,0.474
104.542,0.681
104.554,0.786
104.565,0.791
104.576,0.694
104.587,0.7
104.598,0.602
104.61,0.503
104.621,0.402
104.632,0.298
104.643,0.294
104.654,0.187
104.665,0.182
104.677,0.176
104.688,0.069
104.699,0.066
104.845,0.283
104.856,0.49
104.867,0.594
104.878,0.493
104.889,0.291
104.901,0.088
105.057,0.306
105.068,0.511
105.08,0.817
105.091,0.919
105.102,0.917
105.113,0.814
105.124,0.608
105.136,0.503
105.147,0.297
105.158,0.193
105.236,0.088
105.247,0.089
105.259,0.192
105.27,0.397
105.281,0.601
105.292,0.703
105.303,0.805
105.315,0.804
105.326,0.905
105.337,0.801
105.348,0.8
105.359,0.696
105.371,0.49
105.382,0.283
105.55,0.049
105.561,0.251
105.572,0.555
105.583,0.756
105.594,0.753
105.605,0.648
105.617,0.339
106.064,0.011
106.075,0.115
106.086,0.116
106.097,0.117
106.108,0.016
106.276,0.165
106.287,0.363
106.298,0.459
106.309,0.554
106.321,0.443
106.332,0.333
106.343,0.12
106.444,0.005
106.455,0.212
106.466,0.317
106.477,0.32
106.488,0.323
106.499,0.225
106.51,0.025
106.723,0.121
106.734,0.323
106.745,0.526
106.756,0.627
106.767,0.524
106.778,0.422
106.79,0.218
106.801,0.014
106.924,0.095
106.935,0.195
106.946,0.501
106.957,0.603
106.968,0.808
106.979,0.912
106.99,1.118
107.002,1.119
107.013,1.119
107.024,0.915
107.035,0.71
107.046,0.3
107.37,0.083
107.426,0.59
107.437,0.483
107.448,0.377
107.459,0.271
107.47,0.268
107.481,0.264
107.492,0.159
107.593,0.142
107.604,0.345
107.615,0.547
107.626,0.546
107.637,0.648
107.649,0.647
107.66,0.75
107.671,0.751
107.682,0.854
107.693,0.855
107.704,1.06
107.715,1.265
107.727,1.573
107.738,1.88
107.749,2.187
107.76,2.29
107.771,2.187
107.782,1.983
107.793,1.472
107.805,0.756
107.816,0.04
108.183,0.115
108.195,0.219
108.206,0.323
108.217,0.325
108.228,0.225
108.239,0.123
108.25,0.021
108.473,0.098
108.484,0.304
108.495,0.509
108.506,0.713
108.518,0.815
108.529,0.814
108.54,0.506
108.551,0.197
108.596,0.085
108.607,0.287
108.618,0.59
108.629,0.892
108.64,1.194
108.651,1.29
108.662,1.386
108.673,1.277
108.685,1.168
108.696,0.957
108.707,0.747
108.718,0.537
108.729,0.432
108.74,0.123
109.018,0.207
109.03,0.614
109.041,0.92
109.052,1.227
109.063,1.328
109.074,1.327
109.085,1.019
109.096,0.609
109.107,0.3
109.23,0.278
109.241,0.686
109.252,1.094
109.263,1.502
109.274,1.706
109.285,1.807
109.296,1.907
109.308,1.905
109.319,2.005
109.33,2.003
109.341,2.103
109.352,2.306
109.363,2.509
109.374,2.815
109.385,3.121
109.397,3.53
109.408,3.939
109.419,4.143
109.43,4.142
109.441,3.732
109.452,2.811
109.463,1.48
109.474,0.253
109.797,0.067
109.808,0.271
109.819,0.373
109.83,0.374
109.841,0.17
110.208,0.088
110.219,0.19
110.23,0.087
110.286,0.079
110.297,0.283
110.308,0.283
110.319,0.283
110.33,0.078
110.341,0.078
110.352,0.079
110.363,0.081
110.375,0.081
110.386,0.082
110.397,0.083
110.719,0.106
110.73,0.204
110.741,0.099
110.896,0.068
111.041,0.363
111.052,0.873
111.063,1.383
111.074,1.789
111.085,1.991
111.096,1.68
111.107,1.165
111.118,0.546
111.129,0.132
111.141,0.128
111.152,0.124
111.163,0.121
111.174,0.119
111.34,0.128
111.351,0.332
111.362,0.536
111.373,0.638
111.385,0.843
111.396,1.048
111.407,1.356
111.418,1.767
111.429,2.178
111.44,2.589
111.451,3.001
111.462,3.311
111.473,3.416
111.484,3.111
111.495,2.398
111.507,1.275
111.518,0.356
111.651,0.259
111.662,0.566
111.673,0.873
111.684,1.077
111.695,1.382
111.706,1.79
111.717,2.3
111.728,3.117
111.739,4.035
111.75,4.852
111.762,5.055
111.773,4.338
111.784,2.804
111.795,0.963
111.883,0.065
111.895,0.27
111.906,0.372
111.917,0.473
111.928,0.675
111.939,0.978
111.95,1.179
111.961,1.073
111.972,0.558
112.183,0.101
112.194,0.314
112.205,0.425
112.216,0.435
112.227,0.341
112.238,0.142
112.36,0.077
112.371,0.174
112.382,0.069
112.393,0.068
112.404,0.273
112.415,0.478
112.426,0.684
112.437,1.095
112.449,1.403
112.46,1.711
112.471,2.018
112.482,2.223
112.493,2.325
112.504,2.427
112.515,2.223
112.526,1.915
112.537,1.301
112.548,0.687
112.559,0.073
112.98,0.12
112.991,0.32
113.002,0.52
113.013,0.72
113.024,0.819
113.035,0.713
113.046,0.404
113.058,0.095
113.423,0.019
113.434,0.22
113.445,0.32
113.456,0.318
113.467,0.316
113.478,0.416
113.489,0.62
113.5,0.824
113.511,0.927
113.522,0.928
113.533,1.032
113.544,0.829
113.555,0.625
113.567,0.216
113.666,0.282
113.677,0.586
113.688,0.789
113.699,1.095
113.71,1.301
113.721,1.301
113.732,1.098
113.743,0.587
113.754,0.177
113.865,0.061
113.876,0.165
113.887,0.271
113.898,0.377
113.909,0.584
113.92,0.791
113.931,0.793
113.943,0.692
113.954,0.489
113.965,0.286
114.506,0.06
114.517,0.064
114.528,0.069
114.539,0.076
114.55,0.085
114.561,0.197
114.572,0.207
114.584,0.113
114.705,0.111
114.716,0.215
114.727,0.524
114.738,0.731
114.749,0.94
114.76,1.046
114.771,1.05
114.782,0.848
114.793,0.644
114.804,0.439
114.815,0.438
114.826,0.437
114.838,0.538
114.849,0.639
114.86,0.638
114.871,0.637
114.882,0.432
114.893,0.227
114.904,0.022
115.047,0.117
115.058,0.725
115.069,1.333
115.08,2.041
115.092,2.646
115.103,3.25
115.114,3.548
115.125,3.642
115.136,3.431
115.147,2.915
115.158,2.196
115.169,1.378
115.18,0.663
115.191,0.05
115.345,0.001
115.356,0.104
115.368,0.206
115.379,0.204
115.39,0.1
115.489,0.095
115.5,0.298
115.511,0.502
115.522,0.705
115.533,0.805
115.544,0.803
115.555,0.699
115.566,0.493
115.577,0.39
115.588,0.389
115.599,0.286
115.61,0.286
115.621,0.285
115.632,0.284
115.643,0.181
115.654,0.18
115.665,0.178
115.677,0.177
115.688,0.175
115.699,0.377
115.71,0.58
115.721,0.987
115.732,1.394
115.743,1.8
115.754,2.206
115.765,2.51
115.776,2.608
115.787,2.502
115.798,2.294
115.809,1.984
115.82,1.776
115.831,1.57
115.842,1.364
115.853,1.159
115.864,0.648
115.875,0.137
116.173,0.23
116.184,0.536
116.195,0.434
116.206,0.334
116.217,0.234
116.228,0.133
116.239,0.032
116.338,0.045
116.349,0.25
116.36,0.455
116.371,0.863
116.382,1.271
116.393,1.678
116.404,1.982
116.416,1.879
116.427,1.571
116.438,1.061
116.449,0.449
116.46,0.041
116.515,0.158
116.526,0.364
116.537,0.57
116.548,0.569
116.559,0.465
116.57,0.361
116.581,0.359
116.592,0.253
116.603,0.25
116.614,0.245
116.625,0.239
116.636,0.129
116.647,0.12
116.658,0.112
116.669,0.002
117.011,0.227
117.022,0.429
117.033,0.428
117.044,0.223
117.418,0.061
117.429,0.163
117.44,0.164
117.451,0.062
117.76,0.149
117.771,0.352
