Depth_m,nssCa
364.563,0.532
364.573,0.608
364.584,0.518
364.595,0.591
364.606,0.672
364.617,0.712
364.628,0.861
364.639,0.85
364.65,0.375
364.661,0.466
364.891,0.115
364.902,0.187
364.913,0.433
364.924,0.667
364.935,0.487
364.945,0.381
364.956,0.209
365.066,0.209
365.077,0.222
365.088,0.23
365.099,0.284
365.11,0.268
365.121,0.078
365.394,0.126
365.405,0.091
365.416,0.318
365.427,0.263
365.438,0.215
365.503,0.076
365.547,0.186
365.558,0.58
365.569,0.834
365.58,0.921
365.591,0.646
365.602,0.526
365.613,0.651
365.624,0.752
365.635,0.673
365.646,0.538
365.657,0.56
365.668,0.111
365.865,0.117
365.875,0.074
365.886,0.059
365.897,0.348
365.908,0.515
365.919,0.478
365.93,0.342
365.941,0.271
365.974,0.007
365.985,0.234
365.996,0.451
366.007,0.284
366.029,0.103
366.04,0.424
366.051,0.254
366.105,0.526
366.116,0.464
366.127,0.268
366.149,0.08
366.16,0.504
366.171,0.767
366.182,0.775
366.193,0.688
366.204,0.107
366.368,0.221
366.379,0.212
366.39,0.172
366.401,0.003
366.412,0.391
366.565,0.284
366.576,0.003
366.598,0.029
366.608,0.342
366.619,0.532
366.63,1.163
366.641,1.128
366.652,1.255
366.663,1.143
366.674,1.212
366.685,1.086
366.696,1.1
366.707,0.948
366.718,0.937
366.729,0.928
366.74,0.647
366.751,0.493
366.762,0.345
366.773,0.49
366.784,0.291
366.794,0.261
366.805,0.397
366.816,0.202
366.86,0.302
366.871,0.313
366.882,0.22
366.893,0.55
366.904,0.62
367.013,0.176
367.024,0.852
367.035,0.96
367.046,0.925
367.057,0.668
367.068,0.662
367.079,0.321
367.09,0.216
367.199,0.055
367.21,0.161
367.221,0.268
367.232,0.173
367.243,0.383
367.254,0.685
367.265,1.185
367.276,1.393
367.287,1.402
367.298,1.46
367.309,1.48
367.32,1.271
367.331,1.05
367.341,1.098
367.352,0.829
367.363,0.715
367.374,0.333
367.385,0.281
367.396,0.159
367.407,0.066
367.429,0.066
367.44,0.025
367.517,0.086
367.527,0.466
367.538,0.303
367.549,0.441
367.56,0.155
367.571,0.18
367.582,0.116
367.593,0.086
367.604,0.203
367.615,0.075
367.681,0.017
367.692,0.179
367.703,0.161
367.714,0.062
367.724,0.077
367.735,0.21
367.746,0.272
367.757,0.353
367.768,0.131
367.779,0.078
367.834,0.202
367.845,0.442
367.856,0.489
367.867,0.328
367.943,0.054
367.954,0.606
367.965,0.866
367.976,0.649
367.987,0.426
367.998,0.275
368.009,0.269
368.02,0.154
368.031,0.138
368.042,0.137
368.053,0.192
368.064,0.015
368.075,0.117
368.086,0.584
368.096,0.87
368.107,1.407
368.118,1.883
368.129,2.422
368.14,2.767
368.151,2.861
368.162,2.644
368.173,2.162
368.184,1.552
368.195,0.811
368.304,0.121
368.315,0.593
368.326,0.834
368.337,0.75
368.348,0.675
368.359,1.053
368.37,1.451
368.381,1.609
368.392,1.545
368.403,1.699
368.414,1.555
368.425,0.985
368.436,0.207
368.622,0.066
368.633,0.231
368.643,0.212
368.654,0.042
368.731,0.078
368.742,0.306
368.753,0.16
368.764,0.123
368.808,0.194
368.818,0.329
368.829,0.262
368.84,0.341
368.851,0.315
368.862,0.145
369.07,0.077
369.081,0.864
369.092,1.65
369.103,2.041
369.114,2.523
369.125,2.511
369.136,2.673
369.147,2.136
369.158,1.231
369.169,0.449
369.333,0.05
369.355,0.077
369.366,0.263
369.377,0.647
369.387,1.046
369.398,0.85
369.409,0.498
369.42,0.379
369.486,0.09
369.497,0.38
369.508,0.083
369.563,0.062
369.573,0.302
369.584,0.232
369.595,0.615
369.606,0.961
369.617,1.392
369.628,1.582
369.639,1.722
369.65,1.937
369.661,2.307
369.672,2.801
369.683,2.42
369.694,1.838
369.705,1.155
369.869,0.021
369.891,0.005
370.066,0.077
370.088,0.033
370.099,0.094
370.142,0.269
370.153,0.525
370.164,0.469
370.175,0.323
370.186,0.063
370.328,0.617
370.339,0.827
370.35,0.652
370.361,0.59
370.372,0.32
370.503,0.009
370.591,0.359
370.602,0.538
370.613,0.494
370.624,0.299
370.635,0.483
370.646,0.337
370.657,0.005
370.777,0.061
370.788,0.057
370.799,0.37
370.81,0.48
370.821,0.665
370.832,0.141
370.843,0.198
370.963,0.014
370.974,0.024
370.985,0.137
370.996,0.186
371.007,0.264
371.018,0.63
371.029,1.128
371.039,1.432
371.05,1.057
371.061,0.464
371.072,0.372
371.083,0.09
371.127,0.041
371.138,0.479
371.149,0.657
371.16,0.075
371.258,0.045
371.269,0.255
371.28,0.168
371.291,0.435
371.302,0.606
371.313,0.663
371.324,0.518
371.335,0.146
371.346,0.361
371.357,0.438
371.368,0.56
371.379,0.374
371.39,0.228
371.576,0.037
371.587,0.202
371.598,0.614
371.608,0.868
371.619,0.801
371.641,0.917
371.652,1.372
371.663,1.453
371.674,0.914
371.685,0.871
371.696,0.545
371.718,0.105
371.729,0.293
371.74,0.136
371.751,0.348
371.762,0.64
371.773,0.412
371.784,0.038
371.794,0.117
371.805,0.006
371.849,0.009
371.86,0.211
371.871,0.24
371.882,0.011
372.035,0.131
372.046,0.437
372.057,0.899
372.068,0.587
372.079,0.249
372.287,0.114
372.298,0.181
372.309,0.188
372.32,0.516
372.331,0.849
372.341,0.691
372.352,0.465
372.363,0.315
372.374,0.378
372.385,0.536
372.396,0.251
372.506,0.027
372.517,0.304
372.527,0.57
372.538,0.724
372.549,0.763
372.56,0.664
372.746,0.746
372.757,0.805
372.768,0.761
372.779,0.704
372.79,0.468
372.801,0.464
372.812,0.591
372.823,0.638
372.834,0.515
372.845,0.27
372.856,0.303
372.867,0.218
372.878,0.213
372.889,0.043
372.9,0.08
372.965,0.186
372.976,0.138
372.987,0.145
372.998,0.144
373.009,0.247
373.02,0.375
373.031,0.853
373.042,1.389
373.053,2.091
373.064,2.15
373.075,1.788
373.085,1.223
373.096,0.54
373.107,0.235
373.118,0.245
373.129,0.042
373.228,0.058
373.239,0.228
373.25,0.378
373.26,0.486
373.271,0.882
373.282,1.284
373.293,0.936
373.304,0.484
373.315,0.273
373.359,0.018
373.534,0.055
373.545,0.099
373.556,0.248
373.567,0.415
373.578,0.487
373.589,0.507
373.6,0.753
373.611,0.781
373.622,0.917
373.633,0.479
373.643,0.262
373.665,0.212
373.676,0.603
373.687,0.338
373.709,0.13
373.731,0.248
373.797,0.194
373.808,0.78
373.819,0.921
373.829,0.636
373.84,0.285
373.851,0.042
373.95,0.02
373.961,0.531
373.972,0.869
373.983,0.792
373.994,0.636
374.037,0.746
374.048,0.802
374.059,0.849
374.07,1.036
374.081,0.788
374.092,0.142
374.212,0.011
374.223,0.438
374.234,0.946
374.245,1.459
374.256,1.25
374.267,0.88
374.278,1.086
374.289,1.267
374.3,1.349
374.311,1.214
374.322,0.795
374.333,0.55
374.344,0.588
374.355,0.159
374.366,0.109
374.409,0.084
374.42,0.041
374.431,0.05
374.442,0.493
374.453,0.61
374.464,0.628
374.475,0.339
374.519,0.39
374.53,0.144
374.552,0.113
374.563,0.397
374.573,0.346
374.65,0.242
374.661,0.372
374.672,0.27
374.683,0.067
374.694,0.279
374.705,0.425
374.716,0.251
374.727,0.189
374.738,0.492
374.749,0.388
374.759,0.181
374.77,0.228
374.781,0.27
374.792,0.153
374.803,0.13
374.814,0.206
374.825,0.221
374.836,0.293
374.902,0.232
374.913,0.532
374.924,0.265
374.934,0.022
374.945,0.114
374.956,0.797
374.967,0.692
374.978,0.167
375.099,0.306
375.11,0.386
375.12,0.4
375.131,0.56
375.142,1.049
375.153,0.791
375.164,0.325
375.175,0.231
375.186,0.148
375.416,0.046
375.427,0.406
375.438,0.495
375.449,0.291
375.471,0.206
375.481,0.491
375.492,0.589
375.503,0.651
375.514,0.298
375.657,0.113
375.668,0.235
375.678,0.155
375.689,0.048
375.7,0.285
375.711,0.387
375.722,0.127
375.733,0.122
375.744,0.167
375.755,0.298
375.766,0.346
375.777,0.616
375.788,0.631
375.799,0.268
375.81,0.004
375.908,0.34
375.919,0.304
375.93,0.1
376.05,0.025
376.061,0.062
376.072,0.136
376.083,0.563
376.094,0.617
376.105,0.365
376.116,0.02
376.127,0.194
376.138,0.16
376.149,0.041
376.16,0.09
376.171,0.252
376.269,0.388
376.28,0.387
376.291,0.347
376.302,0.302
376.313,0.059
376.324,0.099
376.335,0.172
376.412,0.26
376.423,0.19
376.433,0.267
376.444,0.055
376.455,0.628
376.466,0.822
376.477,0.159
376.488,0.23
376.499,0.145
376.532,0.175
376.619,0.038
376.63,0.473
376.641,0.531
376.652,0.502
376.663,0.568
376.674,0.524
376.685,0.451
376.696,0.652
376.707,0.414
376.751,0.02
376.762,0.053
376.904,0.23
376.915,0.382
376.926,0.507
376.937,0.814
376.948,0.918
376.959,0.711
376.969,0.07
376.991,0.028
377.123,0.012
377.134,0.153
377.145,0.08
377.155,0.111
377.166,0.084
377.177,0.307
377.188,0.487
377.199,0.483
377.21,0.352
377.221,0.074
377.462,0.191
377.473,0.455
377.484,0.337
377.495,0.429
377.506,0.337
377.517,0.409
377.527,0.43
377.538,0.461
377.549,0.374
377.56,0.381
377.571,0.253
377.713,0.087
377.724,0.251
377.735,0.591
377.746,0.506
377.757,0.304
377.768,0.288
377.779,0.356
377.79,0.495
377.801,0.358
377.812,0.017
377.932,0.289
377.943,0.873
377.954,1.197
377.965,1.34
377.976,1.413
377.987,1.032
377.998,0.685
378.009,0.356
378.075,0.343
378.085,1.14
378.096,0.96
378.107,0.723
378.118,0.392
378.129,0.387
378.14,0.211
378.151,0.058
378.173,0.026
378.184,0.291
378.195,1.032
378.206,1.605
378.217,1.894
378.228,1.929
378.239,2.035
378.25,2.112
378.26,1.754
378.271,1.274
378.304,0.562
378.359,0.162
378.37,0.473
378.381,0.568
378.392,0.469
378.403,0.728
378.414,1.691
378.425,2.329
378.436,2.321
378.447,1.116
378.534,0.078
378.545,0.605
378.556,0.696
378.567,0.174
378.6,0.129
378.611,0.522
378.622,1.113
378.633,1.381
378.643,1.084
378.654,0.934
378.665,0.869
378.676,0.663
378.687,0.609
378.698,0.484
378.709,0.142
378.808,0.191
378.819,0.476
378.829,0.766
378.84,1.092
379.015,0.156
379.026,0.516
379.037,0.606
379.048,0.619
379.059,0.552
379.07,0.504
379.081,0.41
379.092,0.454
379.103,0.509
379.114,0.785
379.125,0.806
379.136,0.883
379.147,1.057
379.158,1.085
379.169,1.089
379.18,0.738
379.191,0.097
379.223,0.162
379.355,0.212
379.366,0.282
379.377,0.513
379.387,0.565
379.398,0.846
379.409,0.796
379.42,0.466
379.431,0.061
379.552,0.018
379.562,0.681
379.573,1.213
379.584,1.168
379.595,1.326
379.606,1.248
379.617,0.777
379.628,0.889
379.639,0.878
379.65,0.256
379.672,0.181
379.727,0.384
379.738,0.505
379.803,0.59
379.814,1.478
379.825,1.837
379.836,1.603
379.847,1.199
379.858,1.651
379.869,1.428
379.88,1.177
379.891,0.988
379.902,0.952
379.913,1.29
379.924,1.405
379.934,1.396
379.945,1.466
379.956,1.554
380.011,0.526
380.197,0.106
380.208,0.594
380.219,1.072
380.23,1.253
380.241,1.301
380.252,1.745
380.263,1.295
380.274,0.463
380.328,0.42
380.339,0.751
380.35,0.601
380.361,0.867
380.372,0.718
380.383,0.915
380.394,0.889
380.405,0.905
380.416,0.821
380.427,0.792
380.438,0.382
380.449,0.114
380.646,0.189
380.679,0.529
380.689,0.591
380.7,0.847
380.711,0.856
380.722,0.581
380.733,0.275
380.744,0.205
381.05,0.125
381.16,0.048
381.171,0.193
381.204,0.01
381.28,0.06
381.379,0.257
381.477,0.063
381.576,0.07
381.587,0.201
381.598,0.654
381.608,1.231
381.619,1.113
381.63,1.175
381.641,0.504
381.652,0.58
381.663,0.607
381.674,1.238
381.685,1.028
381.696,0.725
381.707,0.289
381.805,0.023
381.827,0.138
381.838,0.103
381.882,0.109
381.893,0.164
381.904,0.049
382.068,0.388
382.079,0.477
382.09,0.612
382.101,0.928
382.112,1.337
382.123,1.775
382.134,2.042
382.145,1.536
382.155,1.108
382.166,0.93
382.177,0.743
382.188,0.249
382.232,0.038
382.243,0.156
382.254,0.454
382.265,0.416
382.506,0.123
382.517,0.182
382.56,0.081
382.779,0.088
382.79,0.257
382.801,0.424
382.812,1.007
382.823,1.299
382.834,1.392
382.845,1.381
382.856,1.592
382.867,1.504
382.878,1.332
382.889,1.146
382.9,1.409
382.91,1.654
382.921,1.602
382.932,0.729
383.031,0.414
383.042,0.415
383.053,0.694
383.064,0.324
383.075,0.143
383.086,0.039
383.195,0.197
383.206,0.227
383.217,0.139
383.228,0.244
383.239,0.295
383.25,0.639
383.261,0.879
383.272,1.058
383.282,0.689
383.293,0.31
383.37,0.167
383.381,0.115
383.392,0.145
383.414,0.017
383.457,0.456
383.468,0.773
383.479,0.409
383.49,0.327
383.589,0.283
383.6,0.163
383.611,0.328
383.622,0.217
383.633,0.396
383.643,0.688
383.654,1.018
383.665,0.905
383.676,0.872
383.687,0.92
383.698,1.029
383.709,0.341
383.72,0.058
383.731,0.181
383.742,0.409
383.753,0.111
383.764,0.181
383.775,0.156
383.873,0.149
383.884,0.682
383.895,1.182
383.906,1.369
383.917,1.288
383.928,1.051
383.939,0.776
383.95,0.724
383.961,0.319
384.07,0.189
384.081,0.422
384.092,0.451
384.103,0.894
384.114,1.125
384.125,0.963
384.136,0.469
384.289,0.095
384.3,0.33
384.311,0.357
384.322,0.545
384.333,0.693
384.344,0.641
384.355,0.259
384.53,0.062
384.541,0.075
384.552,0.007
384.573,0.131
384.584,0.358
384.595,0.321
384.606,0.233
384.617,0.116
384.628,0.429
384.639,0.439
384.65,0.68
384.661,0.519
384.705,0.0
384.727,0.223
384.738,0.489
384.748,1.03
384.759,1.142
384.77,0.961
384.781,1.22
384.792,1.346
384.803,2.329
384.814,2.466
384.825,1.955
384.836,1.964
384.847,2.173
384.858,1.881
384.869,1.6
384.88,1.791
384.891,1.775
384.902,1.501
384.913,1.194
384.924,0.878
384.934,0.282
385.011,0.349
385.022,0.409
385.033,0.1
385.11,0.073
385.121,0.289
385.131,0.208
385.208,0.074
385.219,0.24
385.23,0.353
385.241,0.262
385.252,0.379
385.263,0.378
385.274,0.617
385.285,0.775
385.296,0.854
385.306,0.447
385.492,0.233
385.503,0.405
385.514,0.709
385.525,1.109
385.536,1.021
385.547,0.905
385.558,1.059
385.569,1.043
385.58,1.169
385.591,1.29
385.602,0.643
385.613,0.084
385.624,0.097
385.646,0.106
385.689,0.074
385.777,0.287
385.788,0.871
385.799,1.228
385.81,1.203
385.821,1.141
385.832,0.835
385.843,0.386
385.854,0.34
386.105,0.039
386.116,0.33
386.127,0.658
386.138,0.543
386.149,0.712
386.16,0.88
386.171,0.705
386.182,0.761
386.193,0.695
386.204,0.78
386.215,0.634
386.226,0.658
386.236,0.494
386.247,0.558
386.258,0.665
386.269,0.942
386.28,1.133
386.291,0.742
386.302,0.582
386.313,0.151
386.324,0.177
386.335,0.227
386.346,0.41
386.357,0.409
386.368,0.47
386.379,0.881
386.39,0.858
386.401,0.91
386.412,0.534
386.433,0.001
386.576,0.05
386.587,0.106
386.598,0.085
386.652,0.064
386.663,0.204
386.674,0.483
386.685,0.381
386.696,0.611
386.707,0.596
386.718,0.723
386.729,0.484
386.871,0.539
386.882,0.976
386.893,1.535
386.904,1.839
386.915,2.043
386.926,1.325
386.937,0.865
386.948,1.254
386.959,0.529
387.035,0.297
387.046,0.215
387.156,0.091
387.166,0.104
387.298,0.209
387.309,0.12
387.418,0.289
387.429,0.576
387.44,0.581
387.451,0.487
387.462,0.426
387.473,0.388
387.484,0.512
387.495,0.184
387.506,0.127
387.517,0.227
387.528,0.411
387.538,0.344
387.703,0.161
387.714,0.375
387.724,0.721
387.735,1.025
387.746,1.069
387.757,1.116
387.768,1.11
387.779,0.897
387.79,0.659
387.801,0.155
387.812,0.709
387.823,1.012
387.834,0.818
387.9,0.532
387.91,0.351
388.009,0.191
388.02,0.778
388.031,1.04
388.042,1.0
388.053,0.856
388.064,1.245
388.075,1.33
388.086,1.433
388.096,0.334
388.25,0.344
388.261,0.449
388.271,0.65
388.282,0.97
388.293,1.163
388.304,0.978
388.315,0.986
388.326,1.007
388.337,1.137
388.348,0.726
388.359,0.03
388.425,0.138
388.436,0.42
388.447,0.808
388.457,0.837
388.468,1.346
388.479,1.616
388.49,1.233
388.501,0.498
388.512,0.45
388.523,0.475
388.534,0.477
388.545,0.239
388.556,0.104
388.567,0.28
388.578,0.083
388.589,0.026
388.6,0.347
388.611,0.134
388.622,0.137
388.633,0.405
388.643,0.573
388.654,0.342
388.665,0.291
388.676,0.235
388.687,0.271
388.698,0.303
388.709,0.053
388.84,0.287
388.851,0.588
388.862,0.668
388.873,0.637
388.884,0.563
388.895,0.604
388.906,0.697
388.917,0.307
388.928,0.031
388.939,0.065
389.048,0.107
389.059,0.425
389.07,0.438
389.081,0.242
389.092,0.088
389.103,0.038
389.3,0.012
389.311,0.166
389.322,0.226
389.333,0.51
389.344,0.756
389.355,0.899
389.366,0.904
389.377,0.762
389.387,0.545
389.398,0.601
389.409,0.347
389.42,0.137
389.573,0.093
389.584,0.301
389.595,0.406
389.606,0.541
389.617,0.189
389.748,0.229
389.759,0.407
389.77,0.576
389.781,0.557
389.792,0.661
389.803,0.746
389.814,0.806
389.825,0.771
389.836,0.386
389.847,0.496
389.858,0.38
390.022,0.245
390.033,0.441
390.044,0.643
390.055,0.379
390.11,0.093
390.12,0.159
390.131,0.233
390.142,0.084
390.164,0.295
390.175,0.542
390.186,0.766
390.197,0.555
390.208,0.33
390.219,0.168
390.383,0.085
390.427,0.124
390.438,0.215
390.449,0.486
390.46,0.761
390.471,1.06
390.482,1.205
390.492,1.101
390.503,1.215
390.514,1.198
390.536,0.997
390.547,0.849
390.667,0.202
390.678,0.29
390.689,0.207
390.7,0.181
390.711,0.237
390.722,0.524
390.733,0.408
390.744,0.257
390.755,0.187
390.766,0.217
390.777,0.348
390.788,0.163
390.886,0.073
390.897,0.244
390.908,0.25
390.919,0.494
390.93,0.615
390.941,0.404
390.952,0.173
390.963,0.386
390.974,0.68
390.985,1.083
390.996,1.113
391.007,0.757
391.018,0.317
391.029,0.425
391.039,0.297
391.138,0.205
391.149,1.057
391.16,1.515
391.171,1.796
391.182,1.737
391.193,0.869
391.204,0.322
391.215,0.023
391.226,0.125
391.236,0.115
391.28,0.001
391.291,0.009
391.368,0.35
391.379,0.374
391.39,0.195
391.401,0.416
391.412,0.279
391.422,0.005
391.587,0.232
391.597,0.547
391.608,0.691
391.619,0.6
391.63,0.514
391.641,1.056
391.652,0.862
391.663,0.385
391.773,0.244
391.783,0.373
391.794,0.294
391.805,0.192
392.024,0.082
392.035,0.35
392.046,0.449
392.057,0.491
392.068,0.42
392.079,0.367
392.09,0.263
392.101,0.136
392.112,0.046
392.177,0.0
392.188,0.113
392.309,0.328
392.32,0.294
392.331,0.302
392.341,0.452
392.352,0.706
392.363,1.05
392.374,1.272
392.385,1.221
392.396,1.095
392.407,1.058
392.418,1.065
392.429,1.052
392.44,1.076
392.451,0.995
392.462,0.894
392.473,0.741
392.484,0.551
392.593,0.107
392.604,0.359
392.615,0.328
392.626,0.411
392.637,0.461
392.648,0.429
392.659,0.383
392.67,0.706
392.681,0.814
392.692,0.639
392.703,0.482
392.713,0.358
392.724,0.357
392.735,0.351
392.746,0.226
392.757,0.2
392.768,0.34
392.779,0.221
392.888,0.186
392.899,0.475
392.91,0.767
392.921,0.732
392.932,0.858
392.943,1.066
392.954,1.277
392.965,1.189
392.976,1.035
392.987,1.036
392.998,1.197
393.009,1.221
393.02,1.141
393.031,0.535
393.042,0.336
393.053,0.167
393.064,0.012
393.173,0.156
393.184,0.407
393.195,0.626
393.206,0.63
393.217,0.63
393.228,0.617
393.239,0.254
393.392,0.059
393.403,0.295
393.414,0.141
393.425,0.076
393.436,0.561
393.446,0.846
393.457,0.777
393.468,0.741
393.479,0.705
393.49,0.97
393.501,0.768
393.512,0.611
393.523,0.129
393.556,0.345
393.567,0.5
393.578,0.287
393.687,0.029
393.698,0.176
393.709,0.681
393.72,1.031
393.731,0.985
393.742,0.596
393.873,0.124
393.884,0.273
393.895,0.34
393.906,0.571
393.917,0.715
393.928,0.817
393.939,0.777
393.95,0.536
393.961,0.35
393.972,0.532
393.983,0.533
393.994,0.33
394.005,0.349
394.026,0.083
394.125,0.041
394.147,0.019
394.169,0.086
394.18,0.216
394.191,0.35
394.202,0.279
394.212,0.057
394.344,0.278
394.355,0.428
394.366,0.565
394.377,0.397
394.388,0.377
394.398,0.584
394.409,0.488
394.42,0.384
394.431,0.18
394.442,0.243
394.453,0.015
394.464,0.112
394.541,0.026
394.552,0.372
394.563,0.303
394.573,0.503
394.584,0.57
394.595,0.712
394.606,0.693
394.617,0.425
394.628,0.401
394.639,0.116
394.65,0.108
394.661,0.036
394.672,0.172
394.683,0.309
394.694,0.131
394.759,0.025
394.77,0.009
394.781,0.088
394.792,0.091
394.902,0.096
394.935,0.014
394.945,0.211
394.956,0.641
394.967,0.598
394.978,0.279
395.0,0.109
395.011,0.121
395.022,0.023
395.263,0.068
395.328,0.065
395.339,0.235
395.492,0.064
395.503,0.432
395.514,0.36
395.668,0.42
395.679,0.772
395.689,0.929
395.7,0.052
395.788,0.079
395.799,0.293
395.81,0.393
395.821,0.652
395.832,0.873
395.843,1.166
395.854,1.289
395.865,1.927
395.875,2.236
395.886,2.558
395.897,2.333
395.908,1.982
395.919,1.607
395.93,1.543
395.941,1.805
395.952,1.698
396.007,0.287
396.018,0.383
396.029,0.304
396.039,0.507
396.05,0.139
396.105,0.284
396.116,0.665
396.127,0.456
396.138,0.473
396.149,0.249
396.16,0.195
396.171,0.246
396.182,0.298
396.193,0.193
396.302,0.046
396.313,0.271
396.324,0.16
396.39,0.489
396.401,0.69
396.412,0.672
396.422,0.406
396.433,0.224
396.444,0.227
396.455,0.488
396.466,0.6
396.477,0.472
396.488,0.292
396.499,0.197
396.51,0.173
396.521,0.121
396.576,0.031
396.587,0.262
396.598,0.61
396.608,0.768
396.619,0.875
396.63,0.702
396.641,0.561
396.652,0.892
396.663,1.167
396.674,1.182
396.685,0.588
396.838,0.041
397.035,0.275
397.046,0.614
397.057,0.614
397.068,0.647
397.079,0.657
397.09,0.651
397.101,0.933
397.112,0.737
397.123,0.503
397.134,0.231
397.243,0.371
397.265,0.349
397.276,0.461
397.287,0.814
397.298,0.878
397.309,1.159
397.32,1.242
397.331,0.396
397.517,0.164
397.527,0.256
397.538,0.417
397.549,0.372
397.56,0.462
397.571,0.433
397.582,0.36
397.593,0.074
397.812,0.066
397.823,0.309
397.834,0.327
397.954,0.401
397.965,0.734
397.976,0.707
397.987,0.798
397.998,0.922
398.009,0.644
398.02,0.735
398.031,0.741
398.042,0.692
398.053,0.279
398.25,0.519
398.26,0.649
398.271,0.812
398.282,1.061
398.293,1.267
398.304,1.228
398.315,1.393
398.326,1.293
398.337,0.827
398.348,0.236
398.359,0.093
398.436,0.015
398.447,0.332
398.457,0.19
398.578,0.142
398.589,0.055
398.6,0.008
398.665,0.004
398.84,0.124
398.851,0.124
398.862,0.156
398.873,0.144
398.884,0.037
398.895,0.104
398.906,0.384
398.917,0.379
398.928,0.005
398.95,0.224
398.961,0.118
399.059,0.284
399.07,0.593
399.081,0.48
399.092,0.515
399.103,0.42
399.114,0.493
399.125,0.216
399.136,0.218
399.223,0.997
399.234,1.29
399.245,0.803
399.256,0.785
399.267,1.083
399.278,1.364
399.289,1.078
399.3,0.694
399.311,0.087
399.355,0.107
399.366,0.117
399.398,0.074
399.453,0.146
399.464,0.217
399.475,0.226
399.486,0.42
399.497,0.603
399.508,0.956
399.519,1.075
399.53,1.304
399.541,1.416
399.552,1.305
399.562,0.681
399.573,0.348
399.584,0.647
399.595,0.354
399.694,0.162
399.738,0.454
399.748,0.809
399.759,0.78
399.77,0.878
399.781,1.087
399.792,1.196
399.803,1.268
399.814,0.472
399.825,0.084
399.836,0.311
399.88,0.147
399.891,0.167
400.033,0.392
400.044,0.764
400.055,1.008
400.066,0.972
400.077,0.828
