Depth(m),Cond(uS)
182.035,1.008
182.045,0.991
182.055,0.973
182.065,0.962
182.075,0.975
182.085,1.001
182.095,0.973
182.105,0.858
182.115,0.749
182.125,0.72
182.135,0.711
182.145,0.729
182.155,0.767
182.165,0.809
182.175,0.864
182.185,0.943
182.195,1.043
182.205,1.176
182.215,1.308
182.225,1.382
182.235,1.41
182.245,1.421
182.255,1.424
182.265,1.424
182.275,1.411
182.285,1.382
182.295,1.329
182.305,1.262
182.315,1.202
182.325,1.149
182.335,1.117
182.345,1.115
182.355,1.132
182.365,1.158
182.375,1.198
182.385,1.233
182.395,1.219
182.405,1.167
182.415,1.127
182.425,1.112
182.435,1.117
182.445,1.159
182.455,1.251
182.465,1.389
182.475,1.57
182.485,1.733
182.495,1.83
182.505,1.894
182.515,1.941
182.525,1.906
182.535,1.767
182.545,1.654
182.555,1.609
182.565,1.542
182.575,1.457
182.585,1.404
182.595,1.323
182.605,1.214
182.615,1.171
182.625,1.191
182.635,1.228
182.645,1.263
182.655,1.298
182.665,1.342
182.675,1.384
182.685,1.408
182.695,1.405
182.705,1.391
182.715,1.399
182.725,1.436
182.735,1.462
182.745,1.399
182.755,1.253
182.765,1.113
182.775,1.008
182.785,0.93
182.795,0.876
182.805,0.839
182.815,0.83
182.825,0.877
182.835,0.982
182.845,1.075
182.855,1.125
182.865,1.157
182.875,1.175
182.885,1.185
182.895,1.201
182.905,1.194
182.915,1.159
182.925,1.128
182.935,1.096
182.945,1.072
182.955,1.079
182.965,1.088
182.975,1.074
183.025,0.987
183.035,0.992
183.045,1.0
183.055,1.023
183.065,1.044
183.075,1.053
183.085,1.042
183.095,1.011
183.105,0.964
183.115,0.9
183.125,0.849
183.135,0.856
183.145,0.918
183.155,1.002
183.165,1.073
183.175,1.128
183.185,1.185
183.195,1.248
183.205,1.303
183.215,1.302
183.225,1.218
183.235,1.06
183.245,0.951
183.255,0.926
183.265,0.956
183.275,0.983
183.285,1.023
183.295,1.083
183.305,1.131
183.315,1.153
183.325,1.157
183.335,1.145
183.345,1.127
183.355,1.1
183.365,1.07
183.375,1.031
183.385,0.986
183.395,0.932
183.405,0.886
183.415,0.871
183.425,0.897
183.435,0.937
183.445,0.923
183.455,0.862
183.465,0.815
183.475,0.796
183.485,0.789
183.495,0.788
183.505,0.789
183.515,0.795
183.525,0.8
183.535,0.799
183.545,0.804
183.555,0.809
183.565,0.799
183.575,0.781
183.585,0.776
183.595,0.796
183.605,0.834
183.615,0.867
183.625,0.89
183.635,0.898
183.645,0.89
183.655,0.9
183.665,0.936
183.675,0.981
183.685,0.987
183.695,0.932
183.705,0.846
183.715,0.788
183.725,0.79
183.735,0.817
183.745,0.813
183.755,0.751
183.765,0.695
183.775,0.691
183.785,0.718
183.795,0.769
183.805,0.819
183.815,0.855
183.825,0.884
183.835,0.923
183.845,0.977
183.855,1.044
183.865,1.086
183.875,1.089
183.885,1.087
183.895,1.102
183.905,1.138
183.915,1.176
183.925,1.197
183.935,1.138
183.945,1.013
183.955,0.946
183.965,0.974
183.975,1.041
183.985,1.06
183.995,0.993
184.005,0.937
184.015,0.955
184.025,1.01
184.035,1.084
184.045,1.165
184.055,1.224
184.065,1.251
184.075,1.223
184.085,1.148
184.095,1.12
184.105,1.17
184.115,1.209
184.125,1.197
184.135,1.132
184.145,1.064
184.155,1.036
184.165,1.045
184.175,1.079
184.185,1.118
184.195,1.128
184.205,1.086
184.215,0.995
184.225,0.92
184.235,0.901
184.245,0.915
184.255,0.947
184.265,1.012
184.275,1.105
184.285,1.154
184.295,1.152
184.305,1.169
184.315,1.251
184.325,1.389
184.335,1.572
184.345,1.706
184.355,1.627
184.365,1.382
184.375,1.195
184.385,1.195
184.395,1.33
184.405,1.443
184.415,1.442
184.425,1.425
184.435,1.465
184.445,1.511
184.455,1.568
184.465,1.661
184.475,1.779
184.485,1.91
184.495,2.05
184.505,2.169
184.515,2.249
184.525,2.282
184.535,2.27
184.545,2.227
184.555,2.232
184.565,2.386
184.575,2.587
184.585,2.692
184.595,2.651
184.605,2.546
184.615,2.46
184.625,2.386
184.635,2.304
184.645,2.191
184.655,2.007
184.665,1.794
184.675,1.607
184.685,1.452
184.695,1.312
184.705,1.19
184.715,1.117
184.725,1.102
184.735,1.081
184.745,0.986
184.755,0.852
184.765,0.779
184.775,0.769
184.785,0.784
184.795,0.812
184.805,0.868
184.815,0.937
184.825,0.985
184.835,0.998
184.845,1.005
184.855,1.03
184.865,1.039
184.875,1.026
184.885,0.996
184.895,0.953
184.905,0.923
184.915,0.918
184.925,0.931
184.935,0.923
184.945,0.886
184.955,0.844
184.965,0.807
184.975,0.777
184.985,0.757
184.995,0.769
185.005,0.812
185.015,0.877
185.025,0.946
185.035,0.999
185.045,1.025
185.055,1.019
185.065,1.008
185.075,1.006
185.085,1.025
185.095,1.054
185.105,1.069
185.115,1.061
185.125,1.029
185.135,0.989
185.145,0.957
185.155,0.93
185.165,0.899
185.175,0.841
185.185,0.764
185.195,0.732
185.205,0.752
185.215,0.819
185.225,0.88
185.235,0.914
185.245,0.94
185.255,0.983
185.265,1.041
185.275,1.076
185.285,1.047
185.295,0.985
185.305,0.947
185.315,0.934
185.325,0.921
185.335,0.917
185.345,0.924
185.355,0.891
185.365,0.809
185.375,0.75
185.385,0.745
185.395,0.777
185.405,0.817
185.415,0.842
185.425,0.85
185.435,0.858
185.445,0.885
185.455,0.933
185.465,0.984
185.475,1.02
185.485,1.054
185.495,1.087
185.505,1.112
185.515,1.115
185.525,1.095
185.535,1.051
185.545,1.023
185.555,1.043
185.565,1.112
185.575,1.171
185.585,1.17
185.595,1.145
185.605,1.155
185.615,1.22
185.625,1.352
185.635,1.527
185.645,1.712
185.655,1.801
185.665,1.712
185.675,1.56
185.685,1.461
185.695,1.418
185.705,1.337
185.715,1.194
185.725,1.08
185.735,1.02
185.745,1.0
185.755,1.012
185.765,1.042
185.775,1.087
185.785,1.132
185.795,1.178
185.805,1.205
185.815,1.22
185.825,1.238
185.835,1.25
185.845,1.215
185.855,1.162
185.865,1.135
185.875,1.141
185.885,1.142
185.895,1.106
185.905,1.047
185.915,0.999
185.925,0.978
185.935,0.965
185.945,0.956
185.955,0.956
185.965,0.967
185.975,1.002
185.985,1.055
185.995,1.12
186.005,1.178
186.015,1.223
186.025,1.221
186.035,1.17
186.045,1.085
186.055,1.024
186.065,1.032
186.075,1.076
186.085,1.123
186.095,1.188
186.105,1.327
186.115,1.524
186.125,1.716
186.135,1.915
186.145,2.131
186.155,2.253
186.165,2.232
186.175,2.123
186.185,1.974
186.195,1.779
186.205,1.575
186.215,1.396
186.225,1.207
186.235,1.001
186.245,0.846
186.255,0.773
186.265,0.749
186.275,0.734
186.285,0.721
186.295,0.71
186.305,0.713
186.315,0.73
186.325,0.768
186.335,0.832
186.345,0.917
186.355,0.976
186.365,0.995
186.375,0.974
186.385,0.925
186.395,0.898
186.405,0.887
186.415,0.852
186.425,0.822
186.435,0.823
186.445,0.844
186.455,0.883
186.465,0.952
186.475,1.034
186.485,1.097
186.495,1.102
186.505,1.07
186.515,1.022
186.525,0.992
186.535,1.015
186.545,1.061
186.555,1.084
186.565,1.055
186.575,0.975
186.585,0.902
186.595,0.894
186.605,0.931
186.615,0.966
186.625,0.995
186.635,1.001
186.645,0.988
186.655,0.986
186.665,1.0
186.675,1.012
186.685,1.014
186.695,1.008
186.705,0.995
186.715,0.973
186.725,0.94
186.735,0.917
186.745,0.911
186.755,0.907
186.765,0.892
186.775,0.868
186.785,0.844
186.795,0.809
186.805,0.763
186.815,0.714
186.825,0.702
186.835,0.731
186.845,0.778
186.855,0.813
186.865,0.81
186.875,0.808
186.885,0.849
186.895,0.936
186.905,1.042
186.915,1.117
186.925,1.14
186.935,1.167
186.945,1.211
186.955,1.23
186.965,1.157
186.975,1.044
186.985,0.98
186.995,0.966
187.005,0.971
187.015,0.971
187.025,0.933
187.035,0.851
187.045,0.776
187.055,0.756
187.065,0.775
187.075,0.804
187.085,0.841
187.095,0.891
187.105,0.955
187.115,1.032
187.125,1.101
187.135,1.147
187.145,1.162
187.155,1.143
187.165,1.087
187.175,1.016
187.185,0.969
187.195,0.972
187.205,0.987
187.215,0.997
187.225,1.011
187.235,1.026
187.245,1.04
187.255,1.052
187.265,1.055
187.275,1.044
187.285,1.018
187.295,0.989
187.305,0.982
187.315,1.025
187.325,1.126
187.335,1.255
187.345,1.326
187.355,1.332
187.365,1.305
187.375,1.24
187.385,1.139
187.395,1.057
187.405,1.011
187.415,0.955
187.425,0.881
187.435,0.833
187.445,0.835
187.455,0.86
187.465,0.884
187.475,0.891
187.485,0.894
187.495,0.913
187.505,0.942
187.515,0.975
187.525,1.011
187.535,1.047
187.545,1.066
187.555,1.044
187.565,1.0
187.575,0.951
187.585,0.905
187.595,0.859
187.605,0.842
187.615,0.852
187.625,0.861
187.635,0.837
187.645,0.789
187.655,0.773
187.665,0.779
187.675,0.769
187.685,0.723
187.695,0.675
187.705,0.683
187.715,0.717
187.725,0.722
187.735,0.686
187.745,0.656
187.755,0.674
187.765,0.722
187.775,0.783
187.785,0.827
187.795,0.845
187.805,0.86
187.815,0.865
187.825,0.852
187.835,0.832
187.845,0.813
187.855,0.788
187.865,0.771
187.875,0.763
187.885,0.766
187.895,0.793
187.905,0.841
187.915,0.905
187.925,0.973
187.935,1.025
187.945,1.058
187.955,1.098
187.965,1.157
187.975,1.202
187.985,1.218
187.995,1.201
188.005,1.165
188.015,1.144
188.025,1.15
188.035,1.153
188.045,1.109
188.055,1.027
188.065,0.946
188.075,0.908
188.085,0.921
188.095,0.937
188.105,0.926
188.115,0.919
188.125,0.934
188.135,0.949
188.145,0.945
188.155,0.971
188.165,1.03
188.175,1.099
188.185,1.17
188.195,1.278
188.205,1.415
188.215,1.463
188.225,1.384
188.235,1.276
188.245,1.26
188.255,1.281
188.265,1.295
188.275,1.312
188.285,1.332
188.295,1.357
188.305,1.404
188.315,1.467
188.325,1.532
188.335,1.59
188.345,1.633
188.355,1.687
188.365,1.762
188.375,1.839
188.385,1.911
188.395,1.979
188.405,2.028
188.415,2.034
188.425,2.008
188.435,1.954
188.445,1.897
188.455,1.84
188.465,1.81
188.475,1.882
188.485,2.105
188.495,2.456
188.505,2.718
188.515,2.767
188.525,2.651
188.535,2.541
188.545,2.562
188.555,2.685
188.565,2.77
188.575,2.785
188.585,2.788
188.595,2.843
188.605,2.956
188.615,3.085
188.625,3.188
188.635,3.245
188.645,3.307
188.655,3.364
188.665,3.349
188.675,3.239
188.685,3.011
188.695,2.744
188.705,2.458
188.715,2.179
188.725,1.94
188.735,1.745
188.745,1.577
188.755,1.42
188.765,1.293
188.775,1.198
188.785,1.119
188.795,1.064
188.805,1.027
188.815,1.01
188.825,1.022
188.835,1.055
188.845,1.083
188.855,1.081
188.865,1.075
188.875,1.087
188.885,1.111
188.895,1.13
188.905,1.145
188.915,1.144
188.925,1.122
188.935,1.092
188.945,1.071
188.955,1.071
188.965,1.078
188.975,1.065
189.025,0.924
189.035,0.918
189.045,0.929
189.055,0.938
189.065,0.95
189.075,0.991
189.085,1.042
189.095,1.063
189.105,1.05
189.115,1.028
189.125,1.019
189.135,0.997
189.145,0.954
189.155,0.925
189.165,0.93
189.175,0.981
189.185,1.091
189.195,1.234
189.205,1.283
189.215,1.153
189.225,0.975
189.235,0.88
189.245,0.83
189.255,0.822
189.265,0.848
189.275,0.851
189.285,0.795
189.295,0.712
189.305,0.681
189.315,0.693
189.325,0.722
189.335,0.774
189.345,0.841
189.355,0.92
189.365,0.995
189.375,1.056
189.385,1.104
189.395,1.143
189.405,1.157
189.415,1.148
189.425,1.115
189.435,1.066
189.445,1.01
189.455,0.949
189.465,0.897
189.475,0.857
189.485,0.824
189.495,0.793
189.505,0.773
189.515,0.767
189.525,0.756
189.535,0.731
189.545,0.703
189.555,0.67
189.565,0.64
189.575,0.629
189.585,0.657
189.595,0.72
189.605,0.796
189.615,0.866
189.625,0.927
189.635,0.97
189.645,0.983
189.655,0.976
189.665,0.97
189.675,0.978
189.685,1.002
189.695,1.058
189.705,1.155
189.715,1.259
189.725,1.338
189.735,1.341
189.745,1.251
189.755,1.073
189.765,0.93
189.775,0.905
189.785,0.928
189.795,0.905
189.805,0.857
189.815,0.863
189.825,0.924
189.835,1.002
189.845,1.079
189.855,1.145
189.865,1.193
189.875,1.206
189.885,1.192
189.895,1.164
189.905,1.125
189.915,1.083
189.925,1.027
189.935,0.997
189.945,1.008
189.955,1.025
189.965,1.041
189.975,1.044
189.985,1.012
189.995,0.928
190.035,0.802
190.045,0.69
190.055,0.64
190.065,0.636
190.075,0.658
190.085,0.711
190.095,0.788
190.105,0.849
190.115,0.871
190.125,0.883
190.135,0.903
190.145,0.915
190.155,0.905
190.165,0.872
190.175,0.819
190.185,0.748
190.195,0.703
190.205,0.706
190.215,0.73
190.225,0.746
190.235,0.752
190.245,0.78
190.255,0.839
190.265,0.914
190.275,0.997
190.285,1.11
190.295,1.225
190.305,1.306
190.315,1.343
190.325,1.328
190.335,1.276
190.345,1.208
190.355,1.128
190.365,1.012
190.375,0.861
190.385,0.777
190.395,0.78
190.405,0.805
190.415,0.839
190.425,0.876
190.435,0.898
190.445,0.903
190.455,0.893
190.465,0.903
190.475,0.931
190.485,0.957
190.495,0.987
190.505,1.002
190.515,0.98
190.525,0.93
190.535,0.903
190.545,0.9
190.555,0.884
190.565,0.871
190.575,0.859
190.585,0.837
190.595,0.846
190.605,0.892
190.615,0.937
190.625,0.976
190.635,0.995
190.645,0.958
190.655,0.889
190.665,0.829
190.675,0.805
190.685,0.845
190.695,0.927
190.705,0.988
190.715,0.979
190.725,0.951
190.735,0.966
190.745,1.007
190.755,1.054
190.765,1.097
190.775,1.101
190.785,1.06
190.795,1.019
190.805,1.014
190.815,1.015
190.825,0.969
190.835,0.877
190.845,0.807
190.855,0.774
190.865,0.749
190.875,0.734
190.885,0.737
190.895,0.749
190.905,0.761
190.915,0.768
190.925,0.777
190.935,0.802
190.945,0.847
190.955,0.895
190.965,0.923
190.975,0.928
190.985,0.92
190.995,0.919
191.005,0.931
191.015,0.942
191.025,0.963
191.035,1.038
191.045,1.107
191.055,1.103
191.065,1.053
191.075,1.056
191.085,1.114
191.095,1.152
191.105,1.163
191.115,1.16
191.125,1.114
191.135,1.01
191.145,0.886
191.155,0.791
191.165,0.745
191.175,0.76
191.185,0.839
191.195,0.978
191.205,1.045
191.215,1.015
191.225,0.988
191.235,0.975
191.245,0.93
191.255,0.853
191.265,0.761
191.275,0.688
191.285,0.651
191.295,0.648
191.305,0.676
191.315,0.726
191.325,0.78
191.335,0.831
191.345,0.888
191.355,0.944
191.365,0.972
191.375,0.973
191.385,0.97
191.395,0.978
191.405,1.025
191.415,1.082
191.425,1.074
191.435,0.99
191.445,0.892
191.455,0.823
191.465,0.81
191.475,0.825
191.485,0.834
191.495,0.834
191.505,0.843
191.515,0.875
191.525,0.918
191.535,0.945
191.545,0.944
191.555,0.921
191.565,0.879
191.575,0.818
191.585,0.758
191.595,0.717
191.605,0.7
191.615,0.692
191.625,0.685
191.635,0.682
191.645,0.694
191.655,0.725
191.665,0.78
191.675,0.834
191.685,0.873
191.695,0.905
191.705,0.925
191.715,0.934
191.725,0.937
191.735,0.935
191.745,0.93
191.755,0.946
191.765,0.982
191.775,1.008
191.785,0.987
191.795,0.942
191.805,0.909
191.815,0.904
191.825,0.984
191.835,1.14
191.845,1.288
191.855,1.318
191.865,1.202
191.875,1.044
191.885,0.962
191.895,0.977
191.905,1.01
191.915,1.023
191.925,1.009
191.935,0.961
191.945,0.885
191.955,0.82
191.965,0.801
191.975,0.799
191.985,0.796
191.995,0.794
192.005,0.799
192.015,0.829
192.025,0.894
192.035,0.981
192.045,1.049
192.055,1.097
192.065,1.139
192.075,1.172
192.085,1.193
192.095,1.203
192.105,1.2
192.115,1.182
192.125,1.132
192.135,1.044
192.145,0.934
192.155,0.829
192.165,0.784
192.175,0.805
192.185,0.821
192.195,0.848
192.205,0.949
192.215,1.096
192.225,1.22
192.235,1.201
192.245,1.04
192.255,0.936
192.265,0.918
192.275,0.919
192.285,0.921
192.295,0.918
192.305,0.913
192.315,0.911
192.325,0.93
192.335,0.973
192.345,1.006
192.355,0.985
192.365,0.88
192.375,0.774
192.385,0.733
192.395,0.727
192.405,0.748
192.415,0.78
192.425,0.81
192.435,0.82
192.445,0.788
192.455,0.76
192.465,0.774
192.475,0.805
192.485,0.825
192.495,0.835
192.505,0.843
192.515,0.861
192.525,0.894
192.535,0.929
192.545,0.96
192.555,0.99
192.565,1.026
192.575,1.05
192.585,1.063
192.595,1.068
192.605,1.044
192.615,0.97
192.625,0.862
192.635,0.787
192.645,0.771
192.655,0.762
192.665,0.751
192.675,0.756
192.685,0.797
192.695,0.89
192.705,1.048
192.715,1.306
192.725,1.668
192.735,2.129
192.745,2.59
192.755,2.939
192.765,3.0
192.775,2.654
192.785,2.131
192.795,1.729
192.805,1.513
192.815,1.391
192.825,1.342
192.835,1.344
192.845,1.389
192.855,1.403
192.865,1.293
192.875,1.144
192.885,1.047
192.895,0.998
192.905,0.944
192.915,0.874
192.925,0.826
192.935,0.845
192.945,0.927
192.955,1.006
192.965,1.065
192.975,1.111
192.985,1.141
192.995,1.146
193.005,1.093
193.015,1.0
193.025,0.93
193.035,0.908
193.045,0.893
193.055,0.847
193.065,0.821
193.075,0.851
193.085,0.923
193.095,0.985
193.105,0.988
193.115,0.906
193.125,0.774
193.135,0.694
193.145,0.709
193.155,0.777
193.165,0.858
193.175,0.942
193.185,1.016
193.195,1.072
193.205,1.107
193.215,1.11
193.225,1.081
193.235,1.054
193.245,1.05
193.255,1.073
193.265,1.127
193.275,1.151
193.285,1.088
193.295,1.031
193.305,1.037
193.315,1.015
193.325,0.957
193.335,0.916
193.345,0.886
193.355,0.853
193.365,0.833
193.375,0.834
193.385,0.844
193.395,0.867
193.405,0.91
193.415,0.953
193.425,0.971
193.435,0.977
193.445,0.987
193.455,0.992
193.465,0.979
193.475,0.958
193.485,0.944
193.495,0.959
193.505,0.995
193.515,1.013
193.525,0.985
193.535,0.922
193.545,0.916
193.555,0.961
193.565,0.969
193.575,0.928
193.585,0.906
193.595,0.923
193.605,0.922
193.615,0.853
193.625,0.781
193.635,0.769
193.645,0.791
193.655,0.824
193.665,0.855
193.675,0.874
193.685,0.885
193.695,0.87
193.705,0.85
193.715,0.844
193.725,0.847
193.735,0.868
193.745,0.909
193.755,0.957
193.765,0.994
193.775,1.035
193.785,1.065
193.795,1.06
193.805,1.044
193.815,1.035
193.825,1.034
193.835,1.008
193.845,0.946
193.855,0.879
193.865,0.837
193.875,0.815
193.885,0.806
193.895,0.806
193.905,0.823
193.915,0.872
193.925,0.934
193.935,0.98
193.945,1.032
193.955,1.098
193.965,1.106
193.975,0.994
193.985,0.857
193.995,0.799
194.005,0.826
194.015,0.907
194.025,0.988
194.035,1.024
194.045,1.026
194.055,1.026
194.065,1.02
194.075,0.988
194.085,0.947
194.095,0.909
194.105,0.874
194.115,0.879
194.125,0.93
194.135,0.994
194.145,1.053
194.155,1.098
194.165,1.102
194.175,1.055
194.185,0.987
194.195,0.931
194.205,0.91
194.215,0.897
194.225,0.868
194.235,0.855
194.245,0.882
194.255,0.925
194.265,0.971
194.275,1.021
194.285,1.067
194.295,1.085
194.305,1.083
194.315,1.1
194.325,1.141
194.335,1.134
194.345,1.082
194.355,1.079
194.365,1.109
194.375,1.129
194.385,1.131
194.395,1.109
194.405,1.074
194.415,1.044
194.425,1.017
194.435,0.982
194.445,0.943
194.455,0.916
194.465,0.907
194.475,0.928
194.485,0.964
194.495,0.985
194.505,1.019
194.515,1.088
194.525,1.138
194.535,1.13
194.545,1.062
194.555,0.988
194.565,0.958
194.575,0.969
194.585,0.97
194.595,0.918
194.605,0.875
194.615,0.874
194.625,0.861
194.635,0.84
194.645,0.827
194.655,0.827
194.665,0.831
194.675,0.819
194.685,0.795
194.695,0.772
194.705,0.76
194.715,0.771
194.725,0.796
194.735,0.822
194.745,0.834
194.755,0.808
194.765,0.768
194.775,0.768
194.785,0.794
194.795,0.825
194.805,0.861
194.815,0.916
194.825,0.992
194.835,1.063
194.845,1.106
194.855,1.136
194.865,1.171
194.875,1.183
194.885,1.129
194.895,1.021
194.905,0.945
194.915,0.914
194.925,0.906
194.935,0.909
194.945,0.91
194.955,0.912
194.965,0.931
194.975,0.951
195.025,1.437
195.035,1.472
195.045,1.493
195.055,1.495
195.065,1.477
195.075,1.441
195.085,1.388
195.095,1.327
195.105,1.269
195.115,1.215
195.125,1.174
195.135,1.157
195.145,1.143
195.155,1.128
195.165,1.118
195.175,1.113
195.185,1.103
195.195,1.099
195.205,1.114
195.215,1.171
195.225,1.3
195.235,1.516
195.245,1.777
195.255,1.972
195.265,2.024
195.275,1.982
195.285,1.921
195.295,1.844
195.305,1.741
195.315,1.626
195.325,1.522
195.335,1.477
195.345,1.508
195.355,1.616
195.365,1.811
195.375,2.024
195.385,2.128
195.395,2.126
195.405,2.065
195.415,1.972
195.425,1.843
195.435,1.687
195.445,1.537
195.455,1.42
195.465,1.359
195.475,1.363
195.485,1.41
195.495,1.455
195.505,1.464
195.515,1.436
195.525,1.389
195.535,1.326
195.545,1.254
195.555,1.178
195.565,1.103
195.575,1.031
195.585,0.962
195.595,0.904
195.605,0.87
195.615,0.861
195.625,0.853
195.635,0.84
195.645,0.856
195.655,0.912
195.665,0.968
195.675,1.0
195.685,1.008
195.695,0.999
195.705,0.98
195.715,0.957
195.725,0.937
195.735,0.916
195.745,0.874
195.755,0.823
195.765,0.799
195.775,0.813
195.785,0.859
195.795,0.914
195.805,0.947
195.815,0.94
195.825,0.916
195.835,0.909
195.845,0.908
195.855,0.913
195.865,0.947
195.875,1.022
195.885,1.109
195.895,1.165
195.905,1.198
195.915,1.219
195.925,1.179
195.935,1.081
195.945,0.964
195.955,0.864
195.965,0.824
195.975,0.858
195.985,0.935
195.995,1.017
196.005,1.092
196.015,1.132
196.025,1.101
196.035,1.045
196.045,1.027
196.055,1.046
196.065,1.062
196.075,1.024
196.085,0.988
196.095,1.018
196.105,1.081
196.115,1.105
196.125,1.072
196.135,1.012
196.145,0.959
196.155,0.921
196.165,0.891
196.175,0.846
196.185,0.791
196.195,0.76
196.205,0.773
196.215,0.809
196.225,0.868
196.235,0.952
196.245,1.052
196.255,1.148
196.265,1.199
196.275,1.186
196.285,1.143
196.295,1.097
196.305,1.032
196.315,0.932
196.325,0.82
196.335,0.731
196.345,0.677
196.355,0.669
196.365,0.702
196.375,0.762
196.385,0.825
196.395,0.854
196.405,0.838
196.415,0.818
196.425,0.84
196.435,0.904
196.445,0.971
196.455,1.009
196.465,1.019
196.475,1.015
196.485,0.997
196.495,0.971
196.505,0.951
196.515,0.935
196.525,0.918
196.535,0.902
196.545,0.895
196.555,0.9
196.565,0.915
196.575,0.903
196.585,0.858
196.595,0.81
196.605,0.781
196.615,0.772
196.625,0.771
196.635,0.777
196.645,0.794
196.655,0.825
196.665,0.879
196.675,0.962
196.685,1.054
196.695,1.106
196.705,1.075
196.715,1.018
196.725,1.007
196.735,1.023
196.745,1.036
196.755,1.0
196.765,0.913
196.775,0.828
196.785,0.774
196.795,0.749
196.805,0.761
196.815,0.783
196.825,0.778
196.835,0.731
196.845,0.697
196.855,0.698
196.865,0.741
196.875,0.808
196.885,0.866
196.895,0.904
196.905,0.926
196.915,0.939
196.925,0.945
196.935,0.952
196.945,0.96
196.955,0.971
196.965,0.989
196.975,1.023
196.985,1.057
196.995,1.09
197.005,1.116
197.015,1.113
197.025,1.069
197.035,0.997
197.045,0.948
197.055,0.941
197.065,0.966
197.075,0.986
197.085,0.983
197.095,0.979
197.105,0.978
197.115,1.004
