Depth_m,Br
325.361,0.513
325.372,0.117
325.624,0.366
325.635,0.974
325.646,1.638
325.657,1.702
325.668,1.575
325.678,1.705
325.689,1.769
325.7,1.733
325.711,1.417
325.722,1.209
325.733,0.735
325.897,0.309
325.908,0.38
325.919,0.233
325.93,0.188
325.941,0.949
325.952,1.315
325.963,1.98
325.974,2.227
325.985,2.334
325.996,1.7
326.007,1.1
326.018,0.379
326.105,0.35
326.116,0.562
326.127,0.583
326.138,0.95
326.149,1.202
326.16,1.541
326.171,1.441
326.182,1.365
326.193,1.328
326.204,0.869
326.215,0.705
326.226,0.222
326.236,0.026
326.379,0.034
326.39,0.23
326.401,0.53
326.412,0.764
326.422,0.964
326.433,1.323
326.444,1.487
326.455,0.93
326.466,0.61
326.477,0.124
326.619,0.1
326.63,0.181
326.641,0.474
326.652,0.365
326.663,0.397
326.849,0.24
326.86,0.353
326.871,0.74
326.882,0.795
326.893,0.835
326.904,0.821
326.915,0.826
326.926,0.518
327.09,0.013
327.112,0.011
327.123,0.183
327.134,0.31
327.145,0.38
327.156,0.521
327.166,0.117
327.188,0.035
327.199,0.069
327.21,0.488
327.221,1.082
327.232,0.951
327.243,0.697
327.254,1.309
327.265,1.969
327.276,2.385
327.287,2.734
327.298,2.934
327.309,3.065
327.32,2.807
327.331,2.171
327.341,1.844
327.352,1.853
327.363,2.516
327.374,2.559
327.385,2.781
327.396,2.015
327.407,1.409
327.418,0.78
327.429,0.385
327.593,0.69
327.604,1.05
327.615,1.229
327.626,1.422
327.637,1.561
327.648,1.72
327.659,1.974
327.67,1.955
327.681,2.04
327.692,1.19
327.703,0.899
327.714,0.864
327.724,0.768
327.735,0.535
328.129,0.163
328.14,0.43
328.151,0.427
328.162,0.335
328.173,0.369
328.184,0.26
328.414,0.087
328.425,0.411
328.436,0.635
328.447,0.585
328.457,0.53
328.687,0.238
328.698,0.547
328.709,0.988
328.72,0.799
328.731,0.89
328.742,0.821
328.753,0.597
328.764,0.227
328.775,0.072
328.829,0.057
328.895,0.862
328.906,1.2
328.917,1.348
328.939,1.421
328.95,1.029
328.961,0.172
329.147,0.165
329.158,0.12
329.169,0.118
329.19,0.01
329.201,0.526
329.212,0.407
329.223,0.603
329.234,0.401
329.245,0.224
329.256,0.242
329.267,0.239
329.278,0.35
329.289,0.431
329.3,0.373
329.311,0.301
329.322,0.351
329.333,0.291
329.344,0.035
329.377,0.304
329.387,0.384
329.398,0.305
329.409,0.406
329.42,0.731
329.431,0.734
329.442,0.28
329.453,0.058
329.584,0.336
329.595,0.981
329.606,0.744
329.617,0.699
329.628,0.644
329.639,0.528
329.65,0.279
329.661,0.458
329.672,0.779
329.683,1.419
329.694,1.756
329.705,1.434
329.716,1.523
329.727,0.948
329.738,0.632
329.749,0.281
329.759,0.029
329.77,0.398
329.781,0.982
329.792,1.767
329.803,1.912
329.814,2.121
329.825,2.6
329.836,2.422
329.847,1.557
329.858,0.678
329.869,0.254
329.989,0.115
330.0,0.169
330.011,0.005
330.022,0.217
330.033,0.615
330.044,1.033
330.055,1.518
330.066,1.826
330.077,1.807
330.088,1.9
330.099,1.626
330.11,1.793
330.12,1.596
330.131,1.786
330.142,1.593
330.153,1.883
330.164,1.709
330.175,0.966
330.186,0.441
330.525,0.012
330.547,0.135
330.558,0.012
330.722,0.175
330.733,0.768
330.744,1.328
330.755,1.803
330.766,1.698
330.777,2.03
330.788,2.147
330.799,2.431
330.81,2.63
330.821,2.626
330.832,2.314
330.843,1.936
330.854,1.403
330.864,0.444
330.875,0.25
330.952,0.002
330.963,0.415
330.974,0.598
330.985,0.71
330.996,0.827
331.007,1.2
331.018,1.132
331.029,1.202
331.04,0.891
331.051,0.532
331.061,0.367
331.072,0.206
331.083,0.188
331.204,0.249
331.215,0.496
331.226,1.079
331.237,1.727
331.247,2.483
331.258,2.911
331.269,2.561
331.28,1.513
331.291,0.788
331.707,0.308
331.718,0.962
331.729,1.274
331.74,1.376
331.751,1.562
331.762,1.458
331.773,1.643
331.783,1.293
331.794,1.06
331.805,0.349
331.915,0.446
331.926,0.562
331.937,0.573
331.948,0.361
331.959,0.21
332.079,0.2
332.09,1.372
332.101,1.459
332.112,1.323
332.123,1.224
332.134,1.155
332.145,1.066
332.156,0.786
332.166,0.639
332.177,0.308
332.287,0.219
332.309,0.719
332.32,0.813
332.331,0.372
332.342,0.363
332.352,0.65
332.363,0.763
332.374,0.515
332.385,0.68
332.396,0.545
332.407,0.605
332.418,0.553
332.429,0.739
332.44,0.327
332.451,0.256
332.462,0.057
332.473,0.51
332.484,0.78
332.495,0.771
332.506,1.175
332.517,0.982
332.528,1.043
332.538,0.642
332.549,0.48
332.823,0.017
332.834,0.132
332.845,0.472
332.856,0.509
332.867,0.925
332.878,1.37
332.889,1.72
332.899,1.862
332.91,0.985
332.921,0.43
333.031,0.157
333.042,0.27
333.053,0.725
333.064,0.871
333.075,0.79
333.085,0.599
333.096,0.446
333.107,0.341
333.118,0.207
333.447,0.007
333.468,0.045
333.479,0.143
333.6,0.031
333.611,0.196
333.622,0.411
333.633,0.527
333.643,0.811
333.654,0.953
333.665,0.976
333.676,0.687
333.687,0.673
333.698,0.725
333.709,0.915
333.72,0.529
333.731,0.413
333.742,0.504
333.753,0.472
333.764,0.505
333.775,0.586
333.786,0.752
333.797,0.734
333.808,0.347
333.818,0.174
333.829,0.155
333.84,0.255
333.851,0.776
333.862,1.03
333.873,1.155
333.884,0.712
333.895,0.076
334.125,0.208
334.136,0.785
334.147,0.861
334.158,0.732
334.169,0.447
334.18,0.152
334.256,0.044
334.278,0.062
334.3,0.158
334.311,0.151
334.322,0.046
334.333,0.393
334.344,0.902
334.355,1.626
334.366,1.717
334.377,1.46
334.387,1.591
334.398,1.877
334.409,2.096
334.42,2.404
334.431,2.542
334.442,3.05
334.453,3.378
334.464,3.446
334.475,3.074
334.486,2.977
334.497,3.017
334.508,2.58
334.519,1.778
334.53,1.176
334.541,0.679
334.694,0.017
334.705,0.055
334.727,0.108
334.738,0.128
334.748,0.327
334.759,0.014
334.825,0.154
334.836,0.623
334.847,0.728
334.858,0.619
334.869,0.791
334.88,0.772
334.891,0.683
334.902,0.687
334.913,0.391
335.077,0.397
335.088,0.652
335.099,0.768
335.11,0.772
335.121,0.625
335.131,0.551
335.142,0.648
335.153,0.533
335.252,0.021
335.263,0.111
335.274,0.066
335.285,0.242
335.296,0.356
335.307,0.463
335.317,0.457
335.328,0.522
335.339,0.981
335.35,1.163
335.361,1.236
335.372,0.965
335.383,0.638
335.514,0.392
335.525,0.927
335.536,1.394
335.547,1.865
335.558,1.501
335.569,0.309
335.788,0.019
335.799,0.157
335.81,0.702
335.821,0.637
335.832,0.449
335.843,0.665
335.854,0.848
335.864,0.894
335.875,0.869
335.886,0.735
335.908,0.859
335.919,0.549
336.029,0.083
336.039,0.556
336.05,1.104
336.061,1.365
336.072,1.545
336.083,1.612
336.094,2.049
336.105,2.394
336.116,2.332
336.127,2.07
336.138,2.293
336.149,2.396
336.16,2.48
336.171,1.511
336.182,0.545
336.28,0.131
336.291,0.331
336.302,0.754
336.313,1.623
336.324,2.056
336.335,2.346
336.346,2.872
336.357,2.545
336.368,2.04
336.379,1.363
336.39,0.899
336.401,0.246
336.499,0.366
336.51,0.327
336.521,0.73
336.532,0.702
336.543,1.384
336.554,1.726
336.565,1.519
336.576,1.448
336.587,1.438
336.598,1.408
336.608,1.317
336.619,0.896
336.63,0.886
336.641,0.829
336.652,0.657
336.794,0.123
336.816,0.054
336.827,0.26
336.838,0.614
336.849,0.378
337.013,0.302
337.024,0.589
337.035,0.832
337.046,1.226
337.057,1.222
337.068,1.285
337.079,1.419
337.09,1.303
337.101,1.493
337.112,1.969
337.123,1.839
337.134,1.651
337.145,1.535
337.155,1.485
337.166,1.586
337.177,1.488
337.188,1.456
337.199,1.365
337.21,0.861
337.221,0.333
337.309,0.534
337.32,0.836
337.331,1.309
337.342,1.379
337.352,1.349
337.363,0.937
337.374,0.861
337.385,0.561
337.517,0.168
337.528,0.423
337.746,0.189
337.768,0.883
337.779,1.348
337.79,1.174
337.801,1.314
337.812,1.307
337.823,1.519
337.834,1.855
337.845,2.347
337.856,2.57
337.867,2.018
337.878,1.209
337.889,1.063
337.9,0.822
337.91,0.639
337.921,0.469
337.932,0.137
337.976,0.023
337.987,0.224
337.998,0.501
338.009,0.703
338.02,1.129
338.031,1.371
338.042,2.183
338.053,2.118
338.064,2.271
338.075,2.074
338.086,1.922
338.096,1.846
338.107,1.269
338.118,0.791
338.129,0.426
338.14,0.326
338.151,0.135
338.337,0.006
338.348,0.089
338.534,0.314
338.545,0.336
338.556,0.87
338.567,1.318
338.578,1.013
338.589,0.792
338.6,1.007
338.611,0.99
338.622,0.803
338.633,0.554
338.643,0.472
338.742,0.106
338.753,0.207
338.764,0.246
338.775,0.218
338.786,0.254
338.797,0.219
338.808,0.147
338.819,0.293
338.829,0.335
338.939,0.232
338.95,0.723
338.961,0.488
339.015,2.059
339.026,1.804
339.037,1.398
339.048,0.917
339.059,0.386
339.07,0.254
339.169,0.136
339.18,0.473
339.191,0.861
339.201,1.432
339.212,1.409
339.223,1.336
339.234,0.773
339.245,0.868
339.256,0.682
339.267,0.402
339.464,0.108
339.475,0.252
339.738,0.394
339.749,0.44
339.759,0.277
339.77,0.266
339.781,0.502
339.792,0.339
339.847,0.108
339.858,0.243
340.0,0.306
340.142,0.109
340.153,0.195
340.164,0.432
340.175,0.535
340.186,0.927
340.197,0.93
340.208,0.688
340.219,0.488
340.23,0.42
340.241,0.455
340.252,0.022
340.263,0.073
340.274,0.035
340.285,0.073
340.296,0.036
340.306,0.239
340.317,0.827
340.328,1.357
340.339,1.503
340.35,1.367
340.361,1.042
340.372,0.466
340.799,0.733
340.81,0.781
340.821,0.662
340.832,0.605
340.843,0.778
340.854,0.994
340.865,1.493
340.875,1.352
340.886,1.204
340.897,1.469
340.908,1.45
340.919,1.449
340.93,1.416
340.941,0.857
340.952,0.555
340.963,0.31
340.974,0.323
340.985,0.199
341.105,0.025
341.116,0.371
341.127,0.248
341.138,0.342
341.149,0.545
341.16,0.472
341.171,0.257
341.182,0.028
341.193,0.242
341.313,0.722
341.324,1.17
341.335,1.048
341.346,0.769
341.357,0.782
341.368,0.408
341.521,0.275
341.532,0.375
341.543,0.258
341.554,0.198
341.565,0.347
341.576,0.226
341.587,0.238
341.762,0.423
341.773,0.468
341.784,0.915
341.794,0.958
341.805,1.2
341.816,1.66
341.827,1.773
341.838,1.866
341.849,1.326
341.86,1.508
341.871,1.523
341.882,1.668
341.893,1.591
341.904,1.488
341.915,1.347
341.926,1.399
341.937,1.113
341.948,0.41
342.101,0.409
342.112,0.752
342.123,0.99
342.134,1.388
342.145,1.767
342.156,1.491
342.166,0.911
342.177,0.41
342.188,0.106
342.199,0.114
342.298,0.207
342.309,0.159
342.32,0.369
342.331,1.102
342.342,1.957
342.352,1.974
342.363,1.902
342.374,1.242
342.385,0.89
342.396,0.779
342.407,0.61
342.418,0.54
342.429,0.552
342.44,0.407
342.451,0.328
342.462,0.59
342.473,0.601
342.484,0.816
342.495,0.936
342.506,0.659
342.517,0.119
342.67,0.146
342.681,0.24
342.692,0.285
342.703,0.087
342.713,0.153
342.724,0.366
342.735,0.543
342.746,1.051
342.757,0.995
342.768,0.828
342.779,0.555
342.79,0.959
342.801,0.424
342.812,0.471
342.823,0.242
342.834,0.577
342.845,0.409
342.878,0.003
343.009,0.665
343.02,1.025
343.031,1.659
343.042,1.919
343.053,1.884
343.064,1.688
343.075,1.644
343.085,1.586
343.096,1.512
343.107,1.363
343.118,1.384
343.129,1.23
343.14,1.115
343.151,1.061
343.162,0.45
343.173,0.095
343.184,0.544
343.195,0.903
343.206,0.804
343.217,1.305
343.228,1.599
343.239,1.493
343.25,0.739
343.26,0.661
343.271,0.621
343.282,0.423
343.293,0.003
343.425,0.165
343.436,0.167
343.447,0.202
343.457,0.037
343.479,0.0
343.676,0.167
343.687,0.447
343.698,0.746
343.709,0.951
343.72,0.725
343.731,0.864
343.742,1.124
343.753,0.963
343.764,0.829
343.775,0.634
343.786,0.376
343.939,0.194
343.95,0.205
343.961,0.122
343.972,0.167
343.983,0.632
343.994,1.15
344.004,1.236
344.015,1.156
344.026,0.922
344.037,1.048
344.048,0.98
344.059,1.149
344.07,0.669
344.081,0.596
344.092,0.075
344.212,0.58
344.223,0.947
344.234,1.427
344.245,1.41
344.256,1.582
344.267,2.057
344.278,2.39
344.289,1.942
344.3,1.523
344.311,1.006
344.322,0.873
344.333,0.498
344.344,0.066
344.409,0.009
344.42,0.444
344.431,1.084
344.442,0.989
344.453,1.037
344.464,1.497
344.475,2.109
344.486,2.381
344.497,2.095
344.508,1.836
344.519,1.459
344.53,1.0
344.748,0.195
344.759,0.457
344.77,0.211
345.066,0.182
345.099,0.038
345.274,0.119
345.285,0.455
345.296,0.582
345.306,0.476
345.317,0.615
345.328,0.656
345.339,0.47
345.602,0.439
345.613,0.699
345.624,0.939
345.635,0.885
345.646,1.291
345.657,1.678
345.667,2.079
345.678,1.977
345.689,2.421
345.7,2.783
345.711,2.993
345.722,2.771
345.733,2.525
345.744,1.552
345.755,0.939
345.766,0.425
345.93,0.232
345.941,0.101
345.952,0.326
345.963,0.609
345.974,0.797
345.985,0.593
346.072,0.028
346.083,0.273
346.094,0.28
346.105,0.403
346.116,0.374
346.127,0.894
346.138,2.026
346.149,2.611
346.16,2.056
346.171,0.64
346.346,0.504
346.357,0.169
346.368,0.009
346.379,0.047
346.39,0.004
346.411,0.318
346.422,0.282
346.433,0.118
346.652,0.218
346.663,0.198
346.827,0.121
346.838,0.272
346.849,0.209
346.86,0.179
346.871,0.334
346.882,0.71
346.893,1.261
346.904,1.432
346.915,1.273
346.926,0.72
346.937,0.59
346.948,0.573
346.959,0.3
346.97,0.057
347.046,0.364
347.057,0.691
347.068,0.877
347.079,0.997
347.09,1.095
347.101,0.926
347.112,0.738
347.123,0.804
347.134,0.757
347.145,0.675
347.156,0.583
347.166,0.652
347.177,0.54
347.188,0.543
347.199,0.367
347.21,0.039
347.648,0.373
347.659,0.564
347.67,0.403
347.681,0.435
347.692,0.505
347.703,0.509
347.714,0.324
347.878,0.169
347.889,0.375
347.9,0.292
347.91,0.589
347.921,1.322
347.932,2.202
347.943,2.626
347.954,2.12
347.965,1.474
347.976,0.715
347.987,1.181
347.998,1.703
348.042,1.574
348.053,0.982
348.064,0.618
348.075,1.439
348.086,1.984
348.096,1.63
348.107,1.337
348.118,0.812
348.129,0.466
348.14,0.18
348.228,0.279
348.239,0.305
348.25,0.264
348.261,0.261
348.271,0.318
348.282,0.681
348.293,0.818
348.304,1.602
348.315,2.037
348.326,1.762
348.337,0.673
348.556,0.221
348.567,0.578
348.578,0.533
348.589,0.927
348.6,0.846
348.611,0.964
348.622,1.701
348.633,2.371
348.643,2.177
348.654,2.082
348.665,1.86
348.676,2.331
348.687,2.714
348.698,2.628
348.709,2.818
348.72,2.463
348.731,1.924
348.742,1.202
348.753,0.171
348.786,0.146
348.808,0.119
348.819,0.32
348.829,0.454
348.84,0.569
348.851,1.159
348.862,1.887
348.873,2.321
348.884,2.755
348.895,2.866
348.906,2.811
348.917,2.982
348.928,2.306
348.939,0.978
348.95,0.646
348.961,0.38
349.223,0.124
349.234,0.585
349.245,0.474
349.256,0.884
349.267,0.749
349.278,0.372
349.289,0.289
349.3,0.036
349.727,0.484
349.737,0.521
349.748,0.144
349.759,0.33
349.77,0.578
349.781,0.322
349.858,0.09
349.869,0.898
349.88,1.125
349.891,1.229
349.902,0.945
349.913,0.961
349.924,0.658
349.934,0.797
349.945,0.771
349.956,1.006
349.967,0.944
349.978,0.962
349.989,0.834
350.0,0.692
350.011,0.261
350.022,0.038
350.033,0.103
350.164,0.032
350.175,0.66
350.186,0.916
350.197,0.527
350.208,0.001
350.328,0.197
350.339,0.435
350.35,0.626
350.361,0.679
350.372,0.85
350.383,0.799
350.394,1.183
350.405,1.356
350.416,1.791
350.427,2.202
350.438,2.111
350.449,1.764
350.46,0.972
350.471,0.49
350.482,0.737
350.492,1.153
350.503,1.468
350.514,0.875
350.525,0.908
350.536,0.732
350.547,0.9
350.558,0.781
350.569,1.108
350.58,1.528
350.591,1.726
350.602,1.588
350.613,1.44
350.624,1.168
350.635,1.067
350.646,0.484
350.657,0.608
350.667,0.603
350.678,0.497
350.689,0.473
350.7,0.335
350.711,0.153
350.799,0.082
350.81,0.801
350.821,0.113
350.854,0.042
350.886,0.074
351.018,0.408
351.029,0.518
351.04,0.875
351.051,1.233
351.061,1.865
351.072,1.194
351.083,0.296
351.204,0.534
351.215,1.2
351.226,1.405
351.237,1.288
351.247,0.787
351.412,0.163
351.422,0.696
351.433,1.001
351.444,0.779
351.455,0.209
351.587,0.041
351.598,0.291
351.608,0.712
351.619,0.872
351.63,1.317
351.641,1.156
351.652,1.375
351.663,1.396
351.674,1.801
351.685,1.908
351.696,1.876
351.707,1.75
351.718,2.328
351.729,3.122
351.74,2.758
351.751,2.038
351.762,0.58
351.948,0.482
351.959,1.448
351.969,1.79
351.98,1.43
351.991,1.203
352.002,0.844
352.013,0.422
352.024,0.526
352.035,0.079
352.046,0.087
352.057,0.178
352.068,0.322
352.079,0.4
352.09,0.563
352.101,0.692
352.112,0.718
352.123,0.935
352.134,0.418
352.145,0.13
352.517,0.312
352.528,0.421
352.538,0.859
352.549,1.505
352.56,2.156
352.571,2.118
352.582,1.943
352.593,2.324
352.604,1.558
352.615,1.139
352.626,1.037
352.637,0.794
352.648,0.176
352.659,0.411
352.867,0.073
352.878,0.21
352.889,0.415
352.899,0.627
352.91,0.356
353.053,0.065
353.064,0.41
353.075,0.795
353.085,0.719
353.096,0.968
353.107,1.05
353.118,1.133
353.129,0.879
353.14,0.288
353.162,0.009
353.173,0.052
353.184,0.184
353.195,0.037
353.217,0.274
353.228,1.04
353.239,1.59
353.25,1.145
353.26,0.296
353.271,0.684
353.282,1.384
353.293,1.947
353.304,1.543
353.315,0.575
353.468,0.357
353.479,1.749
353.49,1.421
353.501,0.948
353.512,1.138
353.523,1.2
353.534,1.13
353.545,0.809
353.556,0.553
353.567,0.016
353.665,0.16
353.676,0.006
353.698,0.101
353.709,0.354
353.72,0.503
353.731,0.746
353.742,0.871
353.753,0.705
353.764,0.812
353.775,0.79
353.786,0.683
353.873,0.182
353.884,0.579
353.895,0.804
353.906,0.825
353.917,0.799
353.928,0.554
353.939,0.381
357.363,0.343
357.374,0.865
357.385,0.847
357.396,1.099
357.407,1.686
357.418,1.769
357.429,1.511
357.44,1.175
357.451,0.915
357.604,0.278
357.615,0.428
357.626,0.189
357.637,0.215
357.648,0.208
357.659,0.176
357.681,0.041
357.692,0.273
357.703,0.134
357.856,0.026
357.867,0.234
357.878,0.226
357.889,0.257
357.9,0.231
357.921,0.15
358.042,0.159
358.053,0.963
358.064,0.657
358.075,0.469
358.085,0.281
358.096,0.046
358.107,0.055
358.118,0.266
358.129,0.379
358.14,0.71
358.151,0.757
358.162,0.837
358.173,1.039
358.184,0.975
358.195,1.256
358.206,1.294
358.217,1.27
358.228,1.259
358.239,1.125
358.25,1.388
358.26,0.622
358.271,0.251
358.425,0.092
358.447,0.015
358.468,0.226
358.479,0.504
358.49,0.577
358.501,0.622
358.512,0.457
358.523,0.548
358.534,0.559
358.545,0.76
358.556,0.559
358.567,0.552
358.578,0.361
358.939,0.089
358.95,0.214
358.961,0.539
359.015,2.651
359.026,3.165
359.037,3.174
359.048,3.012
359.059,3.062
359.07,2.179
359.081,1.693
359.092,0.774
359.103,0.273
359.201,0.098
359.212,0.003
359.256,0.182
359.267,0.302
359.278,0.265
359.322,0.218
359.344,0.662
359.355,0.541
359.366,0.288
359.377,0.034
359.398,0.111
359.552,0.1
359.562,0.784
359.573,1.408
359.584,1.635
359.595,1.373
359.606,0.979
359.617,0.348
359.934,0.57
359.945,1.321
359.956,1.409
360.142,0.262
360.153,0.527
360.164,0.737
360.175,0.762
360.186,0.73
360.197,0.338
360.208,0.615
360.219,0.797
360.23,0.969
360.241,0.776
360.252,0.621
360.263,0.497
360.274,0.334
360.285,0.004
360.438,0.408
360.449,0.409
360.46,0.547
360.471,0.704
360.482,0.454
360.492,0.183
360.7,0.271
360.711,1.1
360.722,1.416
360.733,1.591
360.744,0.746
360.755,0.319
360.766,0.15
360.777,0.037
360.974,0.003
360.985,0.543
360.996,1.108
361.007,1.099
361.018,1.117
361.029,1.286
361.04,0.931
361.051,0.163
361.138,0.197
361.149,0.533
361.16,0.85
361.171,1.294
361.182,1.904
361.193,2.168
361.204,1.955
361.215,1.809
361.236,1.443
361.247,1.151
361.258,1.143
361.269,0.636
361.28,0.542
361.291,0.068
361.302,0.088
361.412,0.434
361.422,1.042
361.433,1.248
361.444,1.264
361.455,1.494
361.466,1.628
361.477,1.209
361.488,0.758
361.499,0.473
361.51,0.244
361.576,0.026
361.598,0.421
361.608,0.789
361.619,0.982
361.63,0.995
361.641,1.047
361.652,1.141
361.663,1.387
361.674,2.231
361.685,2.675
361.696,3.251
361.707,3.524
361.718,3.405
361.729,2.978
361.74,2.675
361.751,2.357
361.762,1.85
361.773,1.129
361.784,0.142
361.849,0.062
361.893,0.114
361.948,0.754
361.97,0.174
361.98,1.064
361.991,1.162
362.002,1.392
362.013,0.579
362.188,0.104
362.199,0.143
362.21,0.067
362.221,0.076
362.363,0.003
362.374,0.271
362.385,0.578
362.396,0.837
362.407,0.94
362.418,0.92
362.429,0.897
362.44,1.039
362.451,0.921
362.462,0.736
362.473,0.931
362.484,0.615
362.495,0.167
362.615,0.38
362.626,0.872
362.637,1.501
362.648,1.429
362.659,0.824
362.67,0.366
362.845,0.313
362.856,0.946
362.867,0.825
362.878,1.026
362.889,1.451
362.899,2.209
362.91,2.679
362.921,2.672
362.932,2.173
362.943,1.736
362.954,1.433
362.965,1.385
362.976,1.005
362.987,0.226
363.064,0.002
363.074,0.027
363.096,0.018
363.107,0.494
363.118,0.582
363.129,0.432
363.14,0.321
363.151,0.152
363.206,0.056
363.228,0.036
363.239,0.086
363.414,0.174
363.425,0.364
363.436,0.2
363.622,0.378
363.633,1.184
363.644,1.408
363.654,1.3
363.665,1.296
363.676,1.302
363.687,1.162
363.698,0.893
363.709,0.415
363.764,0.0
363.775,0.844
363.786,1.25
363.797,1.159
363.808,0.925
363.819,0.335
363.851,0.106
363.862,0.572
363.873,0.719
363.884,0.52
363.895,0.02
364.125,0.064
364.136,0.473
364.147,1.003
364.158,1.06
364.169,1.078
364.18,0.997
364.191,0.589
364.201,0.161
364.256,0.156
364.267,0.718
364.278,0.45
364.289,0.719
364.3,1.253
364.311,1.59
364.322,1.772
364.333,1.685
364.344,1.7
364.355,1.788
364.366,1.266
364.377,0.972
364.387,0.924
364.398,0.895
364.409,0.457
364.584,0.268
364.595,0.221
364.606,0.208
364.847,0.406
364.858,0.991
364.869,1.394
364.88,0.917
364.891,0.456
364.902,1.341
364.913,1.627
364.924,1.219
364.935,0.517
364.945,0.82
364.956,0.691
364.967,0.41
365.066,0.099
365.077,0.048
365.088,0.006
365.099,0.368
365.11,0.569
365.121,0.769
365.131,1.244
365.142,1.304
365.153,1.397
365.164,1.744
365.175,1.888
365.186,1.671
365.197,0.876
365.208,0.482
365.219,0.601
365.23,0.583
365.241,0.163
365.361,0.026
365.405,0.001
365.416,0.455
365.427,1.088
365.438,1.257
365.449,1.207
365.46,0.931
365.471,0.319
365.514,0.121
365.58,0.104
365.591,0.393
365.602,0.277
365.613,0.055
365.678,0.139
365.788,0.604
365.799,1.212
365.81,1.937
365.821,2.263
365.832,2.091
365.843,2.019
365.854,2.018
365.865,2.008
365.875,2.398
365.886,2.156
365.897,1.801
365.908,1.753
365.919,1.633
365.93,1.666
365.941,1.13
365.952,0.769
365.963,0.485
365.974,0.262
366.04,0.231
366.051,0.231
366.149,0.281
366.16,0.255
366.171,0.292
366.182,0.534
366.193,0.663
366.204,0.836
366.215,0.843
366.226,0.524
366.236,0.0
366.368,0.193
366.379,0.297
366.39,0.147
366.401,0.289
366.412,0.177
366.422,0.193
366.608,0.166
366.619,0.746
366.63,1.128
